timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
5,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
10,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
15,1i,150.0,2,25.5539,0,0.0,False,1,24.1424,432.13,432.13,0.25
20,1i,150.0,3,15.9066,0,0.0,False,2,21.7615,311.65,455.35,0.25
25,1i,150.0,4,8.753,1,1.0,False,2,20.7217,195.37,361.23,0.25
30,1i,150.0,5,5.6806,2,1.0,False,2,17.6554,99.18,266.11,0.25
35,1i,150.0,7,6.7955,3,1.0,False,2,13.4447,40.93,172.93,0.25
40,1i,150.0,9,5.3259,4,8.01,False,2,8.2913,20.78,87.86,0.25
45,1i,150.0,10,3.5026,7,27.76,False,3,10.8287,20.71,384.49,0.25
50,1i,150.0,9,9.1114,3,30.87,False,2,14.8674,10.92,263.39,0.25
55,1i,150.0,8,10.2064,2,13.71,False,1,23.8759,143.37,143.37,0.25
60,1i,150.0,5,7.686,3,17.74,False,1,14.1513,50.55,50.55,0.25
65,1i,150.0,4,4.7657,3,17.71,False,0,,,,0.25
70,1i,150.0,6,9.951,3,17.71,False,0,,,,0.25
75,1i,150.0,5,2.5359,3,17.71,False,0,,,,0.25
80,1i,150.0,6,5.4071,2,21.72,False,0,,,,0.25
85,1i,150.0,8,10.7031,1,1.0,False,0,,,,0.25
90,1i,150.0,9,7.278,3,5.0,False,2,26.4344,401.86,402.17,0.25
95,1i,150.0,9,1.6834,4,8.0,False,3,24.5389,268.39,432.34,0.25
100,1i,150.0,11,3.648,8,26.05,False,4,21.2282,135.14,455.34,0.25
105,1i,150.0,13,3.8442,9,30.05,False,5,18.6641,43.94,456.26,0.25
110,1i,150.0,14,2.744,9,30.05,False,5,13.5881,19.33,335.92,0.25
115,1i,150.0,14,0.4932,11,30.05,False,5,8.7226,5.0,224.18,0.25
120,1i,150.0,18,3.7375,14,55.1,False,5,6.0624,5.0,131.73,0.25
125,1i,150.0,19,2.695,14,55.09,False,5,3.7993,5.0,67.65,0.25
130,1i,150.0,20,1.2136,16,62.13,False,5,0.4936,5.0,62.13,0.25
135,1i,150.0,23,2.6188,19,78.81,False,6,4.5759,5.0,428.85,0.25
140,1i,150.0,18,1.7254,14,82.8,False,5,9.9587,19.0,456.8,0.25
145,1i,150.0,17,1.6049,12,86.81,False,6,12.2729,19.0,455.94,0.25
150,1i,150.0,16,1.8546,10,90.63,False,6,11.4123,19.0,321.57,0.25
155,1i,150.0,16,4.0468,6,30.01,False,6,9.6129,6.44,193.62,0.25
160,1i,150.0,16,4.7225,6,30.01,False,5,9.5082,19.0,383.3,0.25
165,1i,150.0,17,3.9243,8,34.01,False,5,7.8834,19.0,261.78,0.25
170,1i,150.0,18,3.854,10,34.01,False,5,6.0923,19.0,142.52,0.25
175,1i,150.0,17,3.3246,9,35.21,False,5,4.2867,2.34,56.59,0.25
180,1i,150.0,18,1.6014,13,39.02,False,5,0.8735,1.0,35.01,0.25
185,1i,150.0,19,1.1355,16,39.01,False,5,0.0013,1.0,35.01,0.25
190,1i,150.0,21,1.683,17,46.01,False,7,7.9343,1.0,483.3,0.25
195,1i,150.0,23,1.4169,18,59.03,False,7,7.2001,1.0,354.38,0.25
200,1i,150.0,23,0.455,21,76.89,False,7,6.7361,1.0,250.31,0.25
205,1i,150.0,25,1.2715,22,83.77,False,7,4.6911,1.0,174.52,0.25
210,1i,150.0,27,1.2931,23,83.76,False,8,4.7684,1.0,406.96,0.25
215,1i,150.0,28,0.6082,24,83.76,False,9,5.8426,1.0,430.37,0.25
220,1i,150.0,30,0.9997,27,108.82,False,10,7.3069,1.0,456.17,0.25
225,1i,150.0,32,0.9687,29,112.82,False,11,6.2983,1.0,456.19,0.25
230,1i,150.0,28,0.8033,23,116.84,False,10,4.4475,1.0,361.75,0.25
235,1i,150.0,26,1.4119,20,123.81,False,10,3.7308,1.0,267.19,0.25
240,1i,150.0,24,2.6574,17,127.82,False,9,4.468,1.0,375.47,0.25
245,1i,150.0,22,2.1573,13,127.81,False,9,3.3119,1.0,249.16,0.25
250,1i,150.0,21,2.3637,12,131.14,False,9,2.0307,1.0,173.31,0.25
255,1i,150.0,21,2.9837,9,39.01,False,9,2.629,1.0,150.07,0.25
260,1i,150.0,23,3.3157,9,39.01,False,9,5.9699,16.0,456.39,0.25
265,1i,150.0,22,2.7049,8,43.01,False,9,5.291,1.77,335.69,0.25
270,1i,150.0,22,1.3413,11,41.09,False,9,3.8545,1.0,213.01,0.25
275,1i,150.0,24,1.5297,17,56.21,False,9,2.3685,1.0,97.87,0.25
280,1i,150.0,26,1.4741,21,79.85,False,10,2.5785,1.0,396.57,0.25
285,1i,150.0,27,0.694,23,86.77,False,11,3.7576,1.0,383.67,0.25
290,1i,150.0,30,1.5198,26,107.84,False,11,2.8205,1.0,282.25,0.25
295,1i,150.0,30,0.7754,28,115.86,False,13,5.5308,1.0,431.19,0.25
300,1i,150.0,31,0.3524,29,115.81,False,14,6.4401,1.0,428.38,0.25
305,1i,150.0,33,0.2989,30,115.81,False,14,4.6313,1.0,294.87,0.25
310,1i,150.0,35,0.7807,33,137.88,False,14,2.5236,1.0,194.62,0.25
315,1i,150.0,36,0.2999,34,144.9,False,14,1.0059,1.0,153.73,0.25
320,1i,150.0,31,0.2679,28,144.85,False,15,2.1395,1.0,376.17,0.25
325,1i,150.0,30,1.3399,24,144.85,False,14,2.0237,1.0,263.26,0.25
330,1i,150.0,28,1.6584,20,144.85,False,13,2.2615,1.0,197.0,0.25
335,1i,150.0,26,1.7757,17,144.85,False,11,1.9588,0.89,174.27,0.25
340,1i,150.0,23,2.1425,13,144.63,False,9,1.3166,1.0,173.9,0.25
345,1i,150.0,25,2.563,12,47.01,False,9,0.7698,1.0,173.6,0.25
350,1i,150.0,25,2.2678,12,47.01,False,9,4.3733,1.0,480.3,0.25
355,1i,150.0,23,1.905,9,54.01,False,9,5.2576,1.0,359.91,0.25
360,1i,150.0,26,2.1258,12,53.46,False,10,5.4798,1.0,399.68,0.25
365,1i,150.0,29,1.7203,16,59.17,False,11,4.6181,1.0,393.05,0.25
370,1i,150.0,30,0.93,22,77.14,False,11,3.0627,1.0,304.77,0.25
375,1i,150.0,32,1.1327,26,99.36,False,11,2.0522,1.0,244.52,0.25
380,1i,150.0,35,0.9879,29,107.21,False,11,1.3864,1.0,203.09,0.25
385,1i,150.0,35,0.4585,34,139.81,False,11,0.8531,1.0,173.08,0.25
390,1i,150.0,36,0.0673,35,146.31,True,11,0.1868,1.0,160.83,0.25
395,1i,150.0,38,0.8295,36,146.18,True,11,0.0005,1.0,160.23,0.25
400,1i,150.0,38,0.4114,36,146.18,True,11,0.0,1.0,160.22,0.25
405,1i,150.0,38,0.04,37,146.18,True,11,0.0,1.0,160.22,0.25
410,1i,150.0,35,0.9818,30,146.18,True,10,0.0,1.0,160.22,0.25
415,1i,150.0,32,1.2799,26,146.18,True,11,2.3487,1.0,432.29,0.25
420,1i,150.0,30,1.1301,23,146.18,True,11,3.0838,1.0,304.39,0.25
425,1i,150.0,27,1.0653,20,146.18,True,10,2.7125,1.0,230.97,0.25
430,1i,150.0,26,2.0663,18,145.93,True,11,6.7546,1.0,483.3,0.25
435,1i,150.0,27,2.3523,15,143.1,False,11,5.485,1.0,360.75,0.25
440,1i,150.0,25,1.764,12,64.01,False,10,5.0709,1.0,275.82,0.25
445,1i,150.0,26,2.2246,12,64.01,False,10,3.268,1.0,241.65,0.25
450,1i,150.0,29,2.0123,13,71.01,False,10,1.4483,1.0,237.45,0.25
455,1i,150.0,30,1.4088,19,82.9,False,10,0.8172,1.0,233.2,0.25
460,1i,150.0,31,0.7021,23,91.23,False,10,0.5881,1.0,226.47,0.25
465,1i,150.0,35,1.1049,28,99.16,False,11,3.0235,1.0,456.72,0.25
470,1i,150.0,36,0.5571,32,130.11,False,11,2.3859,1.0,331.88,0.25
475,1i,150.0,37,0.064,36,148.12,True,11,1.4838,1.0,248.04,0.25
480,1i,150.0,37,0.0001,37,147.85,True,12,3.0172,1.0,399.9,0.25
485,1i,150.0,39,0.6881,37,147.85,True,12,2.7372,1.0,312.11,0.25
490,1i,150.0,39,0.2758,37,147.85,True,13,3.2621,1.0,402.11,0.25
495,1i,150.0,40,0.3988,38,147.85,True,13,1.6173,1.0,294.58,0.25
500,1i,150.0,37,0.9399,31,147.85,True,12,2.8087,1.0,431.48,0.25
505,1i,150.0,34,0.953,28,147.85,True,11,2.1962,1.0,318.56,0.25
510,1i,150.0,30,0.6177,25,147.85,True,10,1.1204,1.0,253.97,0.25
515,1i,150.0,29,1.1337,20,147.85,True,10,0.8841,1.0,241.71,0.25
520,1i,150.0,28,1.7984,18,147.65,True,11,3.9127,1.0,386.56,0.25
525,1i,150.0,29,1.7209,17,149.25,True,11,2.4028,1.0,299.74,0.25
