timestamp,approach_edge,vehicle_count,mean_speed_mps,density_veh_per_km,flow_veh_per_hour,queue_count,queue_length_m,queue_beyond_camera
0,1i,0,0.0,0.0,0.0,0,0.0,False
0,2i,0,0.0,0.0,0.0,0,0.0,False
0,3i,0,0.0,0.0,0.0,0,0.0,False
0,4i,0,0.0,0.0,0.0,0,0.0,False
5,1i,3,26.2457,6.1868,0.0,0,0.0,False
5,2i,3,26.98,6.1868,0.0,0,0.0,False
5,3i,3,26.01,6.1868,0.0,0,0.0,False
5,4i,3,26.3952,6.1868,0.0,0,0.0,False
10,1i,3,27.2466,6.1868,0.0,0,0.0,False
10,2i,3,26.9521,6.1868,0.0,0,0.0,False
10,3i,3,25.9856,6.1868,0.0,0,0.0,False
10,4i,3,25.9842,6.1868,0.0,0,0.0,False
15,1i,4,25.4464,8.2491,0.0,0,0.0,False
15,2i,4,25.9999,8.2491,0.0,0,0.0,False
15,3i,3,25.4723,6.1868,0.0,0,0.0,False
15,4i,3,25.1434,6.1868,0.0,0,0.0,False
20,1i,4,15.0932,8.2491,0.0,0,0.0,False
20,2i,4,15.9433,8.2491,0.0,0,0.0,False
20,3i,2,14.416,4.1246,720.0,0,0.0,False
20,4i,3,13.778,6.1868,0.0,0,0.0,False
25,1i,5,8.7269,10.3114,0.0,3,1.0,False
25,2i,5,10.9487,10.3114,0.0,3,1.0,False
25,3i,1,1.8638,2.0623,720.0,0,0.0,False
25,4i,1,0.0,2.0623,1440.0,1,1.0,False
30,1i,6,11.3415,12.3737,0.0,3,1.0,False
30,2i,6,12.159,12.3737,0.0,3,1.0,False
30,3i,1,0.0,2.0623,0.0,1,1.0,False
30,4i,1,0.0,2.0623,0.0,1,1.0,False
35,1i,7,11.6902,14.436,0.0,3,1.0,False
35,2i,7,12.5489,14.436,0.0,3,1.0,False
35,3i,1,27.7174,2.0623,720.0,0,0.0,False
35,4i,1,26.7242,2.0623,720.0,0,0.0,False
40,1i,8,11.4215,16.4982,0.0,4,5.0,False
40,2i,8,12.2442,16.4982,0.0,4,5.02,False
40,3i,1,26.6303,2.0623,0.0,0,0.0,False
40,4i,1,26.6659,2.0623,0.0,0,0.0,False
45,1i,9,11.1901,18.5605,0.0,4,5.0,False
45,2i,9,10.8271,18.5605,0.0,4,5.0,False
45,3i,1,24.9633,2.0623,0.0,0,0.0,False
45,4i,1,25.7159,2.0623,0.0,0,0.0,False
50,1i,7,10.4048,14.436,1440.0,2,5.0,False
50,2i,6,12.7206,12.3737,2160.0,2,5.0,False
50,3i,1,11.971,2.0623,0.0,0,0.0,False
50,4i,1,12.5895,2.0623,0.0,0,0.0,False
55,1i,7,10.7198,14.436,720.0,3,12.0,False
55,2i,6,12.7195,12.3737,720.0,3,9.0,False
55,3i,2,11.9218,4.1246,0.0,1,1.0,False
55,4i,2,11.9511,4.1246,0.0,1,1.0,False
60,1i,6,10.0047,12.3737,720.0,3,12.0,False
60,2i,6,8.9063,12.3737,0.0,3,9.0,False
60,3i,2,11.8338,4.1246,0.0,1,1.0,False
60,4i,2,12.4199,4.1246,0.0,1,1.0,False
65,1i,6,8.2341,12.3737,0.0,3,12.0,False
65,2i,5,5.5197,10.3114,720.0,4,13.01,False
65,3i,3,17.2353,6.1868,0.0,1,1.0,False
65,4i,3,14.6148,6.1868,0.0,1,1.0,False
70,1i,8,11.3645,16.4982,720.0,3,12.0,False
70,2i,8,10.8868,16.4982,0.0,4,13.0,False
70,3i,3,14.3311,6.1868,0.0,1,1.0,False
70,4i,3,11.4553,6.1868,0.0,1,1.0,False
75,1i,8,9.5355,16.4982,0.0,4,16.01,False
75,2i,8,9.2639,16.4982,0.0,4,13.0,False
75,3i,3,8.8949,6.1868,0.0,1,1.0,False
75,4i,3,7.3547,6.1868,0.0,1,1.0,False
80,1i,8,11.7062,16.4982,720.0,2,30.05,False
80,2i,7,14.6335,14.436,1440.0,2,17.01,False
80,3i,4,7.4948,8.2491,0.0,2,1.0,False
80,4i,4,8.4041,8.2491,0.0,2,1.0,False
85,1i,6,11.8152,12.3737,1440.0,0,0.0,False
85,2i,5,15.8017,10.3114,1440.0,0,0.0,False
85,3i,4,4.653,8.2491,0.0,3,5.1,False
85,4i,4,7.3454,8.2491,0.0,2,1.0,False
90,1i,7,9.3429,14.436,0.0,2,15.06,False
90,2i,6,10.5459,12.3737,0.0,1,1.01,False
90,3i,4,4.5679,8.2491,0.0,3,5.0,False
90,4i,4,6.2911,8.2491,0.0,2,1.0,False
95,1i,8,9.014,16.4982,0.0,4,19.04,False
95,2i,7,10.3115,14.436,0.0,4,5.0,False
95,3i,4,11.5525,8.2491,720.0,2,5.0,False
95,4i,4,11.6356,8.2491,720.0,1,1.0,False
100,1i,9,9.2074,18.5605,0.0,5,19.04,False
100,2i,8,9.6732,16.4982,0.0,4,5.0,False
100,3i,4,10.2749,8.2491,0.0,2,5.0,False
