timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,queue_length_change_30s,speed_change_30s,visible_occupancy_fraction,visible_bike_frac,visible_car_frac,visible_hgv_frac,visible_bus_frac
0,1i,150.0,0,0.0,0,0.0,False,,,0.0,0.0,0.0,0.0,0.0
5,1i,150.0,0,0.0,0,0.0,False,,,0.0,0.0,0.0,0.0,0.0
10,1i,150.0,0,0.0,0,0.0,False,,,0.0,0.0,0.0,0.0,0.0
15,1i,150.0,2,25.5539,0,0.0,False,,,0.0,0.5,0.5,0.0,0.0
20,1i,150.0,3,15.9066,0,0.0,False,,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
25,1i,150.0,4,8.753,1,1.0,False,,,0.006666666666666667,0.25,0.25,0.5,0.0
30,1i,150.0,5,5.6806,2,1.0,False,1.0,5.6806,0.006666666666666667,0.2,0.4,0.4,0.0
35,1i,150.0,7,6.7955,3,1.0,False,1.0,6.7955,0.006666666666666667,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0
40,1i,150.0,9,5.3259,4,8.01,False,8.01,5.3259,0.053399999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
45,1i,150.0,10,3.5026,7,27.76,False,27.76,-22.051299999999998,0.18506666666666668,0.4,0.3,0.3,0.0
50,1i,150.0,9,9.1114,3,30.87,False,30.87,-6.7951999999999995,0.2058,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0
55,1i,150.0,8,10.2064,2,13.71,False,12.71,1.4534000000000002,0.09140000000000001,0.5,0.375,0.125,0.0
60,1i,150.0,5,7.686,3,17.74,False,16.74,2.0054,0.11826666666666666,0.6,0.2,0.2,0.0
65,1i,150.0,4,4.7657,3,17.71,False,16.71,-2.0298,0.11806666666666667,0.75,0.0,0.25,0.0
70,1i,150.0,6,9.951,3,17.71,False,9.700000000000001,4.625100000000001,0.11806666666666667,0.5,0.3333333333333333,0.16666666666666666,0.0
75,1i,150.0,5,2.5359,3,17.71,False,-10.05,-0.9667000000000003,0.11806666666666667,0.4,0.4,0.2,0.0
80,1i,150.0,6,5.4071,2,21.72,False,-9.150000000000002,-3.7043,0.14479999999999998,0.5,0.3333333333333333,0.0,0.16666666666666666
85,1i,150.0,8,10.7031,1,1.0,False,-12.71,0.4966999999999988,0.006666666666666667,0.5,0.375,0.0,0.125
90,1i,150.0,9,7.278,3,5.0,False,-12.739999999999998,-0.40800000000000036,0.03333333333333333,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111
95,1i,150.0,9,1.6834,4,8.0,False,-9.71,-3.0823,0.05333333333333334,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111
100,1i,150.0,11,3.648,8,26.05,False,8.34,-6.303000000000001,0.17366666666666666,0.5454545454545454,0.2727272727272727,0.0,0.18181818181818182
105,1i,150.0,13,3.8442,9,30.05,False,12.34,1.3083,0.20033333333333334,0.5384615384615384,0.3076923076923077,0.0,0.15384615384615385
110,1i,150.0,14,2.744,9,30.05,False,8.330000000000002,-2.6630999999999996,0.20033333333333334,0.5,0.35714285714285715,0.0,0.14285714285714285
