timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_high_demand,train,development,0.5
5,1i,150.0,0,0.0,0,0.0,False,1,26.54,377.07,377.07,scenario_high_demand,train,development,0.5
10,1i,150.0,0,0.0,0,0.0,False,1,26.7216,243.79,243.79,scenario_high_demand,train,development,0.5
15,1i,150.0,3,25.079,0,0.0,False,1,25.4214,111.0,111.0,scenario_high_demand,train,development,0.5
20,1i,150.0,3,13.5306,0,0.0,False,1,12.2233,19.89,19.89,scenario_high_demand,train,development,0.5
25,1i,150.0,3,0.5526,2,1.0,False,2,13.4233,1.0,403.27,scenario_high_demand,train,development,0.5
30,1i,150.0,3,0.0,3,1.0,False,2,12.3108,1.0,271.74,scenario_high_demand,train,development,0.5
35,1i,150.0,5,10.6083,3,1.0,False,2,13.2405,1.0,140.48,scenario_high_demand,train,development,0.5
40,1i,150.0,6,7.8864,3,1.0,False,2,7.5987,1.0,39.69,scenario_high_demand,train,development,0.5
45,1i,150.0,6,1.2331,3,1.0,False,5,16.5315,1.0,429.74,scenario_high_demand,train,development,0.5
50,1i,150.0,2,0.0,2,5.0,False,3,27.1499,265.67,296.98,scenario_high_demand,train,development,0.5
55,1i,150.0,3,8.69,2,5.0,False,3,26.8452,130.39,162.53,scenario_high_demand,train,development,0.5
60,1i,150.0,5,10.2897,2,5.0,False,3,17.1495,29.98,54.4,scenario_high_demand,train,development,0.5
65,1i,150.0,3,1.0281,2,5.0,False,2,13.9188,10.98,455.55,scenario_high_demand,train,development,0.5
70,1i,150.0,3,0.0004,3,9.0,False,2,11.7706,9.0,334.13,scenario_high_demand,train,development,0.5
75,1i,150.0,3,0.0,3,9.0,False,2,11.6945,9.0,215.46,scenario_high_demand,train,development,0.5
80,1i,150.0,4,14.788,0,0.0,False,2,12.0038,7.48,96.05,scenario_high_demand,train,development,0.5
85,1i,150.0,3,7.7414,0,0.0,False,3,22.213,16.3,483.3,scenario_high_demand,train,development,0.5
90,1i,150.0,3,0.0,3,1.0,False,3,15.1939,1.0,370.84,scenario_high_demand,train,development,0.5
95,1i,150.0,3,0.0,3,1.0,False,3,15.5194,1.0,275.67,scenario_high_demand,train,development,0.5
100,1i,150.0,4,5.587,3,1.0,False,3,13.2997,1.0,182.63,scenario_high_demand,train,development,0.5
105,1i,150.0,6,6.2304,3,1.0,False,3,8.3988,1.0,99.42,scenario_high_demand,train,development,0.5
110,1i,150.0,6,2.9827,4,5.01,False,3,3.3979,1.0,26.46,scenario_high_demand,train,development,0.5
115,1i,150.0,6,0.6048,5,8.14,False,3,0.1167,1.0,8.14,scenario_high_demand,train,development,0.5
120,1i,150.0,9,7.192,6,8.0,False,3,0.0,1.0,8.0,scenario_high_demand,train,development,0.5
125,1i,150.0,9,3.273,6,8.0,False,3,0.0,1.0,8.0,scenario_high_demand,train,development,0.5
130,1i,150.0,9,0.1628,7,19.04,False,5,9.0763,1.0,418.97,scenario_high_demand,train,development,0.5
135,1i,150.0,9,0.0002,9,19.04,False,5,8.9712,1.0,324.93,scenario_high_demand,train,development,0.5
