timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
5,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
10,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
15,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
20,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
25,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
30,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
35,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
40,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
45,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
50,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
55,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
60,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
65,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
70,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
75,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
80,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
85,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
90,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
95,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
100,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
105,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
110,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
115,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
120,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
125,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
130,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
135,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
140,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
145,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
150,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
155,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
160,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
165,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
170,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
175,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
180,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
185,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
190,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
195,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
200,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
205,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
210,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
215,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
220,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
225,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
230,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
235,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
240,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
245,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
250,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
255,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
260,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
265,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
270,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
275,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
280,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
285,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
290,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
295,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
300,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
305,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
310,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
315,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
320,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
325,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
330,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
335,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
340,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
345,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
350,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
355,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
360,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
365,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
370,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
375,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
380,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
385,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
390,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
395,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
400,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
405,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
410,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
415,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
420,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
425,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
430,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
435,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
440,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
445,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
450,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
455,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
460,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
465,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
470,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
475,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
480,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
485,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
490,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
495,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
500,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
505,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
510,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
515,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
520,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
525,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
530,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
535,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
540,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
545,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
550,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
555,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
560,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
565,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
570,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
575,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
580,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
585,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
590,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
595,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
600,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
605,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
610,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
615,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
620,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
625,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
630,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
635,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
640,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
645,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
650,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
655,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
660,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
665,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
670,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
675,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
680,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
685,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
690,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
