timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
5,1i,150.0,0,0.0,0,0.0,False,2,25.1003,377.13,385.79,0.5
10,1i,150.0,0,0.0,0,0.0,False,2,25.7377,242.61,264.87,0.5
15,1i,150.0,3,25.469,0,0.0,False,3,24.9598,110.11,455.81,0.5
20,1i,150.0,3,13.5218,0,0.0,False,3,17.6454,19.58,335.02,0.5
25,1i,150.0,3,0.526,2,1.0,False,3,8.8308,1.0,212.76,0.5
30,1i,150.0,4,5.477,3,1.0,False,4,12.3499,1.0,402.01,0.5
35,1i,150.0,4,2.3532,3,1.0,False,4,9.0725,1.0,266.94,0.5
40,1i,150.0,5,5.2374,4,8.0,False,5,10.2374,1.0,480.3,0.5
45,1i,150.0,5,2.578,4,8.0,False,5,7.3176,1.0,360.39,0.5
50,1i,150.0,2,2.9139,1,1.0,False,3,10.0182,1.0,240.68,0.5
55,1i,150.0,4,18.108,1,1.0,False,3,16.5579,1.0,402.59,0.5
60,1i,150.0,4,10.3308,1,1.0,False,3,12.8327,1.0,269.33,0.5
65,1i,150.0,3,9.4314,1,1.0,False,4,11.9336,1.0,473.26,0.5
70,1i,150.0,3,6.1014,2,5.0,False,4,9.428,1.0,377.8,0.5
75,1i,150.0,2,0.0,2,5.0,False,3,6.3418,1.0,282.4,0.5
80,1i,150.0,0,0.0,0,0.0,False,2,21.526,188.23,431.92,0.5
85,1i,150.0,1,19.3904,0,0.0,False,2,22.016,94.28,311.1,0.5
90,1i,150.0,1,10.6441,0,0.0,False,2,17.6268,14.93,189.93,0.5
95,1i,150.0,3,13.5746,1,1.0,False,2,10.8633,1.0,73.3,0.5
100,1i,150.0,4,7.7728,1,1.0,False,2,3.7394,1.0,6.96,0.5
105,1i,150.0,5,5.4532,3,15.06,False,2,0.0,1.0,1.0,0.5
110,1i,150.0,5,1.4553,4,15.04,False,2,0.0,1.0,1.0,0.5
115,1i,150.0,5,0.0028,5,22.05,False,2,0.0,1.0,1.0,0.5
120,1i,150.0,5,0.0,5,22.04,False,3,8.9337,1.0,376.44,0.5
125,1i,150.0,6,1.8756,5,22.04,False,3,8.8528,1.0,242.76,0.5
130,1i,150.0,7,4.5484,5,22.04,False,4,12.9483,1.0,428.89,0.5
135,1i,150.0,9,4.6534,5,22.04,False,4,9.7081,1.0,295.24,0.5
140,1i,150.0,7,4.7034,3,24.91,False,3,7.0102,1.0,171.89,0.5
145,1i,150.0,5,4.5227,2,8.0,False,3,4.3601,1.0,90.96,0.5
150,1i,150.0,4,3.8848,2,8.0,False,3,2.8254,1.0,42.42,0.5
155,1i,150.0,2,0.0,2,8.0,False,4,11.9527,1.0,456.64,0.5
160,1i,150.0,3,6.1731,2,8.0,False,4,11.7428,1.0,337.05,0.5
165,1i,150.0,3,5.1167,2,8.0,False,4,11.8545,1.0,215.81,0.5
170,1i,150.0,5,14.066,0,0.0,False,4,19.3993,1.44,375.87,0.5
175,1i,150.0,4,7.1355,1,1.0,False,3,16.0839,11.01,240.61,0.5
180,1i,150.0,4,5.7623,3,13.76,False,2,11.5219,13.76,111.79,0.5
185,1i,150.0,4,2.468,3,13.71,False,2,4.936,13.71,36.0,0.5
190,1i,150.0,4,0.0276,3,13.71,False,2,0.0551,13.71,20.72,0.5
195,1i,150.0,4,0.0,4,20.71,False,4,12.2824,13.71,407.79,0.5
200,1i,150.0,5,2.8648,4,20.71,False,4,11.7003,13.71,297.74,0.5
205,1i,150.0,5,1.3652,4,20.71,False,5,13.1119,13.71,456.02,0.5
210,1i,150.0,8,6.1888,4,20.71,False,5,9.714,13.71,363.1,0.5
215,1i,150.0,8,1.7405,5,24.71,False,5,5.6921,10.65,269.31,0.5
220,1i,150.0,8,0.005,8,37.43,False,6,7.1214,5.0,407.24,0.5
225,1i,150.0,9,1.4583,8,37.43,False,6,6.1145,5.0,286.31,0.5
230,1i,150.0,5,2.809,1,1.0,False,6,14.814,11.59,483.3,0.5
235,1i,150.0,4,7.4168,1,1.0,False,5,16.0955,9.14,358.43,0.5
240,1i,150.0,2,5.6579,1,1.0,False,3,20.6474,16.21,236.51,0.5
245,1i,150.0,3,16.1051,1,1.0,False,2,24.1577,88.3,114.73,0.5
250,1i,150.0,4,9.9385,1,1.0,False,2,11.1269,8.34,29.62,0.5
255,1i,150.0,3,3.7855,1,1.0,False,1,0.0203,8.01,8.01,0.5
260,1i,150.0,3,6.3415,1,1.0,False,1,3.6777,2.81,2.81,0.5
265,1i,150.0,2,5.4234,1,1.0,False,0,,,,0.5
270,1i,150.0,3,8.2846,1,1.0,False,1,18.7765,436.88,436.88,0.5
275,1i,150.0,3,3.2987,1,1.0,False,1,18.8173,343.11,343.11,0.5
280,1i,150.0,3,0.073,2,15.04,False,2,23.2555,248.17,483.3,0.5
285,1i,150.0,4,4.5066,3,29.08,False,2,23.2503,153.42,348.29,0.5
290,1i,150.0,6,5.1877,3,29.08,False,2,19.0507,78.62,215.68,0.5
295,1i,150.0,7,4.2686,4,29.08,False,3,13.8689,40.22,434.78,0.5
300,1i,150.0,7,1.0147,6,33.13,False,3,8.8392,33.13,338.62,0.5
