split,scenario,n,baseline_mae,trial7_mae,mae_change_pct,baseline_rmse,trial7_rmse,rmse_change_pct,baseline_r2,trial7_r2,r2_change
TEST,scenario_east_west_heavy,2884,19.596785438747922,20.097266806707506,-2.553895226969226,43.40318422455114,45.08100610808372,-3.865665419505132,0.9419500965062084,0.9373753203017581,-0.004574776204450348
TEST,scenario_south_heavy,2884,17.81688198401324,18.20849452748731,-2.1979858418855676,45.825506035535994,47.49425833684962,-3.6415360040313973,0.934462735213121,0.9296027014722774,-0.004860033740843539
OOD,scenario_burst_demand_OOD,2884,50.45350792779081,50.968281337820265,-1.0202926043640033,89.18941017228035,90.25014126750037,-1.1893016145875255,0.8296995596339779,0.8256246999130775,-0.004074859720900381
OOD,scenario_heavy_vehicle_OOD,2884,39.83222326885275,37.96610920143617,4.684935748680166,59.991429992827136,58.068200916131126,3.205839695646463,0.8555554401468611,0.8646683106530825,0.009112870506221338
OOD,scenario_north_extreme_OOD,2884,10.289431009619484,9.816167239819274,4.599513513990821,27.954660308901484,26.842870026287873,3.977119629887218,0.977981981152114,0.9796985200930485,0.0017165389409344867
OOD,scenario_very_high_demand_OOD,2884,38.45411401236167,38.460404335355406,-0.016357997460850756,59.95712218889996,61.34849189142468,-2.3206078806469277,0.8458904289756828,0.8386548798668123,-0.007235549108870476
TEST,__AGGREGATE__,5768,18.70683371138058,19.15288066709741,-2.384406482672007,44.63078200212983,46.303356717869235,-3.747581020784245,0.9392195242231118,0.9345785667644019,-0.00464095745870996
OOD,__AGGREGATE__,11536,34.75731905465618,34.30274052860778,1.3078641805876121,63.10713528125068,63.24788748456411,-0.22303690808676374,0.9038464164741684,0.9034170221943001,-0.00042939427986832257
