timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
5,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
10,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
15,1i,150.0,2,24.7752,0,0.0,False,0,,,,0.1
20,1i,150.0,3,15.4031,0,0.0,False,0,,,,0.1
25,1i,150.0,3,5.7068,1,1.0,False,0,,,,0.1
30,1i,150.0,3,0.2612,2,1.0,False,0,,,,0.1
35,1i,150.0,5,10.2048,3,1.0,False,0,,,,0.1
40,1i,150.0,6,7.0649,3,1.0,False,0,,,,0.1
45,1i,150.0,6,1.0736,4,8.0,False,0,,,,0.1
50,1i,150.0,2,0.0024,2,5.0,False,0,,,,0.1
55,1i,150.0,4,12.484,2,5.0,False,0,,,,0.1
60,1i,150.0,5,10.5707,2,5.0,False,0,,,,0.1
65,1i,150.0,3,0.1904,2,5.0,False,1,23.767,408.36,408.36,0.1
70,1i,150.0,3,0.0001,3,12.0,False,1,24.0966,286.69,286.69,0.1
75,1i,150.0,4,5.3351,3,12.0,False,1,23.4975,167.45,167.45,0.1
80,1i,150.0,5,10.0448,0,0.0,False,1,16.855,61.08,61.08,0.1
85,1i,150.0,3,8.0264,1,1.0,False,2,12.9744,7.56,418.28,0.1
90,1i,150.0,3,1.2979,2,1.0,False,2,9.6765,1.0,322.05,0.1
95,1i,150.0,4,5.5979,3,1.0,False,2,9.3112,1.0,228.7,0.1
100,1i,150.0,6,7.7259,3,1.0,False,2,9.2661,1.0,134.72,0.1
105,1i,150.0,6,4.2143,4,5.03,False,2,6.3762,1.0,57.25,0.1
110,1i,150.0,6,1.6932,4,5.0,False,2,2.6548,1.0,15.93,0.1
115,1i,150.0,6,0.0074,6,13.71,False,2,0.0202,1.0,8.01,0.1
120,1i,150.0,9,5.6739,6,13.71,False,3,8.3136,1.0,455.36,0.1
125,1i,150.0,9,2.6455,6,13.71,False,3,8.1013,1.0,334.58,0.1
130,1i,150.0,9,0.3879,7,20.71,False,3,7.886,1.0,213.72,0.1
135,1i,150.0,10,2.1495,9,26.42,False,3,7.1589,1.0,97.32,0.1
140,1i,150.0,8,5.9747,3,20.71,False,3,3.0193,1.0,29.36,0.1
145,1i,150.0,5,2.4105,3,20.71,False,2,0.0,1.0,8.0,0.1
