timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.15
5,1i,150.0,0,0.0,0,0.0,False,1,27.2208,375.41,375.41,0.15
10,1i,150.0,0,0.0,0,0.0,False,1,27.0873,241.19,241.19,0.15
15,1i,150.0,2,24.7752,0,0.0,False,1,26.127,107.31,107.31,0.15
20,1i,150.0,3,15.4031,0,0.0,False,1,11.8099,18.43,18.43,0.15
25,1i,150.0,3,5.7068,1,1.0,False,1,0.0,1.0,1.0,0.15
30,1i,150.0,3,0.2612,2,1.0,False,1,0.0,1.0,1.0,0.15
35,1i,150.0,5,10.2048,3,1.0,False,1,0.0,1.0,1.0,0.15
40,1i,150.0,6,7.0649,3,1.0,False,1,0.0,1.0,1.0,0.15
45,1i,150.0,6,1.0736,4,8.0,False,1,0.0,1.0,1.0,0.15
50,1i,150.0,2,0.0024,2,5.0,False,1,0.0,1.0,1.0,0.15
55,1i,150.0,4,12.484,2,5.0,False,1,0.0,1.0,1.0,0.15
60,1i,150.0,5,10.5707,2,5.0,False,1,0.0,1.0,1.0,0.15
65,1i,150.0,3,0.1904,2,5.0,False,2,11.8835,1.0,408.36,0.15
70,1i,150.0,3,0.0001,3,12.0,False,2,12.0483,1.0,286.69,0.15
75,1i,150.0,4,5.3351,3,12.0,False,2,11.7487,1.0,167.45,0.15
80,1i,150.0,5,10.0448,0,0.0,False,1,16.855,61.08,61.08,0.15
85,1i,150.0,3,8.0264,1,1.0,False,2,12.9744,7.56,418.28,0.15
90,1i,150.0,3,1.2979,2,1.0,False,2,9.6765,1.0,322.05,0.15
95,1i,150.0,4,5.5979,3,1.0,False,2,9.3112,1.0,228.7,0.15
100,1i,150.0,6,7.7259,3,1.0,False,2,9.2661,1.0,134.72,0.15
105,1i,150.0,6,4.2143,4,5.03,False,2,6.3762,1.0,57.25,0.15
110,1i,150.0,6,1.6932,4,5.0,False,2,2.6548,1.0,15.93,0.15
115,1i,150.0,6,0.0074,6,13.71,False,2,0.0202,1.0,8.01,0.15
120,1i,150.0,9,5.6739,6,13.71,False,3,8.3136,1.0,455.36,0.15
125,1i,150.0,9,2.6455,6,13.71,False,3,8.1013,1.0,334.58,0.15
130,1i,150.0,9,0.3879,7,20.71,False,3,7.886,1.0,213.72,0.15
135,1i,150.0,10,2.1495,9,26.42,False,3,7.1589,1.0,97.32,0.15
140,1i,150.0,8,5.9747,3,20.71,False,3,3.0193,1.0,29.36,0.15
145,1i,150.0,5,2.4105,3,20.71,False,2,0.0,1.0,8.0,0.15
150,1i,150.0,4,0.0,4,24.71,False,2,0.0,1.0,8.0,0.15
155,1i,150.0,5,4.173,4,24.71,False,2,0.0,1.0,8.0,0.15
160,1i,150.0,7,8.3723,4,24.71,False,2,0.0,1.0,8.0,0.15
165,1i,150.0,6,1.9402,4,24.71,False,2,0.0,1.0,8.0,0.15
170,1i,150.0,5,0.6867,4,28.72,False,1,2.6439,4.17,4.17,0.15
175,1i,150.0,5,6.1069,1,1.0,False,0,,,,0.15
180,1i,150.0,6,4.9793,4,9.06,False,0,,,,0.15
185,1i,150.0,7,2.8527,5,9.0,False,0,,,,0.15
190,1i,150.0,7,1.0344,6,16.0,False,0,,,,0.15
195,1i,150.0,8,2.4117,6,16.0,False,0,,,,0.15
200,1i,150.0,9,2.8818,7,16.0,False,1,27.3485,428.8,428.8,0.15
205,1i,150.0,10,1.8949,8,16.0,False,1,26.5242,293.85,293.85,0.15
210,1i,150.0,10,0.5945,9,23.01,False,1,26.3109,160.06,160.06,0.15
215,1i,150.0,11,1.3233,9,23.01,False,1,14.4052,60.03,60.03,0.15
