timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
5,1i,150.0,0,0.0,0,0.0,False,1,27.2208,375.41,375.41,0.25
10,1i,150.0,0,0.0,0,0.0,False,1,27.0873,241.19,241.19,0.25
15,1i,150.0,2,24.7752,0,0.0,False,1,26.127,107.31,107.31,0.25
20,1i,150.0,3,15.4031,0,0.0,False,1,11.8099,18.43,18.43,0.25
25,1i,150.0,3,5.7068,1,1.0,False,1,0.0,1.0,1.0,0.25
30,1i,150.0,3,0.2612,2,1.0,False,1,0.0,1.0,1.0,0.25
35,1i,150.0,5,10.2048,3,1.0,False,1,0.0,1.0,1.0,0.25
40,1i,150.0,6,7.0649,3,1.0,False,1,0.0,1.0,1.0,0.25
45,1i,150.0,6,1.0736,4,8.0,False,1,0.0,1.0,1.0,0.25
50,1i,150.0,2,0.0024,2,5.0,False,1,0.0,1.0,1.0,0.25
55,1i,150.0,4,12.484,2,5.0,False,1,0.0,1.0,1.0,0.25
60,1i,150.0,5,10.5707,2,5.0,False,1,0.0,1.0,1.0,0.25
65,1i,150.0,3,0.1904,2,5.0,False,2,11.8835,1.0,408.36,0.25
70,1i,150.0,3,0.0001,3,12.0,False,2,12.0483,1.0,286.69,0.25
75,1i,150.0,4,5.3351,3,12.0,False,2,11.7487,1.0,167.45,0.25
80,1i,150.0,5,10.0448,0,0.0,False,1,16.855,61.08,61.08,0.25
85,1i,150.0,3,8.0264,1,1.0,False,2,12.9744,7.56,418.28,0.25
90,1i,150.0,3,1.2979,2,1.0,False,2,9.6765,1.0,322.05,0.25
95,1i,150.0,4,5.5979,3,1.0,False,2,9.3112,1.0,228.7,0.25
100,1i,150.0,6,7.7259,3,1.0,False,2,9.2661,1.0,134.72,0.25
105,1i,150.0,6,4.2143,4,5.03,False,2,6.3762,1.0,57.25,0.25
110,1i,150.0,6,1.6932,4,5.0,False,2,2.6548,1.0,15.93,0.25
115,1i,150.0,6,0.0074,6,13.71,False,2,0.0202,1.0,8.01,0.25
120,1i,150.0,9,5.6739,6,13.71,False,3,8.3136,1.0,455.36,0.25
125,1i,150.0,9,2.6455,6,13.71,False,4,12.6266,1.0,429.4,0.25
130,1i,150.0,9,0.3879,7,20.71,False,4,12.736,1.0,293.24,0.25
135,1i,150.0,10,2.1495,9,26.42,False,4,12.0728,1.0,158.28,0.25
140,1i,150.0,8,5.9747,3,20.71,False,4,5.8719,1.0,58.13,0.25
145,1i,150.0,5,2.4105,3,20.71,False,5,9.821,1.0,432.48,0.25
150,1i,150.0,4,0.0,4,24.71,False,5,9.6423,1.0,311.51,0.25
155,1i,150.0,5,4.173,4,24.71,False,5,9.7324,1.0,191.15,0.25
160,1i,150.0,7,8.3723,4,24.71,False,6,10.6315,1.0,433.26,0.25
165,1i,150.0,6,1.9402,4,24.71,False,6,5.9659,1.0,312.04,0.25
170,1i,150.0,5,0.6867,4,28.72,False,5,5.3671,1.0,193.19,0.25
175,1i,150.0,5,6.1069,1,1.0,False,4,6.9356,1.0,83.63,0.25
180,1i,150.0,6,4.9793,4,9.06,False,4,2.5627,1.0,13.61,0.25
185,1i,150.0,7,2.8527,5,9.0,False,4,0.004,1.0,9.0,0.25
190,1i,150.0,7,1.0344,6,16.0,False,4,0.0,1.0,9.0,0.25
195,1i,150.0,8,2.4117,6,16.0,False,4,0.0,1.0,9.0,0.25
200,1i,150.0,9,2.8818,7,16.0,False,5,5.4697,1.0,428.8,0.25
205,1i,150.0,10,1.8949,8,16.0,False,5,5.3048,1.0,293.85,0.25
210,1i,150.0,10,0.5945,9,23.01,False,5,5.2622,1.0,160.06,0.25
215,1i,150.0,11,1.3233,9,23.01,False,5,2.881,1.0,60.03,0.25
220,1i,150.0,13,3.0375,10,23.01,False,6,4.518,1.0,408.34,0.25
225,1i,150.0,13,0.8092,11,23.01,False,6,4.0553,1.0,285.55,0.25
230,1i,150.0,9,1.6619,6,30.02,False,4,7.6567,2.24,165.16,0.25
235,1i,150.0,7,2.0884,6,30.01,False,3,4.8729,5.0,65.1,0.25
240,1i,150.0,6,0.0,6,30.01,False,2,0.0,5.0,9.0,0.25
245,1i,150.0,8,3.6113,6,30.01,False,2,0.0,5.0,9.0,0.25
250,1i,150.0,9,4.4515,6,30.01,False,2,0.0,5.0,9.0,0.25
255,1i,150.0,9,1.667,8,34.05,False,2,0.0,5.0,9.0,0.25
260,1i,150.0,8,3.2645,5,34.01,False,1,1.9468,7.06,7.06,0.25
265,1i,150.0,8,3.4172,3,32.55,False,0,,,,0.25
270,1i,150.0,8,1.2149,6,15.39,False,0,,,,0.25
275,1i,150.0,9,2.095,7,19.01,False,0,,,,0.25
280,1i,150.0,10,2.9413,8,31.87,False,0,,,,0.25
285,1i,150.0,11,2.3915,8,31.72,False,2,21.4237,455.69,456.35,0.25
290,1i,150.0,12,2.5262,9,45.76,False,2,21.1489,335.91,361.55,0.25
295,1i,150.0,12,1.0086,10,45.76,False,2,21.6914,215.98,268.32,0.25
300,1i,150.0,13,1.4474,11,45.76,False,3,18.1498,106.78,400.79,0.25
305,1i,150.0,14,1.3011,12,45.76,False,4,16.2416,56.5,483.3,0.25
310,1i,150.0,14,0.4578,13,52.76,False,4,13.0549,46.83,349.53,0.25
315,1i,150.0,15,1.2545,13,52.76,False,4,11.0863,32.02,217.35,0.25
320,1i,150.0,14,4.0222,8,52.76,False,4,7.4231,30.46,108.19,0.25
325,1i,150.0,11,2.4414,7,52.76,False,4,5.1983,16.21,52.76,0.25
330,1i,150.0,9,0.668,8,59.77,False,2,2.9886,11.94,52.76,0.25
335,1i,150.0,9,1.8207,8,59.76,False,2,13.885,52.76,483.3,0.25
340,1i,150.0,11,5.0791,8,59.76,False,2,13.4269,52.76,348.32,0.25
345,1i,150.0,10,1.1761,8,59.76,False,3,17.3858,52.76,480.3,0.25
350,1i,150.0,10,1.9501,8,66.76,False,3,13.1476,52.76,360.22,0.25
355,1i,150.0,8,2.9017,4,66.76,False,3,12.8034,28.13,239.61,0.25
360,1i,150.0,9,3.8326,2,1.0,False,3,9.0822,1.0,119.18,0.25
365,1i,150.0,10,2.6046,6,34.83,False,4,8.0007,1.0,474.59,0.25
370,1i,150.0,10,0.8297,8,48.77,False,4,4.8301,1.0,379.37,0.25
375,1i,150.0,11,1.7451,9,48.76,False,4,4.7208,1.0,286.04,0.25
380,1i,150.0,12,2.3919,10,52.79,False,4,4.7226,1.0,191.28,0.25
385,1i,150.0,13,1.8744,10,52.76,False,5,8.8484,1.0,483.3,0.25
390,1i,150.0,14,1.7924,12,66.8,False,5,7.1972,1.0,349.4,0.25
395,1i,150.0,14,0.9016,12,66.8,False,5,5.9339,1.0,214.0,0.25
400,1i,150.0,16,2.4218,13,66.8,False,5,4.0326,1.0,93.0,0.25
405,1i,150.0,16,0.7362,14,66.8,False,5,1.4023,1.0,34.75,0.25
410,1i,150.0,13,2.298,9,73.8,False,3,2.5228,3.16,34.75,0.25
415,1i,150.0,10,1.7091,9,73.8,False,1,0.0,34.75,34.75,0.25
420,1i,150.0,11,4.2433,9,73.8,False,1,0.0,34.75,34.75,0.25
425,1i,150.0,11,1.7941,9,73.8,False,1,0.0,34.75,34.75,0.25
430,1i,150.0,11,1.3045,10,80.8,False,1,0.0,34.75,34.75,0.25
435,1i,150.0,11,0.8645,10,80.8,False,2,9.3127,34.75,437.02,0.25
440,1i,150.0,12,3.6553,9,80.8,False,2,9.6598,34.75,343.57,0.25
445,1i,150.0,11,2.8849,5,80.8,False,2,10.9677,24.58,248.41,0.25
450,1i,150.0,11,1.584,4,86.75,False,2,9.9425,8.86,156.97,0.25
455,1i,150.0,12,2.2474,5,15.05,False,2,7.1955,8.0,76.79,0.25
460,1i,150.0,13,2.7973,8,40.18,False,2,3.988,8.0,23.31,0.25
465,1i,150.0,15,3.0312,11,61.14,False,2,0.3493,5.04,8.0,0.25
470,1i,150.0,15,1.1548,13,65.22,False,3,9.0119,5.0,377.81,0.25
475,1i,150.0,15,0.1644,14,65.05,False,3,8.9189,5.0,243.94,0.25
