timestamp,approach_edge,true_queue_length_m,true_queue_beyond_camera
0,1i,0.0,False
0,2i,0.0,False
0,3i,0.0,False
0,4i,0.0,False
5,1i,0.0,False
5,2i,0.0,False
5,3i,0.0,False
5,4i,0.0,False
10,1i,0.0,False
10,2i,0.0,False
10,3i,0.0,False
10,4i,0.0,False
15,1i,0.0,False
15,2i,0.0,False
15,3i,0.0,False
15,4i,0.0,False
20,1i,0.0,False
20,2i,0.0,False
20,3i,0.0,False
20,4i,0.0,False
25,1i,1.0,False
25,2i,1.0,False
25,3i,1.0,False
25,4i,1.0,False
30,1i,1.0,False
30,2i,1.0,False
30,3i,1.0,False
30,4i,1.0,False
35,1i,1.0,False
35,2i,1.0,False
35,3i,0.0,False
35,4i,0.0,False
40,1i,1.0,False
40,2i,1.0,False
40,3i,0.0,False
40,4i,0.0,False
45,1i,8.0,False
45,2i,1.0,False
45,3i,1.0,False
45,4i,0.0,False
50,1i,5.0,False
50,2i,5.01,False
50,3i,1.0,False
50,4i,1.0,False
55,1i,5.0,False
55,2i,5.0,False
55,3i,1.0,False
55,4i,1.0,False
60,1i,5.0,False
60,2i,5.0,False
60,3i,1.0,False
60,4i,1.0,False
65,1i,5.0,False
65,2i,5.0,False
65,3i,1.0,False
65,4i,5.01,False
70,1i,12.0,False
70,2i,5.0,False
70,3i,13.71,False
70,4i,5.0,False
75,1i,12.0,False
75,2i,5.0,False
75,3i,13.71,False
75,4i,13.72,False
80,1i,0.0,False
80,2i,0.0,False
80,3i,13.71,False
80,4i,13.71,False
85,1i,1.0,False
85,2i,1.0,False
85,3i,13.71,False
85,4i,13.71,False
90,1i,1.0,False
90,2i,15.06,False
90,3i,20.72,False
90,4i,26.42,False
95,1i,1.0,False
95,2i,15.04,False
95,3i,20.71,False
95,4i,8.0,False
100,1i,1.0,False
100,2i,15.04,False
100,3i,20.71,False
100,4i,8.0,False
105,1i,5.03,False
105,2i,15.04,False
105,3i,20.71,False
105,4i,8.0,False
110,1i,5.0,False
110,2i,15.04,False
110,3i,20.71,False
110,4i,12.0,False
115,1i,13.71,False
115,2i,19.07,False
115,3i,27.72,False
115,4i,12.0,False
120,1i,13.71,False
120,2i,19.04,False
120,3i,27.71,False
120,4i,12.0,False
125,1i,13.71,False
125,2i,19.04,False
125,3i,27.71,False
125,4i,0.0,False
130,1i,20.71,False
130,2i,31.76,False
130,3i,1.0,False
130,4i,1.0,False
135,1i,26.42,False
135,2i,31.75,False
135,3i,8.22,False
135,4i,1.0,False
140,1i,20.71,False
140,2i,31.75,False
140,3i,20.72,False
140,4i,1.0,False
145,1i,20.71,False
145,2i,31.75,False
145,3i,20.71,False
145,4i,8.01,False
150,1i,24.71,False
150,2i,38.76,False
150,3i,27.71,False
150,4i,8.0,False
155,1i,24.71,False
155,2i,38.76,False
155,3i,27.71,False
155,4i,8.0,False
160,1i,24.71,False
160,2i,38.76,False
160,3i,27.71,False
160,4i,8.0,False
165,1i,24.71,False
165,2i,38.76,False
165,3i,27.71,False
165,4i,12.0,False
170,1i,28.72,False
170,2i,42.76,False
170,3i,34.72,False
170,4i,19.04,False
175,1i,1.0,False
175,2i,1.0,False
175,3i,34.72,False
175,4i,19.04,False
180,1i,9.06,False
180,2i,17.22,False
180,3i,34.72,False
180,4i,19.04,False
185,1i,9.0,False
185,2i,28.12,False
185,3i,34.72,False
185,4i,12.0,False
190,1i,16.0,False
190,2i,28.09,False
190,3i,38.72,False
190,4i,12.0,False
195,1i,16.0,False
195,2i,32.09,False
195,3i,38.72,False
195,4i,16.04,False
200,1i,16.0,False
200,2i,32.09,False
200,3i,38.72,False
200,4i,16.0,False
205,1i,16.0,False
205,2i,32.09,False
205,3i,38.72,False
205,4i,16.0,False
210,1i,23.01,False
210,2i,44.8,False
210,3i,45.72,False
210,4i,28.72,False
215,1i,23.01,False
215,2i,44.8,False
215,3i,45.72,False
215,4i,28.72,False
220,1i,23.01,False
220,2i,44.8,False
220,3i,1.0,False
220,4i,0.0,False
225,1i,23.01,False
225,2i,44.8,False
225,3i,1.03,False
225,4i,13.79,False
230,1i,30.02,False
230,2i,48.81,False
230,3i,19.03,False
230,4i,13.71,False
235,1i,30.01,False
235,2i,48.8,False
235,3i,23.01,False
235,4i,13.71,False
240,1i,30.01,False
240,2i,48.8,False
240,3i,23.01,False
240,4i,17.72,False
245,1i,30.01,False
245,2i,48.8,False
245,3i,23.01,False
245,4i,17.71,False
250,1i,30.01,False
250,2i,55.8,False
250,3i,23.01,False
250,4i,30.42,False
255,1i,34.05,False
255,2i,55.8,False
255,3i,30.07,False
255,4i,30.42,False
260,1i,34.01,False
260,2i,55.8,False
260,3i,30.01,False
260,4i,30.42,False
265,1i,32.55,False
265,2i,55.8,False
265,3i,30.01,False
265,4i,30.42,False
270,1i,15.39,False
270,2i,12.06,False
270,3i,30.01,False
270,4i,34.43,False
275,1i,19.01,False
275,2i,32.97,False
275,3i,42.78,False
275,4i,34.43,False
280,1i,31.87,False
280,2i,46.76,False
280,3i,42.72,False
280,4i,34.43,False
285,1i,31.72,False
285,2i,46.72,False
285,3i,42.72,False
285,4i,34.43,False
290,1i,45.76,False
290,2i,59.43,False
290,3i,55.43,False
290,4i,38.43,False
295,1i,45.76,False
295,2i,59.43,False
295,3i,55.43,False
295,4i,38.43,False
300,1i,45.76,False
300,2i,59.43,False
300,3i,55.43,False
300,4i,38.43,False
305,1i,45.76,False
305,2i,59.43,False
305,3i,55.43,False
305,4i,38.43,False
310,1i,52.76,False
310,2i,66.43,False
310,3i,55.37,False
310,4i,41.22,False
315,1i,52.76,False
315,2i,66.43,False
315,3i,5.07,False
315,4i,17.72,False
320,1i,52.76,False
320,2i,66.43,False
320,3i,24.76,False
320,4i,25.72,False
325,1i,52.76,False
325,2i,66.43,False
325,3i,44.44,False
325,4i,25.72,False
330,1i,59.77,False
330,2i,73.43,False
330,3i,57.14,False
330,4i,25.72,False
335,1i,59.76,False
335,2i,73.43,False
335,3i,57.14,False
