timestamp,approach_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m
0,1i,0,,,
0,2i,0,,,
0,3i,0,,,
0,4i,0,,,
5,1i,2,27.0433,373.25,377.09
5,2i,0,,,
5,3i,2,24.1578,384.06,386.12
5,4i,3,23.3995,377.31,398.75
10,1i,2,26.8255,239.16,242.71
10,2i,0,,,
10,3i,2,23.5907,264.48,267.92
10,4i,3,23.1369,242.21,306.62
15,1i,2,25.1352,107.21,110.6
15,2i,0,,,
15,3i,2,24.257,142.71,145.96
15,4i,4,24.427,108.17,483.3
20,1i,2,12.1744,18.81,20.65
20,2i,1,26.3132,375.29,375.29
20,3i,4,21.0698,37.4,383.1
20,4i,5,18.6198,18.69,399.03
25,1i,2,0.0,1.0,1.0
25,2i,1,27.3632,240.36,240.36
25,3i,2,25.7905,240.2,262.55
25,4i,4,15.0213,1.0,304.72
30,1i,4,13.885,1.0,483.3
30,2i,1,24.8991,106.09,106.09
30,3i,4,25.5448,108.58,483.3
30,4i,5,12.3038,1.0,474.59
35,1i,4,10.8361,1.0,377.29
35,2i,1,10.9501,23.5,23.5
35,3i,4,19.5969,22.89,361.58
35,4i,4,11.8344,1.0,380.6
40,1i,4,11.0369,1.0,287.68
40,2i,1,0.409,5.03,5.03
40,3i,3,17.7306,1.3,239.36
40,4i,4,8.2089,1.0,286.56
45,1i,5,13.2757,1.0,483.3
45,2i,4,19.7618,5.0,483.3
45,3i,5,17.7225,1.0,480.3
45,4i,7,12.9806,1.0,483.3
50,1i,3,17.0554,22.33,348.87
50,2i,4,19.3136,5.0,358.3
50,3i,5,12.2771,1.0,381.77
50,4i,7,12.1846,1.0,376.87
55,1i,3,14.2324,12.05,214.86
55,2i,4,19.1015,5.0,238.39
55,3i,5,8.5979,1.0,286.53
55,4i,7,10.919,1.0,280.93
60,1i,3,15.8762,12.0,402.36
60,2i,5,17.6359,5.0,402.51
60,3i,6,10.5677,1.0,453.89
60,4i,8,9.5441,1.0,454.07
65,1i,3,11.5311,12.0,268.06
65,2i,4,12.7632,5.0,268.23
65,3i,6,8.0423,1.0,358.4
65,4i,8,5.601,1.0,358.09
70,1i,3,8.7931,12.0,135.29
70,2i,3,8.9584,5.0,135.13
70,3i,6,4.8027,1.0,262.44
70,4i,8,3.5102,1.0,262.38
75,1i,4,10.76,12.0,427.96
75,2i,3,5.0244,5.0,40.9
75,3i,8,8.4777,1.0,432.09
75,4i,10,7.0424,1.0,431.37
80,1i,4,7.7329,1.0,293.57
80,2i,2,1.3673,1.09,13.0
80,3i,8,7.6222,1.0,312.57
80,4i,10,6.1554,1.0,311.99
85,1i,3,9.8651,1.0,157.31
85,2i,3,9.2567,0.13,483.3
85,3i,8,7.0176,1.0,192.21
85,4i,11,7.5997,1.0,483.3
90,1i,4,8.6264,1.0,435.31
90,2i,4,13.611,0.13,429.65
90,3i,9,6.2808,1.0,437.63
90,4i,13,8.5953,1.0,433.05
95,1i,4,5.8385,1.0,338.89
95,2i,4,13.7231,0.13,296.05
95,3i,6,5.6467,3.56,344.51
95,4i,11,8.7785,1.0,310.83
100,1i,5,8.5357,1.0,456.69
100,2i,4,11.846,0.13,160.45
100,3i,5,5.1401,5.0,251.33
100,4i,10,10.6928,1.0,456.16
105,1i,5,8.0616,1.0,336.17
105,2i,5,8.4841,0.13,418.32
105,3i,5,8.6957,5.0,407.78
105,4i,8,9.1963,1.0,322.68
110,1i,5,7.3042,1.0,215.56
110,2i,5,4.3967,0.13,325.62
110,3i,5,8.1604,5.0,287.7
110,4i,7,5.6212,0.48,187.05
115,1i,5,5.0511,1.0,107.77
115,2i,6,6.3913,0.13,434.99
115,3i,5,6.703,2.48,168.91
115,4i,7,5.5612,1.0,431.99
120,1i,5,2.7924,1.0,33.56
120,2i,6,6.2185,0.13,339.5
120,3i,5,8.5797,5.0,384.64
120,4i,8,7.5596,1.0,376.81
125,1i,5,0.0275,1.0,19.0
125,2i,6,5.1217,0.13,244.61
125,3i,4,7.8712,4.94,264.54
125,4i,7,7.25,1.02,242.47
130,1i,6,4.4813,1.0,401.96
130,2i,6,3.3982,0.13,156.86
130,3i,5,10.9408,1.0,403.52
130,4i,8,9.5293,1.0,402.38
135,1i,8,8.983,1.0,400.0
135,2i,7,5.0083,0.13,384.42
135,3i,6,11.4332,1.0,378.49
135,4i,10,9.1654,1.0,398.27
140,1i,6,12.2517,1.0,305.13
140,2i,6,5.6178,0.13,274.17
140,3i,6,8.6389,1.0,244.34
140,4i,10,6.5561,1.0,304.89
145,1i,7,15.6402,1.0,483.3
145,2i,8,12.13,0.13,483.3
