timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.5
5,1i,150.0,0,0.0,0,0.0,False,2,27.0433,373.25,377.09,scenario_very_high_demand_OOD,ood,ood,0.5
10,1i,150.0,0,0.0,0,0.0,False,2,26.8255,239.16,242.71,scenario_very_high_demand_OOD,ood,ood,0.5
15,1i,150.0,3,25.3402,0,0.0,False,2,25.1352,107.21,110.6,scenario_very_high_demand_OOD,ood,ood,0.5
20,1i,150.0,3,12.2903,0,0.0,False,2,12.1744,18.81,20.65,scenario_very_high_demand_OOD,ood,ood,0.5
25,1i,150.0,3,0.0,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.5
30,1i,150.0,5,9.7895,3,1.0,False,4,13.885,1.0,483.3,scenario_very_high_demand_OOD,ood,ood,0.5
35,1i,150.0,6,7.0337,3,1.0,False,4,10.8361,1.0,377.29,scenario_very_high_demand_OOD,ood,ood,0.5
40,1i,150.0,6,2.0469,3,1.0,False,4,11.0369,1.0,287.68,scenario_very_high_demand_OOD,ood,ood,0.5
45,1i,150.0,7,3.9133,5,5.0,False,5,13.2757,1.0,483.3,scenario_very_high_demand_OOD,ood,ood,0.5
50,1i,150.0,5,7.501,2,5.0,False,3,17.0554,22.33,348.87,scenario_very_high_demand_OOD,ood,ood,0.5
55,1i,150.0,5,6.3907,3,12.05,False,3,14.2324,12.05,214.86,scenario_very_high_demand_OOD,ood,ood,0.5
60,1i,150.0,6,10.4284,3,12.0,False,3,15.8762,12.0,402.36,scenario_very_high_demand_OOD,ood,ood,0.5
65,1i,150.0,5,4.5609,3,12.0,False,3,11.5311,12.0,268.06,scenario_very_high_demand_OOD,ood,ood,0.5
70,1i,150.0,5,5.2758,4,16.0,False,3,8.7931,12.0,135.29,scenario_very_high_demand_OOD,ood,ood,0.5
75,1i,150.0,7,7.9067,4,16.0,False,4,10.76,12.0,427.96,scenario_very_high_demand_OOD,ood,ood,0.5
80,1i,150.0,5,3.9586,1,16.0,False,4,7.7329,1.0,293.57,scenario_very_high_demand_OOD,ood,ood,0.5
85,1i,150.0,5,6.3343,2,1.01,False,3,9.8651,1.0,157.31,scenario_very_high_demand_OOD,ood,ood,0.5
90,1i,150.0,7,6.7868,4,5.07,False,4,8.6264,1.0,435.31,scenario_very_high_demand_OOD,ood,ood,0.5
95,1i,150.0,7,1.5561,4,5.0,False,4,5.8385,1.0,338.89,scenario_very_high_demand_OOD,ood,ood,0.5
100,1i,150.0,8,2.6471,7,12.01,False,5,8.5357,1.0,456.69,scenario_very_high_demand_OOD,ood,ood,0.5
105,1i,150.0,8,1.044,7,12.0,False,5,8.0616,1.0,336.17,scenario_very_high_demand_OOD,ood,ood,0.5
110,1i,150.0,10,2.3754,8,12.0,False,5,7.3042,1.0,215.56,scenario_very_high_demand_OOD,ood,ood,0.5
115,1i,150.0,12,4.6441,8,12.0,False,5,5.0511,1.0,107.77,scenario_very_high_demand_OOD,ood,ood,0.5
120,1i,150.0,13,3.4638,8,12.0,False,5,2.7924,1.0,33.56,scenario_very_high_demand_OOD,ood,ood,0.5
125,1i,150.0,13,0.4929,10,19.0,False,5,0.0275,1.0,19.0,scenario_very_high_demand_OOD,ood,ood,0.5
130,1i,150.0,15,2.595,13,33.05,False,6,4.4813,1.0,401.96,scenario_very_high_demand_OOD,ood,ood,0.5
135,1i,150.0,16,1.8207,13,33.05,False,8,8.983,1.0,400.0,scenario_very_high_demand_OOD,ood,ood,0.5
140,1i,150.0,12,3.5648,7,37.05,False,6,12.2517,1.0,305.13,scenario_very_high_demand_OOD,ood,ood,0.5
145,1i,150.0,9,4.7501,6,37.05,False,7,15.6402,1.0,483.3,scenario_very_high_demand_OOD,ood,ood,0.5
150,1i,150.0,8,3.5268,6,37.05,False,6,13.5858,1.0,349.4,scenario_very_high_demand_OOD,ood,ood,0.5
155,1i,150.0,8,3.4895,6,37.05,False,5,10.8129,1.0,216.19,scenario_very_high_demand_OOD,ood,ood,0.5
160,1i,150.0,10,5.631,6,37.05,False,5,7.2031,1.0,106.01,scenario_very_high_demand_OOD,ood,ood,0.5
165,1i,150.0,10,1.9739,7,41.05,False,5,1.551,1.0,57.32,scenario_very_high_demand_OOD,ood,ood,0.5
170,1i,150.0,10,2.4753,7,53.77,False,5,5.282,1.0,456.9,scenario_very_high_demand_OOD,ood,ood,0.5
175,1i,150.0,9,4.2484,4,53.58,False,6,9.4401,1.0,456.1,scenario_very_high_demand_OOD,ood,ood,0.5
180,1i,150.0,10,2.7606,4,15.05,False,6,9.578,1.0,334.81,scenario_very_high_demand_OOD,ood,ood,0.5
185,1i,150.0,11,2.3768,7,23.08,False,7,9.4626,1.0,429.3,scenario_very_high_demand_OOD,ood,ood,0.5
190,1i,150.0,13,3.9816,9,39.76,False,7,7.8232,1.0,292.79,scenario_very_high_demand_OOD,ood,ood,0.5
195,1i,150.0,13,1.1244,11,39.76,False,7,5.0109,1.0,159.46,scenario_very_high_demand_OOD,ood,ood,0.5
200,1i,150.0,14,1.2728,12,43.81,False,8,5.1602,1.0,407.11,scenario_very_high_demand_OOD,ood,ood,0.5
205,1i,150.0,16,1.9976,13,43.76,False,8,3.5081,1.0,286.98,scenario_very_high_demand_OOD,ood,ood,0.5
210,1i,150.0,16,0.1214,15,50.97,False,8,2.9563,1.0,166.13,scenario_very_high_demand_OOD,ood,ood,0.5
