timestamp,approach_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m
0,1i,0,,,
0,2i,0,,,
0,3i,0,,,
0,4i,0,,,
5,1i,2,27.0433,373.25,377.09
5,2i,0,,,
5,3i,1,23.6298,386.12,386.12
5,4i,1,18.6261,398.75,398.75
10,1i,2,26.8255,239.16,242.71
10,2i,0,,,
10,3i,1,23.3913,267.92,267.92
10,4i,1,18.405,306.62,306.62
15,1i,2,25.1352,107.21,110.6
15,2i,0,,,
15,3i,1,23.6767,145.96,145.96
15,4i,1,19.0028,211.39,211.39
20,1i,2,12.1744,18.81,20.65
20,2i,1,26.3132,375.29,375.29
20,3i,1,16.322,41.05,41.05
20,4i,2,19.1008,118.08,399.03
25,1i,2,0.0,1.0,1.0
25,2i,1,27.3632,240.36,240.36
25,3i,0,,,
25,4i,2,16.7073,34.33,304.72
30,1i,2,0.0,1.0,1.0
30,2i,1,24.8991,106.09,106.09
30,3i,0,,,
30,4i,2,9.6242,1.0,210.03
35,1i,2,0.0,1.0,1.0
35,2i,1,10.9501,23.5,23.5
35,3i,0,,,
35,4i,2,9.4863,1.0,115.42
40,1i,2,0.0,1.0,1.0
40,2i,1,0.409,5.03,5.03
40,3i,0,,,
40,4i,2,7.2531,1.0,29.03
45,1i,2,0.0,1.0,1.0
45,2i,2,13.885,5.0,483.3
45,3i,0,,,
45,4i,2,0.0,1.0,1.0
50,1i,0,,,
50,2i,2,13.0419,5.0,349.45
50,3i,0,,,
50,4i,2,0.0,1.0,1.0
55,1i,0,,,
55,2i,2,13.2595,5.0,216.6
55,3i,0,,,
55,4i,2,0.0,1.0,1.0
60,1i,0,,,
60,2i,2,10.7798,5.0,89.52
60,3i,1,19.3658,453.89,453.89
60,4i,2,0.0,1.0,1.0
65,1i,0,,,
65,2i,2,5.7309,5.0,10.03
65,3i,1,19.1133,358.4,358.4
65,4i,2,0.0,1.0,1.0
70,1i,0,,,
70,2i,1,0.0,5.0,5.0
70,3i,1,19.0146,262.44,262.44
70,4i,2,0.0,1.0,1.0
75,1i,1,27.6603,427.96,427.96
75,2i,1,0.0,5.0,5.0
75,3i,2,20.9137,170.54,430.59
75,4i,2,0.0,1.0,1.0
80,1i,1,27.3633,293.57,293.57
80,2i,0,,,
80,3i,2,18.3142,98.22,309.36
80,4i,2,0.0,1.0,1.0
85,1i,1,27.6622,157.31,157.31
85,2i,0,,,
85,3i,2,16.2231,48.3,187.97
85,4i,2,0.0,1.0,1.0
90,1i,1,15.6323,52.42,52.42
90,2i,0,,,
90,3i,2,10.1716,19.17,85.5
90,4i,2,0.0,1.0,1.0
95,1i,1,4.0323,6.35,6.35
95,2i,0,,,
95,3i,2,2.9027,12.04,31.88
95,4i,1,0.0,1.0,1.0
100,1i,2,11.8031,5.0,456.69
100,2i,0,,,
100,3i,2,3.4251,8.93,12.0
100,4i,2,13.5721,1.0,456.16
105,1i,2,12.1653,5.0,336.17
105,2i,0,,,
105,3i,2,12.3179,12.0,407.78
105,4i,2,13.2766,1.0,322.68
110,1i,2,12.4419,5.0,215.56
110,2i,0,,,
110,3i,2,11.8363,12.0,287.7
110,4i,2,13.6644,1.0,187.05
115,1i,2,9.0591,5.0,107.77
115,2i,1,19.3614,434.99,434.99
115,3i,2,11.8386,12.0,168.91
115,4i,2,7.222,1.0,87.02
120,1i,2,5.6108,5.0,33.56
120,2i,1,18.8497,339.5,339.5
120,3i,2,9.2246,12.0,64.29
120,4i,2,5.2902,1.0,17.03
125,1i,2,0.0688,5.0,13.02
125,2i,1,18.8623,244.61,244.61
125,3i,2,3.5886,4.94,11.3
125,4i,1,0.0354,1.02,1.02
130,1i,2,0.0,5.0,13.0
130,2i,1,15.9753,156.86,156.86
130,3i,2,0.216,1.0,1.0
130,4i,1,0.0002,1.0,1.0
135,1i,2,0.0,5.0,13.0
135,2i,1,11.6724,90.09,90.09
135,3i,2,0.0,1.0,1.0
135,4i,1,0.0,1.0,1.0
140,1i,1,3.4441,8.54,8.54
140,2i,1,7.1724,45.23,45.23
140,3i,2,0.0,1.0,1.0
140,4i,1,0.0,1.0,1.0
145,1i,0,,,
145,2i,1,8.1903,10.35,10.35
145,3i,2,0.0,1.0,1.0
145,4i,1,0.0,1.0,1.0
150,1i,0,,,
150,2i,0,,,
150,3i,2,0.0,1.0,1.0
150,4i,1,0.0,1.0,1.0
155,1i,0,,,
155,2i,0,,,
155,3i,2,0.0,1.0,1.0
155,4i,1,0.0,1.0,1.0
160,1i,0,,,
160,2i,0,,,
160,3i,2,0.0,1.0,1.0
160,4i,1,0.0,1.0,1.0
165,1i,0,,,
