timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.15
5,1i,150.0,0,0.0,0,0.0,False,1,19.3056,399.64,399.64,0.15
10,1i,150.0,0,0.0,0,0.0,False,1,18.642,304.62,304.62,0.15
15,1i,150.0,0,0.0,0,0.0,False,1,18.7404,210.15,210.15,0.15
20,1i,150.0,3,18.672,0,0.0,False,1,19.1425,116.61,116.61,0.15
25,1i,150.0,3,14.6274,0,0.0,False,1,14.4649,28.86,28.86,0.15
30,1i,150.0,3,0.0,0,0.0,False,1,0.0,1.0,1.0,0.15
35,1i,150.0,4,5.9575,3,1.0,False,2,13.8533,1.0,428.96,0.15
40,1i,150.0,4,2.9954,3,1.0,False,3,16.7523,1.0,456.68,0.15
45,1i,150.0,4,0.0303,4,13.78,False,3,16.8899,1.0,335.25,0.15
50,1i,150.0,2,8.2707,1,1.0,False,2,20.6053,54.42,215.1,0.15
55,1i,150.0,2,11.7947,1,1.0,False,1,23.5894,95.99,95.99,0.15
60,1i,150.0,2,5.992,1,1.0,False,2,19.6941,11.17,428.58,0.15
65,1i,150.0,2,10.039,1,1.0,False,1,26.9041,293.7,293.7,0.15
70,1i,150.0,2,3.039,1,1.0,False,1,27.1813,159.41,159.41,0.15
75,1i,150.0,3,5.8898,2,13.72,False,1,17.659,44.3,44.3,0.15
80,1i,150.0,3,9.8536,0,0.0,False,1,2.659,1.0,1.0,0.15
85,1i,150.0,2,5.4718,1,1.0,False,1,0.0,1.0,1.0,0.15
90,1i,150.0,3,9.1636,2,1.0,False,1,0.0,1.0,1.0,0.15
95,1i,150.0,3,4.5249,2,1.0,False,2,12.5,1.0,480.3,0.15
100,1i,150.0,3,0.6119,2,1.0,False,2,12.0098,1.0,359.8,0.15
105,1i,150.0,3,0.0003,3,5.0,False,2,12.2177,1.0,238.98,0.15
110,1i,150.0,5,9.8064,3,5.0,False,2,12.4096,1.0,118.2,0.15
115,1i,150.0,6,7.0443,3,5.0,False,2,6.6044,1.0,23.84,0.15
120,1i,150.0,6,1.648,3,5.0,False,2,0.0,1.0,1.0,0.15
125,1i,150.0,6,0.4332,5,9.0,False,2,0.0,1.0,1.0,0.15
130,1i,150.0,7,3.1048,6,9.0,False,2,0.0,1.0,1.0,0.15
135,1i,150.0,7,1.19,6,9.0,False,2,0.0,1.0,1.0,0.15
140,1i,150.0,2,1.3583,1,1.0,False,1,0.0,1.0,1.0,0.15
145,1i,150.0,2,8.9482,1,1.0,False,1,0.0,1.0,1.0,0.15
150,1i,150.0,2,9.8268,1,1.0,False,1,0.0,1.0,1.0,0.15
155,1i,150.0,2,13.2501,1,1.0,False,1,0.0,1.0,1.0,0.15
160,1i,150.0,2,7.2554,1,1.0,False,2,11.7063,1.0,433.38,0.15
165,1i,150.0,2,0.2555,1,1.0,False,2,12.1514,1.0,313.86,0.15
170,1i,150.0,2,11.9092,0,0.0,False,1,24.3191,193.64,193.64,0.15
175,1i,150.0,2,13.6939,0,0.0,False,1,22.0249,75.33,75.33,0.15
180,1i,150.0,2,3.8734,1,1.0,False,1,7.7468,7.49,7.49,0.15
185,1i,150.0,3,7.815,2,1.0,False,1,0.0,1.0,1.0,0.15
190,1i,150.0,3,4.263,2,1.0,False,2,12.3887,1.0,455.52,0.15
195,1i,150.0,3,0.0888,2,1.0,False,2,12.2905,1.0,334.85,0.15
