timestamp,phase,phase_elapsed_s,queue_1i_m,queue_2i_m,queue_3i_m,queue_4i_m,queue_ew_m,queue_ns_m,probes_1i,probes_2i,probes_3i,probes_4i,decision_made,next_phase
1.0,0,25,0.7,0.7,0.0,0.7,1.3,0.7,0,0,1,0,0,
2.0,0,25,0.7,0.7,0.0,0.7,1.3,0.7,0,0,1,0,0,
3.0,0,25,0.7,0.7,0.0,0.7,1.3,0.7,0,0,1,0,0,
4.0,0,25,0.7,0.7,0.0,0.7,1.3,0.7,0,0,1,0,0,
5.0,0,25,0.7,0.7,0.0,0.7,1.3,0.7,0,0,1,0,1,0
6.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
7.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
8.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
9.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
10.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,1,0
11.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
12.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
13.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
14.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
15.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,1,0
16.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
17.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
18.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
19.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,0,
20.0,0,25,0.9,0.9,0.0,0.9,1.7,0.9,0,0,1,0,1,0
21.0,0,25,0.9,0.9,0.4,0.9,1.7,1.2,0,0,1,0,0,
22.0,0,25,0.9,0.9,0.4,0.9,1.7,1.2,0,0,1,0,0,
23.0,0,25,0.9,0.9,0.3,0.9,1.7,1.2,0,0,1,0,0,
24.0,0,25,1.1,0.9,0.5,1.1,1.9,1.6,0,0,1,0,0,
25.0,0,25,1.1,0.9,1.0,1.1,1.9,2.1,0,0,1,0,1,0
26.0,1,7,1.2,4.1,1.0,1.2,5.3,2.1,0,0,1,0,0,
27.0,1,7,1.2,4.0,1.2,1.2,5.2,2.3,0,0,0,0,0,
28.0,1,7,1.2,3.9,1.2,1.2,5.0,2.3,0,1,0,0,0,
29.0,1,7,0.4,4.9,1.2,1.2,5.3,2.3,1,1,0,0,0,
30.0,1,7,1.4,1.4,1.2,1.2,2.7,2.3,1,1,0,0,1,0
31.0,0,25,1.6,2.8,1.1,1.1,4.4,2.2,1,1,0,0,0,
32.0,0,25,1.1,1.2,1.1,1.1,2.4,2.2,1,1,0,0,0,
33.0,0,25,1.1,1.0,1.1,1.1,2.1,2.2,1,1,0,0,0,
34.0,0,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,0,
35.0,0,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,1,4
36.0,4,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,0,
37.0,4,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,0,
38.0,4,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,0,
39.0,4,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,0,
40.0,4,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,1,4
41.0,4,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,0,
42.0,4,25,0.0,0.0,1.1,1.1,0.0,2.2,1,1,0,0,0,
43.0,4,25,0.0,1.2,1.1,1.1,1.2,2.2,1,1,0,0,0,
44.0,4,25,0.0,1.2,1.1,1.1,1.2,2.2,1,1,0,0,0,
45.0,4,25,1.2,1.0,1.1,1.1,2.2,2.2,1,1,0,0,1,4
46.0,4,25,1.1,1.0,1.1,1.1,2.1,2.2,1,1,0,0,0,
47.0,4,25,0.6,1.1,1.1,1.1,1.6,2.2,1,1,0,0,0,
48.0,4,25,1.1,1.1,1.1,1.1,2.1,2.2,1,1,0,0,0,
49.0,4,25,1.1,2.4,1.1,1.1,3.5,2.2,1,1,0,0,0,
50.0,4,25,0.9,1.6,1.1,1.1,2.6,2.2,1,1,0,0,1,0
51.0,0,25,1.2,0.8,1.1,1.1,2.0,2.2,1,1,0,0,0,
52.0,0,25,9.1,8.5,1.1,6.7,17.6,7.8,1,1,0,0,0,
53.0,0,25,7.2,7.6,6.7,6.7,14.9,13.3,1,1,0,0,0,
54.0,0,25,6.9,9.6,5.8,6.7,16.5,12.4,1,1,1,0,0,
55.0,0,25,5.8,9.7,6.9,4.9,15.4,11.8,1,1,1,0,1,0
56.0,0,25,6.2,7.7,6.4,4.9,13.9,11.4,1,2,1,0,0,
57.0,0,25,6.8,9.6,5.2,4.6,16.4,9.8,1,2,1,0,0,
58.0,0,25,6.2,8.8,5.0,4.8,15.0,9.8,1,2,1,0,0,
59.0,0,25,6.0,7.9,2.2,4.7,13.9,7.0,1,2,1,0,0,
60.0,0,25,6.0,7.0,2.1,4.8,13.0,6.9,1,2,1,0,1,0
61.0,0,25,6.0,6.4,4.8,4.8,12.4,9.6,1,2,0,0,0,
62.0,0,25,6.0,6.7,4.8,4.8,12.8,9.6,1,2,0,0,0,
63.0,0,25,6.0,7.3,4.8,4.8,13.3,9.6,1,2,0,0,0,
64.0,0,25,6.0,8.6,4.8,4.8,14.6,9.6,1,2,0,0,0,
65.0,0,25,6.0,8.6,4.8,4.8,14.6,9.6,1,2,0,0,1,0
66.0,0,25,6.0,8.7,4.8,4.8,14.7,9.6,1,2,0,0,0,
67.0,0,25,6.0,8.3,4.8,4.8,14.3,9.6,1,2,0,0,0,
68.0,0,25,6.0,8.2,4.8,4.8,14.2,9.6,1,2,0,0,0,
69.0,0,25,6.0,8.2,4.8,4.8,14.2,9.6,1,2,0,0,0,
70.0,0,25,6.0,8.5,4.8,4.8,14.5,9.6,1,2,0,0,1,0
71.0,0,25,6.0,8.5,4.8,4.8,14.5,9.6,1,2,0,0,0,
72.0,0,25,6.0,8.5,4.8,4.8,14.5,9.6,1,2,0,0,0,
73.0,0,25,6.2,8.5,4.8,4.8,14.7,9.6,1,2,0,0,0,
74.0,0,25,6.2,8.5,4.8,4.8,14.7,9.6,1,2,0,0,0,
75.0,0,25,6.2,8.0,4.8,4.8,14.2,9.6,1,2,0,0,1,0
76.0,1,7,6.0,8.7,4.3,4.3,14.7,8.7,1,2,0,0,0,
77.0,1,7,6.0,8.7,4.3,4.3,14.7,8.7,1,2,0,0,0,
78.0,1,7,6.0,8.7,4.3,4.3,14.7,8.7,1,2,0,0,0,
79.0,1,7,6.0,15.7,4.3,10.9,21.7,15.2,1,2,0,0,0,
80.0,1,7,12.5,14.6,12.1,10.9,27.1,23.0,1,2,0,0,1,0
81.0,0,25,12.8,14.7,12.6,9.8,27.5,22.4,1,1,0,1,0,
82.0,0,25,12.8,15.6,12.6,11.6,28.4,24.1,1,1,0,1,0,
83.0,0,25,12.8,9.7,12.6,11.8,22.4,24.4,1,2,0,1,0,
84.0,0,25,12.8,13.5,12.6,12.1,26.3,24.7,1,2,0,1,0,
85.0,0,25,12.8,14.2,12.3,11.9,26.9,24.2,1,2,0,1,1,0
86.0,0,25,12.8,14.3,12.4,8.7,27.1,21.1,1,2,0,1,0,
87.0,0,25,12.6,14.3,12.4,8.5,26.9,20.9,1,2,0,1,0,
88.0,0,25,12.6,14.5,12.4,8.5,27.1,20.9,1,2,0,1,0,
89.0,0,25,12.6,14.3,12.4,8.5,26.9,20.9,1,2,0,1,0,
90.0,0,25,12.6,14.3,12.4,8.7,27.0,21.1,1,2,0,1,1,0
91.0,0,25,12.6,14.3,12.4,8.5,27.0,20.9,1,2,0,1,0,
92.0,0,25,12.6,15.1,12.4,8.7,27.7,21.1,1,2,0,1,0,
93.0,0,25,12.6,14.8,12.4,8.1,27.4,20.6,1,2,0,1,0,
94.0,0,25,12.6,12.6,12.4,8.1,25.2,20.6,1,2,0,1,0,
95.0,0,25,12.8,14.8,12.4,9.5,27.6,22.0,1,2,0,1,1,0
96.0,0,25,12.8,14.8,12.4,9.3,27.6,21.8,1,2,0,1,0,
97.0,0,25,12.8,14.7,12.4,11.4,27.4,23.9,1,2,0,1,0,
98.0,0,25,12.8,14.7,12.4,11.3,27.4,23.8,1,2,0,1,0,
99.0,0,25,12.8,14.7,12.4,11.3,27.4,23.8,1,2,0,1,0,
100.0,0,25,12.8,14.7,12.6,11.3,27.4,23.9,1,2,0,1,1,0
101.0,0,25,12.8,14.8,12.6,11.2,27.6,23.9,1,1,0,1,0,
102.0,0,25,12.8,14.8,12.6,11.1,27.6,23.7,1,1,0,1,0,
103.0,0,25,12.8,14.8,12.6,11.2,27.6,23.8,1,1,0,0,0,
104.0,0,25,12.8,14.8,12.6,11.2,27.6,23.8,1,1,0,0,0,
105.0,0,25,16.9,14.8,12.6,11.2,31.8,23.8,1,1,0,0,1,0
106.0,1,7,16.7,15.5,12.2,10.8,32.2,22.9,1,1,0,0,0,
107.0,1,7,16.7,20.0,18.8,7.6,36.7,26.4,1,1,0,1,0,
108.0,1,7,16.7,20.0,18.8,14.2,36.7,33.0,1,1,0,1,0,
109.0,1,7,16.7,20.0,18.8,14.2,36.7,33.0,1,1,0,1,0,
110.0,1,7,16.4,20.0,18.8,13.9,36.5,32.8,1,1,0,1,1,0
111.0,0,25,16.8,20.2,17.8,13.9,37.0,31.8,1,1,1,1,0,
112.0,0,25,16.7,20.2,19.4,11.6,36.9,31.1,1,1,1,1,0,
113.0,0,25,16.8,20.0,19.7,10.9,36.8,30.6,1,1,1,1,0,
114.0,0,25,19.4,22.2,19.5,10.9,41.6,30.4,1,1,1,1,0,
115.0,0,25,19.4,22.2,19.5,10.9,41.6,30.4,1,1,1,1,1,0
116.0,0,25,19.4,22.2,16.5,11.1,41.6,27.6,1,1,1,1,0,
117.0,0,25,19.4,22.2,16.4,10.8,41.6,27.2,1,1,1,1,0,
118.0,0,25,19.4,22.2,16.4,11.8,41.6,28.2,1,1,1,1,0,
119.0,0,25,19.6,22.3,16.4,10.5,41.8,26.9,1,1,1,1,0,
120.0,0,25,19.3,22.1,16.6,10.5,41.4,27.1,1,1,1,1,1,0
121.0,0,25,19.4,22.0,17.6,11.9,41.4,29.5,1,1,1,1,0,
122.0,0,25,19.4,22.1,18.6,11.6,41.5,30.2,1,1,1,1,0,
123.0,0,25,19.4,22.1,17.3,13.6,41.5,31.0,1,1,1,1,0,
124.0,0,25,19.4,22.1,17.5,13.9,41.5,31.5,1,1,1,1,0,
125.0,0,25,19.4,21.4,17.8,13.8,40.8,31.6,1,2,1,1,1,0
126.0,0,25,19.4,21.4,17.4,13.8,40.8,31.2,1,2,1,1,0,
127.0,0,25,19.4,21.4,19.5,13.7,40.8,33.2,1,2,1,1,0,
128.0,0,25,19.4,21.4,19.5,13.6,40.8,33.0,1,2,1,1,0,
129.0,0,25,19.4,35.9,18.7,13.8,55.2,32.5,1,2,1,0,0,
130.0,0,25,19.4,34.6,19.2,13.8,54.0,33.0,1,2,1,0,1,0
131.0,0,25,24.4,34.6,19.2,13.8,59.0,33.0,1,2,1,0,0,
132.0,0,25,24.4,34.6,19.0,13.8,59.0,32.7,1,2,1,0,0,
133.0,0,25,24.4,34.6,21.3,13.6,59.0,34.9,1,2,1,0,0,
134.0,0,25,24.4,34.0,26.3,21.5,58.4,47.8,1,1,0,1,0,
135.0,0,25,31.4,33.9,26.3,19.6,65.3,45.9,1,1,0,1,1,0
136.0,1,7,31.0,33.9,26.2,20.0,64.9,46.2,1,1,0,1,0,
137.0,1,7,31.0,34.0,26.2,19.6,65.0,45.8,1,1,0,1,0,
138.0,1,7,29.2,34.0,23.4,19.6,63.2,43.0,1,1,1,1,0,
139.0,1,7,29.2,34.5,26.9,16.9,63.7,43.9,1,1,1,1,0,
140.0,1,7,29.1,34.5,27.0,16.1,63.6,43.1,1,1,1,1,1,0
141.0,0,25,29.1,34.5,24.6,16.4,63.6,41.0,1,1,1,1,0,
142.0,0,25,29.1,34.5,26.4,16.4,63.6,42.8,1,1,1,1,0,
143.0,0,25,29.1,34.5,22.0,16.4,63.6,38.4,1,1,1,1,0,
144.0,0,25,29.1,34.5,22.6,16.6,63.6,39.2,1,1,1,1,0,
145.0,0,25,29.1,34.5,22.8,16.6,63.6,39.4,1,1,1,1,1,0
146.0,0,25,29.1,34.5,22.8,16.4,63.6,39.1,1,1,1,1,0,
147.0,0,25,29.1,34.5,24.2,13.8,63.6,38.1,1,1,1,1,0,
148.0,0,25,29.1,34.5,24.2,16.0,63.6,40.3,1,1,1,1,0,
149.0,0,25,29.1,34.5,24.4,16.0,63.6,40.5,1,1,1,1,0,
150.0,0,25,29.1,34.5,24.4,16.0,63.6,40.5,1,1,1,1,1,0
151.0,0,25,29.1,34.5,25.4,14.7,63.6,40.1,1,1,1,1,0,
152.0,0,25,29.1,34.5,24.6,17.8,63.6,42.4,1,1,1,1,0,
153.0,0,25,29.1,34.5,24.1,17.4,63.6,41.5,1,1,1,1,0,
154.0,0,25,29.1,34.5,24.1,19.3,63.6,43.4,1,1,1,1,0,
155.0,0,25,29.1,34.5,20.6,19.3,63.6,39.9,1,1,1,1,1,0
156.0,0,25,29.1,39.4,24.1,19.1,68.5,43.3,1,1,1,1,0,
157.0,0,25,29.1,39.4,23.8,19.2,68.5,43.0,1,1,1,1,0,
158.0,0,25,31.0,38.7,25.9,19.1,69.7,45.0,1,2,1,1,0,
159.0,0,25,31.0,38.7,25.9,19.2,69.7,45.1,1,2,1,1,0,
160.0,0,25,31.0,38.7,25.7,18.8,69.7,44.5,1,2,1,1,1,0
161.0,0,25,31.0,38.2,25.3,19.5,69.2,44.8,1,2,1,0,0,
162.0,0,25,31.0,38.2,25.6,23.2,69.2,48.8,1,2,1,0,0,
163.0,0,25,31.2,39.3,25.6,23.2,70.5,48.8,1,2,1,0,0,
164.0,0,25,31.0,39.3,25.6,23.0,70.3,48.6,1,2,1,0,0,
165.0,0,25,31.0,39.3,27.1,23.0,70.3,50.1,1,2,2,0,1,0
166.0,1,7,30.8,39.3,17.6,23.0,70.1,40.6,1,2,2,0,0,
167.0,1,7,30.8,39.3,26.0,22.6,70.1,48.6,1,2,1,0,0,
168.0,1,7,30.8,39.3,29.2,22.7,70.1,51.9,1,2,1,0,0,
169.0,1,7,30.8,39.3,29.1,22.7,70.1,51.8,1,2,1,0,0,
170.0,1,7,38.7,39.3,26.1,22.7,78.0,48.8,1,2,1,0,1,0
171.0,0,25,37.2,39.3,27.0,22.9,76.5,49.9,1,2,1,0,0,
172.0,0,25,37.2,39.3,26.5,22.9,76.5,49.5,1,2,1,0,0,
173.0,0,25,37.2,39.3,28.6,22.9,76.5,51.5,1,2,1,0,0,
174.0,0,25,37.2,39.3,29.1,22.9,76.5,52.0,1,2,1,0,0,
175.0,0,25,37.3,39.3,27.4,22.9,76.6,50.4,1,2,1,0,1,0
176.0,0,25,37.3,39.3,27.4,22.9,76.6,50.3,1,2,1,0,0,
177.0,0,25,37.3,39.3,27.4,22.9,76.6,50.3,1,2,1,0,0,
178.0,0,25,37.1,39.3,27.3,23.1,76.4,50.4,1,2,1,0,0,
179.0,0,25,37.1,39.3,27.1,23.1,76.4,50.2,1,2,1,0,0,
180.0,0,25,37.1,39.3,29.0,23.1,76.3,52.2,1,2,1,0,1,0
181.0,0,25,37.1,39.3,29.1,23.1,76.4,52.2,1,2,1,0,0,
182.0,0,25,37.1,42.6,29.1,23.1,79.7,52.2,1,2,1,0,0,
183.0,0,25,37.1,42.6,29.1,23.1,79.7,52.2,1,2,1,0,0,
184.0,0,25,37.1,42.6,29.1,23.1,79.7,52.3,1,2,1,0,0,
185.0,0,25,37.1,42.6,28.7,23.1,79.7,51.8,1,2,1,0,1,0
186.0,0,25,49.6,42.6,22.9,23.1,92.2,46.1,1,2,1,0,0,
187.0,0,25,49.6,42.4,29.8,33.1,92.0,63.0,1,2,0,1,0,
188.0,0,25,49.6,45.6,29.8,31.0,95.2,60.9,1,3,0,1,0,
189.0,0,25,49.6,45.6,29.8,31.1,95.2,60.9,1,3,0,1,0,
190.0,0,25,49.6,45.6,29.8,31.4,95.2,61.3,1,3,0,1,1,0
191.0,0,25,49.4,45.6,29.8,31.4,95.0,61.3,1,3,0,1,0,
192.0,0,25,49.4,42.4,30.1,33.7,91.8,63.8,1,2,1,1,0,
193.0,0,25,49.2,42.3,30.2,32.3,91.6,62.5,1,2,1,1,0,
194.0,0,25,49.2,42.3,30.4,31.7,91.5,62.1,1,2,1,1,0,
195.0,0,25,49.2,42.3,30.2,31.7,91.6,62.0,1,2,1,1,1,0
196.0,1,7,49.2,42.4,29.9,31.6,91.5,61.4,1,2,1,1,0,
197.0,1,7,49.2,45.6,40.0,31.6,94.8,71.5,1,3,1,1,0,
198.0,1,7,49.2,45.6,38.8,31.6,94.8,70.4,1,3,1,1,0,
199.0,1,7,49.2,45.6,38.4,31.6,94.8,69.9,1,3,1,1,0,
200.0,1,7,49.1,45.6,39.6,31.4,94.7,71.0,1,3,1,1,1,0
201.0,0,25,49.3,45.6,39.8,31.8,94.9,71.6,1,3,1,1,0,
202.0,0,25,49.3,45.6,40.9,31.8,94.9,72.6,1,3,1,1,0,
203.0,0,25,49.2,45.6,40.9,31.8,94.9,72.6,1,3,1,1,0,
204.0,0,25,49.2,45.6,40.9,31.8,94.9,72.7,1,3,1,1,0,
205.0,0,25,57.1,53.5,37.3,31.8,110.6,69.0,1,3,1,1,1,0
206.0,0,25,57.1,53.5,39.4,31.8,110.6,71.1,1,3,1,1,0,
207.0,0,25,57.1,53.5,39.4,31.8,110.6,71.1,1,3,1,1,0,
208.0,0,25,57.1,53.5,39.4,31.8,110.6,71.1,1,3,1,1,0,
209.0,0,25,57.1,53.5,39.5,31.8,110.6,71.2,1,3,1,1,0,
210.0,0,25,57.1,53.5,39.7,31.5,110.6,71.3,1,3,1,2,1,0
211.0,0,25,57.0,53.5,39.3,31.5,110.6,70.8,1,3,1,2,0,
212.0,0,25,57.0,53.5,40.7,31.5,110.6,72.2,1,3,1,2,0,
213.0,0,25,64.4,53.5,40.8,32.7,117.9,73.5,1,3,1,3,0,
214.0,0,25,64.4,56.4,54.9,36.8,120.8,91.6,1,3,1,2,0,
215.0,0,25,64.4,56.4,54.9,36.8,120.8,91.6,1,3,1,2,1,0
216.0,0,25,64.4,59.2,54.9,36.8,123.6,91.6,1,3,1,2,0,
217.0,0,25,59.7,59.2,54.9,36.8,118.9,91.6,1,3,1,2,0,
218.0,0,25,60.9,59.2,54.9,36.7,120.1,91.6,1,3,1,2,0,
219.0,0,25,60.9,59.2,53.9,36.5,120.1,90.5,1,3,1,2,0,
220.0,0,25,59.5,59.2,53.3,31.8,118.7,85.0,1,3,1,3,1,0
221.0,0,25,59.5,59.9,55.7,35.4,119.4,91.1,1,3,0,3,0,
222.0,0,25,59.5,60.2,55.7,36.7,119.7,92.4,1,3,0,3,0,
223.0,0,25,59.5,60.2,55.7,35.4,119.7,91.1,1,3,0,3,0,
224.0,0,25,59.5,59.1,55.7,36.6,118.6,92.3,1,3,0,3,0,
225.0,0,25,59.5,59.1,55.7,35.3,118.6,90.9,1,3,0,3,1,0
226.0,1,7,59.5,60.0,55.6,34.0,119.4,89.6,1,3,0,3,0,
227.0,1,7,59.5,59.9,55.5,34.4,119.4,89.9,1,3,0,3,0,
228.0,1,7,59.5,59.9,55.5,34.7,119.4,90.2,1,3,0,3,0,
229.0,1,7,59.5,59.9,55.5,33.9,119.4,89.4,1,3,0,3,0,
230.0,1,7,59.5,59.9,55.5,34.4,119.4,89.9,1,3,0,3,1,0
231.0,0,25,59.5,63.2,55.7,35.1,122.7,90.8,1,3,0,3,0,
232.0,0,25,59.5,63.2,55.7,35.2,122.7,90.9,1,3,0,3,0,
233.0,0,25,63.0,62.9,55.7,35.0,125.9,90.7,1,3,0,3,0,
234.0,0,25,63.6,77.3,55.7,34.9,140.9,90.7,1,3,0,3,0,
235.0,0,25,63.6,77.3,55.7,35.6,140.9,91.3,1,3,0,3,1,0
236.0,0,25,63.6,77.3,55.7,35.6,140.9,91.3,1,3,0,3,0,
237.0,0,25,64.3,77.0,55.7,35.6,141.4,91.3,1,3,0,3,0,
238.0,0,25,64.3,77.0,55.7,35.9,141.3,91.6,1,3,0,3,0,
239.0,0,25,64.3,78.5,55.7,36.1,142.8,91.9,1,3,0,3,0,
240.0,0,25,64.3,64.5,55.7,36.6,128.8,92.3,1,3,0,3,1,0
241.0,0,25,69.2,67.5,62.6,35.8,136.7,98.4,1,3,0,3,0,
242.0,0,25,69.5,68.9,62.6,40.6,138.4,103.3,1,3,0,3,0,
243.0,0,25,69.5,68.5,62.0,39.3,138.0,101.4,1,3,0,3,0,
244.0,0,25,69.5,68.5,62.0,38.9,138.0,100.9,1,3,0,3,0,
245.0,0,25,69.5,67.0,62.0,38.5,136.4,100.5,1,3,0,3,1,0
246.0,0,25,68.5,69.1,61.7,39.0,137.6,100.7,1,3,0,3,0,
247.0,0,25,69.1,69.9,61.9,39.5,139.0,101.4,1,4,0,3,0,
248.0,0,25,69.1,71.5,61.9,39.5,140.5,101.4,1,4,0,3,0,
249.0,0,25,69.1,73.2,61.9,38.8,142.3,100.7,1,4,0,3,0,
250.0,0,25,69.1,69.2,61.9,39.2,138.2,101.1,1,4,0,3,1,0
251.0,0,25,69.1,72.0,61.9,38.6,141.0,100.5,1,4,0,3,0,
252.0,0,25,69.1,66.1,61.9,38.1,135.2,100.0,1,4,0,3,0,
253.0,0,25,69.1,66.1,61.9,37.7,135.2,99.6,1,4,0,4,0,
254.0,0,25,68.4,69.6,61.9,37.7,138.0,99.6,1,4,0,4,0,
255.0,0,25,69.1,66.3,61.9,37.7,135.4,99.6,1,4,0,4,1,0
256.0,1,7,65.8,64.1,61.7,38.1,129.8,99.8,1,4,0,4,0,
257.0,1,7,65.3,65.4,61.7,38.1,130.8,99.8,1,4,0,4,0,
258.0,1,7,65.3,67.0,61.4,38.3,132.3,99.7,1,4,0,4,0,
259.0,1,7,64.0,66.3,61.4,38.5,130.4,100.0,1,4,0,4,0,
260.0,1,7,64.0,68.9,61.7,38.9,132.9,100.6,1,4,0,4,1,0
261.0,0,25,69.0,70.9,61.9,38.6,139.9,100.5,1,4,0,4,0,
262.0,0,25,67.4,75.7,61.9,38.2,143.1,100.1,1,4,0,3,0,
263.0,0,25,69.2,76.9,61.9,39.3,146.2,101.2,1,4,0,3,0,
264.0,0,25,69.2,77.8,61.9,39.3,147.0,101.2,1,4,0,3,0,
265.0,0,25,69.2,81.3,61.9,39.3,150.5,101.2,1,4,0,3,1,0
266.0,0,25,68.7,81.3,61.9,39.5,149.9,101.4,1,4,0,3,0,
267.0,0,25,69.3,83.6,61.9,38.7,152.8,100.6,1,4,0,3,0,
268.0,0,25,68.7,81.9,61.9,40.6,150.5,102.5,1,4,0,3,0,
269.0,0,25,68.7,82.3,68.0,39.3,150.9,107.3,1,4,0,3,0,
270.0,0,25,72.4,82.3,68.0,42.2,154.7,110.2,1,4,0,3,1,0
271.0,0,25,72.4,82.3,68.0,41.5,154.7,109.5,1,4,0,3,0,
272.0,0,25,72.4,82.3,68.0,41.3,154.7,109.3,1,4,0,3,0,
273.0,0,25,72.4,82.3,68.0,41.8,154.7,109.9,1,4,0,3,0,
274.0,0,25,72.4,77.5,66.2,42.6,149.9,108.8,1,5,1,2,0,
275.0,0,25,74.8,78.0,66.7,41.3,152.8,108.0,1,5,1,2,1,0
276.0,0,25,74.8,78.8,68.8,41.9,153.6,110.8,1,5,1,2,0,
277.0,0,25,73.4,78.6,67.5,42.1,152.0,109.6,1,5,1,2,0,
278.0,0,25,73.4,79.3,67.9,40.1,152.7,108.0,1,5,1,2,0,
279.0,0,25,74.8,79.9,63.5,43.0,154.6,106.4,1,5,1,2,0,
280.0,0,25,74.8,81.0,63.5,43.0,155.7,106.4,1,5,1,2,1,0
281.0,0,25,74.8,81.6,63.5,43.0,156.4,106.4,1,5,1,2,0,
282.0,0,25,74.8,75.5,63.7,42.4,150.2,106.1,1,5,1,3,0,
283.0,0,25,74.8,76.2,63.4,42.4,151.0,105.8,1,5,1,3,0,
284.0,0,25,74.2,77.9,64.9,42.4,152.1,107.3,1,5,1,3,0,
285.0,0,25,74.2,77.8,63.6,43.3,152.0,106.8,1,5,1,3,1,0
286.0,1,7,70.2,75.0,62.7,43.7,145.2,106.3,1,5,1,3,0,
287.0,1,7,74.5,83.7,63.2,41.8,158.2,105.0,1,5,1,2,0,
288.0,1,7,76.7,82.2,63.0,41.7,158.9,104.8,1,5,1,2,0,
289.0,1,7,77.3,78.4,64.2,42.4,155.8,106.6,1,5,1,2,0,
290.0,1,7,76.7,76.1,66.3,42.5,152.8,108.8,1,5,1,2,1,0
291.0,0,25,77.5,80.7,66.4,42.9,158.2,109.3,1,5,1,2,0,
292.0,0,25,78.6,81.3,67.5,43.0,159.9,110.5,1,5,1,2,0,
293.0,0,25,78.6,81.0,67.5,43.0,159.7,110.5,1,5,1,2,0,
294.0,0,25,79.7,83.9,74.5,43.0,163.7,117.4,1,5,1,2,0,
295.0,0,25,86.7,83.9,74.9,49.3,170.6,124.2,1,5,1,2,1,0
296.0,0,25,88.3,83.9,75.1,49.3,172.2,124.4,1,5,1,2,0,
297.0,0,25,88.3,84.2,75.6,49.3,172.5,124.9,1,5,1,2,0,
298.0,0,25,88.3,81.9,75.6,49.3,170.2,124.9,1,5,1,2,0,
299.0,0,25,88.3,81.9,74.6,49.3,170.2,123.9,1,5,1,2,0,
300.0,0,25,88.7,80.1,75.5,48.7,168.8,124.2,1,5,1,2,1,0
301.0,0,25,89.4,80.9,74.9,49.1,170.3,124.0,1,5,1,2,0,
302.0,0,25,88.0,81.0,74.9,49.0,169.0,123.8,1,5,1,3,0,
303.0,0,25,88.0,88.1,74.9,49.0,176.1,123.8,1,5,1,3,0,
304.0,0,25,88.0,89.4,74.9,49.0,177.4,123.8,1,5,1,3,0,
305.0,0,25,88.0,93.5,74.9,49.0,181.5,123.8,1,5,1,3,1,0
306.0,0,25,88.0,93.4,74.9,49.0,181.4,123.8,1,5,1,3,0,
307.0,0,25,87.6,96.5,74.9,49.0,184.1,123.8,1,5,1,3,0,
308.0,0,25,87.6,136.7,74.9,49.0,224.3,123.8,1,6,1,3,0,
309.0,0,25,87.6,137.1,74.9,49.0,224.7,123.8,1,6,1,3,0,
310.0,0,25,87.6,137.1,74.9,49.0,224.7,123.8,1,6,1,3,1,0
311.0,0,25,87.6,136.7,74.9,49.0,224.3,123.8,1,6,1,3,0,
312.0,0,25,88.0,135.9,74.9,49.0,223.9,123.8,1,6,1,3,0,
313.0,0,25,88.0,135.9,74.9,49.0,223.9,123.8,1,6,1,3,0,
314.0,0,25,88.0,135.9,74.9,49.0,223.9,123.8,1,6,1,3,0,
315.0,0,25,88.0,136.3,74.9,49.0,224.4,123.8,1,6,1,3,1,0
316.0,1,7,85.5,133.9,74.3,48.8,219.4,123.1,1,6,1,3,0,
317.0,1,7,86.3,137.6,74.3,48.8,223.9,123.1,1,6,1,3,0,
318.0,1,7,86.3,136.9,74.3,48.8,223.2,123.1,1,6,1,3,0,
319.0,1,7,86.3,136.9,74.3,48.8,223.2,123.1,1,6,1,3,0,
320.0,1,7,89.2,140.7,74.1,48.8,229.9,122.9,1,6,1,3,1,0
321.0,0,25,90.9,142.6,74.9,49.0,233.5,123.8,1,6,1,3,0,
