timestamp,phase,phase_elapsed_s,queue_1i_m,queue_2i_m,queue_3i_m,queue_4i_m,queue_ew_m,queue_ns_m,probes_1i,probes_2i,probes_3i,probes_4i,decision_made,next_phase
1798.0,0,25,485.8,467.9,399.0,414.6,953.7,813.6,24,23,7,5,0,
1799.0,0,25,485.8,467.9,399.0,414.7,953.7,813.7,24,23,7,5,0,
1800.0,0,25,485.8,467.9,399.0,414.0,953.7,813.0,24,23,7,5,1,0
1801.0,0,25,485.8,467.9,399.0,414.0,953.7,813.0,24,23,7,5,0,
1802.0,0,25,485.8,471.0,394.2,285.5,956.8,679.7,23,23,9,5,0,
1803.0,0,25,485.8,466.9,386.1,283.6,952.7,669.7,23,23,9,5,0,
1804.0,0,25,485.8,469.7,393.1,270.6,955.5,663.7,23,23,9,5,0,
1805.0,0,25,485.8,467.1,406.0,332.7,952.9,738.7,23,23,9,5,1,0
1806.0,0,25,485.8,458.4,393.0,357.8,944.2,750.8,23,23,9,5,0,
1807.0,0,25,485.8,442.4,376.8,262.7,928.2,639.5,23,23,9,5,0,
1808.0,0,25,485.8,458.2,377.1,298.8,944.1,675.8,23,23,9,5,0,
1809.0,0,25,485.8,475.4,395.1,326.2,961.2,721.4,23,23,9,5,0,
1810.0,0,25,485.8,475.9,456.9,357.8,961.8,814.7,23,23,9,5,1,0
1811.0,0,25,485.8,477.2,456.2,332.7,963.1,788.9,23,23,9,5,0,
1812.0,0,25,485.8,477.1,457.5,357.8,963.0,815.3,23,23,9,5,0,
1813.0,0,25,481.1,477.1,444.5,332.7,958.3,777.2,23,23,9,5,0,
1814.0,0,25,481.1,477.1,457.6,357.8,958.2,815.5,23,23,9,5,0,
1815.0,0,25,481.1,477.2,457.0,332.7,958.3,789.7,23,23,9,5,1,0
1816.0,1,7,483.6,473.2,452.9,353.0,956.8,805.9,23,23,9,5,0,
1817.0,1,7,483.6,473.6,454.6,327.9,957.2,782.5,23,23,9,5,0,
1818.0,1,7,483.6,473.6,454.2,353.1,957.2,807.3,23,23,9,5,0,
1819.0,1,7,483.6,473.6,463.1,327.9,957.2,791.0,23,23,9,5,0,
1820.0,1,7,483.6,473.6,467.0,353.5,957.2,820.5,23,23,9,5,1,0
1821.0,0,25,485.8,475.2,464.6,358.7,961.1,823.3,23,23,9,5,0,
1822.0,0,25,485.8,475.2,464.8,358.5,961.1,823.3,23,23,9,5,0,
1823.0,0,25,485.8,475.2,462.4,358.9,961.1,821.3,23,23,7,5,0,
1824.0,0,25,485.8,475.2,462.4,370.1,961.1,832.5,23,23,7,5,0,
1825.0,0,25,485.8,475.2,462.4,358.2,961.1,820.5,23,23,7,5,1,0
1826.0,0,25,485.8,475.2,462.0,368.7,961.1,830.7,23,23,7,5,0,
1827.0,0,25,485.8,475.2,462.0,357.6,961.1,819.5,23,23,7,5,0,
1828.0,0,25,485.8,475.2,463.8,376.9,961.1,840.7,23,23,7,6,0,
1829.0,0,25,485.8,475.2,463.8,385.2,961.1,849.0,23,23,7,6,0,
1830.0,0,25,485.8,475.2,463.6,270.6,961.1,734.3,23,23,7,5,1,0
1831.0,0,25,485.8,475.2,463.6,332.7,961.1,796.4,23,23,7,5,0,
1832.0,0,25,485.8,475.2,463.6,357.8,961.1,821.5,23,23,7,5,0,
1833.0,0,25,485.8,475.2,463.6,261.0,961.1,724.7,23,23,7,5,0,
1834.0,0,25,485.8,475.2,463.6,297.1,961.1,760.7,23,23,7,5,0,
1835.0,0,25,485.8,475.2,463.6,351.3,961.1,815.0,23,23,7,5,1,0
1836.0,0,25,485.8,475.2,463.6,370.4,961.1,834.0,23,23,7,5,0,
1837.0,0,25,485.8,475.2,463.6,357.8,961.1,821.5,23,23,7,5,0,
1838.0,0,25,485.8,475.2,463.6,370.4,961.1,834.0,23,23,7,5,0,
1839.0,0,25,485.8,475.2,463.6,357.8,961.1,821.5,23,23,7,5,0,
1840.0,0,25,485.8,475.2,463.6,379.0,961.1,842.6,23,23,7,5,1,0
1841.0,0,25,485.8,475.2,463.6,357.8,961.1,821.5,23,23,7,5,0,
1842.0,0,25,485.8,475.2,463.6,292.7,961.1,756.4,23,23,7,5,0,
1843.0,0,25,485.8,475.2,463.6,357.8,961.1,821.5,23,23,7,5,0,
1844.0,0,25,485.8,475.2,463.6,370.4,961.1,834.0,23,23,7,5,0,
1845.0,0,25,485.8,475.2,463.6,357.8,961.1,821.5,23,23,7,5,1,0
1846.0,1,7,483.6,473.6,461.9,331.1,957.2,793.0,23,23,8,5,0,
1847.0,1,7,483.6,473.6,460.2,356.1,957.2,816.4,23,23,8,5,0,
1848.0,1,7,483.6,473.6,459.4,328.7,957.2,788.1,23,23,8,5,0,
1849.0,1,7,483.6,473.6,459.4,353.8,957.2,813.2,23,23,8,5,0,
1850.0,1,7,483.6,473.6,459.4,328.7,957.2,788.1,23,23,8,5,1,0
1851.0,0,25,485.8,475.2,462.6,357.4,961.1,820.0,23,23,8,5,0,
1852.0,0,25,485.8,475.2,462.8,332.7,961.1,795.5,23,24,8,5,0,
1853.0,0,25,485.8,475.2,463.0,358.7,961.1,821.7,23,24,8,5,0,
1854.0,0,25,485.8,475.2,463.0,333.6,961.1,796.6,23,24,8,5,0,
1855.0,0,25,485.8,475.2,463.8,358.2,961.1,822.0,23,24,8,5,1,0
1856.0,0,25,485.8,475.2,425.8,412.5,961.1,838.3,23,24,9,4,0,
1857.0,0,25,485.8,475.2,431.2,412.5,961.1,843.7,23,24,9,4,0,
1858.0,0,25,485.8,475.2,460.8,410.8,961.1,871.6,23,24,9,4,0,
1859.0,0,25,485.8,475.2,459.9,410.8,961.1,870.8,23,24,9,4,0,
1860.0,0,25,485.8,475.2,462.4,410.8,961.1,873.2,23,24,9,4,1,0
1861.0,0,25,485.8,475.2,400.0,413.3,961.1,813.3,23,24,9,4,0,
1862.0,0,25,485.8,475.2,442.5,413.3,961.1,855.8,23,24,9,4,0,
1863.0,0,25,485.8,475.2,459.8,413.3,961.1,873.1,23,24,9,4,0,
1864.0,0,25,485.8,475.2,464.7,413.3,961.1,878.0,23,24,9,4,0,
1865.0,0,25,485.8,475.2,464.7,413.3,961.1,878.0,23,24,9,4,1,0
1866.0,0,25,485.8,475.2,464.7,413.3,961.1,878.0,23,24,9,4,0,
1867.0,0,25,485.8,475.2,459.8,413.3,961.1,873.1,23,24,9,4,0,
1868.0,0,25,485.8,475.2,464.7,413.3,961.1,878.0,23,24,9,4,0,
1869.0,0,25,485.8,475.2,462.3,413.3,961.1,875.6,23,24,9,4,0,
1870.0,0,25,485.8,475.2,464.7,413.3,961.1,878.0,23,24,9,4,1,0
1871.0,0,25,485.8,475.2,462.3,413.3,961.1,875.6,23,24,9,4,0,
1872.0,0,25,485.8,475.2,464.7,413.3,961.1,878.0,23,24,9,4,0,
1873.0,0,25,485.8,475.2,462.5,413.3,961.1,875.8,23,24,9,4,0,
1874.0,0,25,485.8,475.2,461.5,414.6,961.1,876.1,23,24,9,4,0,
1875.0,0,25,485.8,475.2,460.1,413.8,961.1,873.9,23,24,9,4,1,0
1876.0,1,7,483.6,473.6,461.3,410.7,957.2,872.0,23,24,9,4,0,
1877.0,1,7,483.6,473.6,456.7,410.7,957.2,867.4,23,24,9,4,0,
1878.0,1,7,483.6,473.6,462.2,410.5,957.2,872.8,23,24,9,5,0,
1879.0,1,7,483.6,473.6,463.1,411.2,957.2,874.3,23,24,9,5,0,
1880.0,1,7,483.6,473.6,465.0,411.3,957.2,876.3,23,24,9,5,1,0
1881.0,0,25,485.8,475.2,464.4,413.7,961.1,878.1,23,24,9,5,0,
1882.0,0,25,485.8,475.2,466.0,413.1,961.1,879.1,23,24,9,5,0,
1883.0,0,25,486.1,475.2,456.3,415.0,961.3,871.2,24,24,9,5,0,
1884.0,0,25,486.1,475.2,461.9,415.0,961.3,876.8,24,24,8,5,0,
1885.0,0,25,486.1,475.2,461.9,413.3,961.3,875.2,24,24,8,5,1,0
1886.0,0,25,486.1,475.2,461.9,413.3,961.3,875.2,24,24,8,5,0,
1887.0,0,25,486.1,475.2,461.9,413.3,961.3,875.2,24,24,8,5,0,
1888.0,0,25,485.8,475.2,461.9,413.3,961.1,875.2,24,24,8,5,0,
1889.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1890.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,1,0
1891.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1892.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1893.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1894.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1895.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,1,0
1896.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1897.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1898.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1899.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,24,24,8,5,0,
1900.0,0,25,485.8,475.2,463.8,414.6,961.1,878.4,24,24,8,5,1,0
1901.0,0,25,485.8,475.2,462.6,413.8,961.1,876.4,24,24,8,5,0,
1902.0,0,25,485.8,475.2,462.6,413.8,961.1,876.4,24,24,8,5,0,
1903.0,0,25,485.8,475.2,462.6,413.8,961.1,876.4,24,24,8,5,0,
1904.0,0,25,485.8,475.2,462.6,413.8,961.1,876.4,24,24,8,5,0,
1905.0,0,25,485.8,475.2,462.8,414.1,961.1,876.9,24,24,8,5,1,0
1906.0,1,7,483.6,473.6,460.5,411.4,957.2,871.9,24,24,8,5,0,
1907.0,1,7,483.6,473.6,461.2,410.8,957.2,872.0,24,24,8,5,0,
1908.0,1,7,483.6,473.6,461.2,410.8,957.2,872.0,24,25,8,5,0,
1909.0,1,7,483.6,473.6,461.7,410.8,957.2,872.5,24,25,8,5,0,
1910.0,1,7,483.6,473.6,461.9,411.7,957.2,873.6,24,25,8,5,1,0
1911.0,0,25,486.1,475.2,463.8,415.0,961.3,878.8,25,25,8,5,0,
1912.0,0,25,486.1,475.2,463.6,413.3,961.3,876.9,25,25,8,5,0,
1913.0,0,25,486.1,475.2,463.6,413.3,961.3,876.9,25,25,8,5,0,
1914.0,0,25,486.1,475.2,463.6,413.3,961.3,876.9,25,25,8,5,0,
1915.0,0,25,486.1,475.2,463.6,413.3,961.3,876.9,25,25,8,5,1,0
1916.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1917.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1918.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1919.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1920.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,1,0
1921.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1922.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1923.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1924.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,0,
1925.0,0,25,485.8,475.2,463.6,413.3,961.1,876.9,25,25,8,5,1,0
1926.0,0,25,485.8,475.2,463.6,414.7,961.1,878.4,25,25,8,5,0,
1927.0,0,25,485.8,475.2,463.5,414.6,961.1,878.1,25,25,8,5,0,
1928.0,0,25,485.8,475.2,463.5,413.8,961.1,877.3,25,25,8,5,0,
1929.0,0,25,485.8,475.2,462.6,413.8,961.1,876.4,25,25,8,5,0,
1930.0,0,25,485.8,475.2,462.6,413.8,961.1,876.4,25,25,8,5,1,0
1931.0,0,25,485.8,475.2,462.6,414.1,961.1,876.7,25,25,8,5,0,
1932.0,0,25,485.8,475.2,463.0,414.1,961.1,877.1,25,25,8,5,0,
1933.0,0,25,485.8,475.2,463.0,414.1,961.0,877.1,24,25,8,5,0,
1934.0,0,25,485.8,475.2,463.0,414.1,961.1,877.1,25,25,8,5,0,
1935.0,0,25,485.8,475.2,463.0,414.1,961.0,877.1,24,25,8,5,1,0
1936.0,1,7,483.4,473.6,462.4,412.8,957.0,875.2,24,25,8,5,0,
1937.0,1,7,483.4,473.6,464.3,413.9,957.0,878.2,24,25,8,5,0,
1938.0,1,7,483.6,473.6,462.4,454.7,957.2,917.1,24,25,8,6,0,
1939.0,1,7,483.4,473.6,462.4,453.6,957.0,916.0,24,25,8,6,0,
1940.0,1,7,483.6,473.6,462.4,460.3,957.2,922.7,24,25,8,6,1,0
1941.0,0,25,485.8,475.2,463.6,463.4,961.1,927.0,24,25,8,6,0,
1942.0,0,25,485.8,475.2,463.6,463.8,961.1,927.4,24,25,8,6,0,
1943.0,0,25,485.8,475.2,463.6,474.1,961.1,937.7,24,25,8,6,0,
1944.0,0,25,485.8,475.2,463.6,474.1,961.1,937.7,24,25,8,6,0,
1945.0,0,25,485.8,475.2,463.6,474.1,961.1,937.8,24,25,8,6,1,0
1946.0,0,25,485.8,475.2,463.6,472.8,961.1,936.4,24,25,8,6,0,
1947.0,0,25,485.8,475.2,465.7,474.2,961.1,939.9,24,25,8,6,0,
1948.0,0,25,485.8,475.2,463.6,472.9,961.1,936.6,24,25,8,6,0,
1949.0,0,25,485.8,475.2,463.6,472.9,961.1,936.6,24,25,8,6,0,
1950.0,0,25,485.8,475.2,463.6,472.9,961.1,936.6,24,25,8,6,1,0
1951.0,0,25,485.8,475.2,463.6,472.9,961.1,936.6,24,25,8,6,0,
1952.0,0,25,485.8,475.2,463.6,472.9,961.1,936.6,24,25,8,6,0,
1953.0,0,25,485.8,475.2,463.5,473.0,961.1,936.5,24,25,8,6,0,
1954.0,0,25,485.8,475.2,465.6,473.0,961.1,938.6,24,25,8,6,0,
1955.0,0,25,485.8,475.2,462.6,473.0,961.1,935.6,24,25,8,6,1,0
1956.0,0,25,485.8,475.2,462.6,472.9,961.1,935.5,24,25,8,6,0,
1957.0,0,25,485.8,475.2,462.6,472.9,961.1,935.5,24,25,8,6,0,
1958.0,0,25,485.8,475.2,463.0,473.2,961.1,936.2,24,25,8,6,0,
1959.0,0,25,485.8,475.2,462.8,473.2,961.1,935.9,24,25,8,6,0,
1960.0,0,25,485.8,475.2,463.0,473.2,961.1,936.2,24,25,8,6,1,0
1961.0,0,25,485.8,475.2,463.0,473.2,961.1,936.2,24,25,8,6,0,
1962.0,0,25,485.8,475.2,463.8,472.5,961.1,936.3,24,25,8,6,0,
1963.0,0,25,485.8,475.2,463.8,473.5,961.1,937.3,24,25,8,6,0,
1964.0,0,25,485.8,475.2,463.8,473.5,961.1,937.3,24,25,8,6,0,
1965.0,0,25,485.8,473.7,463.6,473.5,959.5,937.2,24,26,8,6,1,0
1966.0,1,7,483.6,471.7,463.4,470.1,955.4,933.5,24,26,8,6,0,
1967.0,1,7,483.6,467.3,463.1,470.4,951.0,933.5,24,26,8,6,0,
1968.0,1,7,483.6,470.6,463.1,470.4,954.2,933.5,24,26,8,6,0,
1969.0,1,7,483.6,470.7,462.6,470.4,954.4,933.0,24,26,8,6,0,
1970.0,1,7,483.6,451.7,462.4,470.4,935.4,932.8,24,26,8,6,1,0
1971.0,0,25,485.8,480.6,463.6,472.9,966.4,936.6,24,26,8,6,0,
1972.0,0,25,485.8,479.5,463.6,472.9,965.4,936.6,24,26,8,6,0,
1973.0,0,25,485.8,479.4,463.6,472.9,965.2,936.6,24,26,8,6,0,
1974.0,0,25,485.8,479.4,463.6,472.9,965.2,936.6,24,26,8,6,0,
1975.0,0,25,485.8,477.1,463.6,472.9,962.9,936.6,24,26,8,6,1,0
1976.0,0,25,485.8,477.1,463.6,472.9,962.9,936.6,24,26,8,6,0,
1977.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
1978.0,0,25,485.8,477.2,463.5,472.9,963.1,936.4,24,26,8,6,0,
1979.0,0,25,485.8,477.2,463.8,472.9,963.1,936.8,24,26,8,6,0,
1980.0,0,25,485.8,477.2,462.6,473.1,963.1,935.7,24,26,8,6,1,0
1981.0,0,25,485.8,477.2,462.6,473.0,963.1,935.6,24,26,8,6,0,
1982.0,0,25,485.8,477.2,462.6,473.1,963.1,935.7,24,26,8,6,0,
1983.0,0,25,485.8,477.2,463.0,473.0,963.1,936.0,24,26,8,6,0,
1984.0,0,25,485.8,477.2,462.8,472.9,963.1,935.7,24,26,8,6,0,
1985.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,24,26,8,6,1,0
1986.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,24,26,8,6,0,
1987.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,24,26,8,6,0,
1988.0,0,25,485.8,477.2,463.8,473.2,963.1,937.0,24,26,8,6,0,
1989.0,0,25,485.8,477.2,463.8,473.2,963.1,937.0,24,26,8,6,0,
1990.0,0,25,485.8,477.2,463.6,473.5,963.1,937.2,24,26,8,6,1,0
1991.0,0,25,485.8,477.2,463.6,473.4,963.1,937.0,24,26,8,6,0,
1992.0,0,25,485.8,477.2,463.6,473.5,963.1,937.2,24,26,8,6,0,
1993.0,0,25,485.8,477.2,463.6,473.5,963.1,937.2,24,26,8,6,0,
1994.0,0,25,485.8,477.2,463.6,473.5,963.1,937.2,24,26,8,6,0,
1995.0,0,25,485.8,477.2,463.6,473.4,963.1,937.0,24,26,8,6,1,0
1996.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
1997.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
1998.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
1999.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
2000.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,1,0
2001.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2002.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2003.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2004.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2005.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,1,0
2006.0,0,25,485.8,477.2,463.5,473.0,963.1,936.5,24,26,8,6,0,
2007.0,0,25,485.8,477.2,463.8,473.0,963.1,936.8,24,26,8,6,0,
2008.0,0,25,485.8,477.2,462.6,472.9,963.1,935.5,24,26,8,6,0,
2009.0,0,25,485.8,477.2,462.6,472.9,963.1,935.5,24,26,8,6,0,
2010.0,0,25,485.8,477.2,462.6,472.9,963.1,935.5,24,26,8,6,1,0
2011.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,24,26,8,6,0,
2012.0,0,25,485.8,477.2,462.8,473.2,963.1,935.9,24,26,8,6,0,
2013.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,24,26,8,6,0,
2014.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,24,26,8,6,0,
2015.0,0,25,485.8,477.2,463.8,473.5,963.1,937.4,24,26,8,6,1,0
2016.0,0,25,485.8,477.2,463.8,473.5,963.1,937.3,24,26,8,6,0,
2017.0,0,25,485.8,477.2,463.8,473.5,963.1,937.3,24,26,8,6,0,
2018.0,0,25,485.8,477.2,463.6,473.5,963.1,937.2,24,26,8,6,0,
2019.0,0,25,485.8,477.2,463.6,473.1,963.1,936.7,24,26,8,6,0,
2020.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,1,0
2021.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2022.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2023.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2024.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2025.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,1,0
2026.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
2027.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
2028.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
2029.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,0,
2030.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,24,26,8,6,1,0
2031.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2032.0,0,25,485.8,477.2,463.6,473.0,963.1,936.7,24,26,8,6,0,
2033.0,0,25,485.8,477.2,463.5,473.0,963.1,936.5,24,26,8,6,0,
2034.0,0,25,485.8,477.2,463.8,473.0,963.1,936.8,24,26,8,6,0,
2035.0,0,25,485.8,477.2,462.6,472.9,963.1,935.5,24,26,8,6,1,0
2036.0,0,25,485.8,477.2,462.6,472.9,963.1,935.5,24,26,8,6,0,
2037.0,0,25,485.8,477.2,462.6,473.2,963.1,935.8,24,26,8,6,0,
2038.0,0,25,485.8,477.2,462.8,473.2,963.1,935.9,24,26,8,6,0,
2039.0,0,25,485.8,477.2,462.8,473.2,963.1,935.9,24,26,8,6,0,
2040.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,24,26,8,6,1,0
2041.0,0,25,485.8,477.2,463.7,473.2,963.1,936.9,24,26,8,6,0,
2042.0,0,25,485.8,477.2,463.8,473.5,963.1,937.3,24,26,8,6,0,
2043.0,0,25,485.8,477.2,463.8,473.5,963.1,937.3,24,26,8,6,0,
2044.0,0,25,485.8,477.2,463.6,473.5,963.1,937.2,24,26,8,6,0,
2045.0,0,25,485.8,477.2,463.6,473.1,963.1,936.7,24,26,8,6,1,0
2046.0,0,25,485.8,477.2,463.6,473.1,963.1,936.7,24,26,8,6,0,
2047.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2048.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2049.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2050.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,1,0
2051.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2052.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2053.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2054.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2055.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,1,0
2056.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,25,26,8,6,0,
2057.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,25,26,8,6,0,
2058.0,1,7,483.6,475.6,462.4,470.4,959.2,932.8,25,26,8,6,0,
2059.0,1,7,483.6,475.6,462.4,469.0,959.2,931.4,25,26,8,6,0,
2060.0,1,7,483.6,475.6,460.8,469.1,959.2,929.9,25,26,8,6,1,0
2061.0,0,25,485.8,477.2,463.5,473.0,963.1,936.5,25,26,8,6,0,
2062.0,0,25,485.8,477.2,462.6,472.9,963.1,935.5,25,26,8,6,0,
2063.0,0,25,485.8,477.2,462.6,472.9,963.1,935.5,24,26,8,6,0,
2064.0,0,25,485.8,477.2,462.6,473.2,963.1,935.8,24,26,8,6,0,
2065.0,0,25,485.8,477.2,462.8,473.2,963.1,935.9,24,26,8,6,1,0
2066.0,0,25,485.8,477.2,462.8,473.2,963.1,935.9,25,26,8,6,0,
2067.0,0,25,485.8,477.2,463.0,472.5,963.1,935.5,24,26,8,6,0,
2068.0,0,25,485.8,477.2,463.7,472.6,963.1,936.4,24,26,8,6,0,
2069.0,0,25,485.8,477.2,463.8,473.5,963.1,937.3,24,26,8,6,0,
2070.0,0,25,485.8,477.2,463.8,473.5,963.1,937.3,24,26,8,6,1,0
2071.0,0,25,485.8,477.2,463.8,473.5,963.1,937.4,24,26,8,6,0,
2072.0,0,25,485.8,477.2,463.6,473.1,963.1,936.7,24,26,8,6,0,
2073.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,24,26,8,6,0,
2074.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2075.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,1,0
2076.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2077.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2078.0,0,25,486.1,477.2,463.6,472.9,963.3,936.6,25,26,8,6,0,
2079.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2080.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,1,0
2081.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2082.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2083.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2084.0,0,25,485.8,477.2,463.6,472.9,963.1,936.6,25,26,8,6,0,
2085.0,0,25,485.8,477.2,463.2,472.9,963.1,936.1,25,26,8,6,1,0
2086.0,1,7,483.6,475.6,460.6,469.0,959.2,929.6,25,26,8,6,0,
2087.0,1,7,483.6,475.6,460.8,469.1,959.2,929.9,25,26,8,6,0,
2088.0,1,7,483.6,475.6,459.8,469.0,959.2,928.8,25,26,8,6,0,
2089.0,1,7,483.6,475.6,459.8,469.4,959.2,929.2,25,26,8,6,0,
2090.0,1,7,483.4,475.6,460.1,469.0,959.0,929.1,24,26,8,6,1,0
2091.0,0,25,485.8,477.2,462.8,473.0,963.1,935.8,24,26,8,6,0,
2092.0,0,25,485.8,477.2,462.8,473.2,963.1,935.9,24,26,8,6,0,
2093.0,0,25,485.8,477.2,463.0,473.2,963.1,936.2,25,26,8,6,0,
2094.0,0,25,485.8,477.2,463.8,473.2,963.1,936.9,25,26,8,6,0,
2095.0,0,25,486.1,477.2,463.8,473.0,963.3,936.8,25,26,8,6,1,0
2096.0,0,25,486.1,477.2,463.8,473.0,963.3,936.8,25,26,8,6,0,
2097.0,0,25,485.8,477.2,463.6,472.6,963.1,936.2,24,26,8,6,0,
2098.0,0,25,485.8,477.2,463.6,472.6,963.1,936.3,24,26,8,6,0,
2099.0,0,25,485.8,477.2,463.6,473.5,963.1,937.2,24,26,8,6,0,
2100.0,0,25,485.8,477.2,463.6,473.4,963.1,937.0,24,26,8,6,1,0
2101.0,0,25,485.8,477.2,463.6,473.4,963.1,937.0,24,26,8,6,0,
2102.0,0,25,485.8,477.2,463.6,437.4,963.1,901.0,24,26,8,7,0,
2103.0,0,25,485.8,477.2,463.6,441.9,963.1,905.6,24,26,8,7,0,
2104.0,0,25,485.8,477.2,463.6,441.9,963.1,905.6,24,26,8,7,0,
2105.0,0,25,485.8,477.2,463.6,441.9,963.1,905.6,24,26,8,7,1,0
2106.0,0,25,485.8,477.2,463.6,441.9,963.1,905.6,24,26,8,7,0,
2107.0,0,25,485.8,477.2,463.6,441.8,963.1,905.4,24,26,8,7,0,
2108.0,0,25,485.8,477.2,463.6,441.3,963.1,905.0,24,26,8,7,0,
2109.0,0,25,485.8,477.2,463.6,441.9,963.1,905.6,24,26,8,7,0,
2110.0,0,25,485.8,477.2,463.6,441.9,963.1,905.6,24,26,8,7,1,0
2111.0,0,25,485.8,477.2,463.6,441.3,963.1,905.0,24,26,8,7,0,
