timestamp,vehicle_id,vehicle_type,edge_id,lane_id,is_internal_edge,is_approach_edge,lane_position_m,lane_length_m,distance_from_stop_line_m,speed_mps,acceleration_mps2,waiting_time_s,x,y,angle_deg
1.0,f_1i_left_9.0,bike,1i,1i_2,0,1,1.6,484.9,483.3,27.77,0.0,0.0,13.1,508.4,90.0
1.0,f_1i_right_11.0,bike,1i,1i_0,0,1,1.6,484.9,483.3,27.77,0.0,0.0,13.1,502.0,90.0
1.0,f_1i_straight_10.0,car,1i,1i_1,0,1,4.6,484.9,480.3,25.0,0.0,0.0,16.1,505.2,90.0
1.0,f_2i_left_6.0,bike,2i,2i_2,0,1,1.6,484.9,483.3,27.2611,0.0,0.0,1006.9,511.6,270.0
1.0,f_2i_right_8.0,car,2i,2i_0,0,1,4.6,484.9,480.3,25.0,0.0,0.0,1003.9,518.0,270.0
1.0,f_2i_straight_7.0,hgv,2i,2i_1,0,1,10.31,484.9,474.59,19.44,0.0,0.0,998.19,514.8,270.0
1.0,f_3i_left_3.0,bike,3i,3i_2,0,1,1.6,484.9,483.3,27.77,0.0,0.0,511.6,13.1,0.0
1.0,f_3i_right_5.0,bike,3i,3i_0,0,1,1.6,484.9,483.3,27.77,0.0,0.0,518.0,13.1,0.0
1.0,f_3i_straight_4.0,car,3i,3i_1,0,1,4.6,484.9,480.3,25.0,0.0,0.0,514.8,16.1,0.0
1.0,f_4i_left_0.0,car,4i,4i_2,0,1,4.6,484.9,480.3,25.0,0.0,0.0,508.4,1003.9,180.0
1.0,f_4i_right_2.0,bike,4i,4i_0,0,1,1.6,484.9,483.3,27.77,0.0,0.0,502.0,1006.9,180.0
1.0,f_4i_straight_1.0,bus,4i,4i_1,0,1,11.64,484.9,473.26,19.44,0.0,0.0,505.2,996.86,180.0
2.0,f_1i_left_9.0,bike,1i,1i_2,0,1,27.8355,484.9,457.0645,26.2355,-1.5345,0.0,39.3355,508.4,90.0
2.0,f_1i_right_11.0,bike,1i,1i_0,0,1,28.8164,484.9,456.0836,27.2164,-0.5536,0.0,40.3164,502.0,90.0
2.0,f_1i_straight_10.0,car,1i,1i_1,0,1,28.0594,484.9,456.8406,23.4594,-1.5406,0.0,39.5594,505.2,90.0
2.0,f_2i_left_6.0,bike,2i,2i_2,0,1,28.1977,484.9,456.7023,26.5977,-0.6634,0.0,980.3023,511.6,270.0
2.0,f_2i_right_8.0,car,2i,2i_0,0,1,28.308,484.9,456.592,23.708,-1.292,0.0,980.192,518.0,270.0
2.0,f_2i_straight_7.0,hgv,2i,2i_1,0,1,28.5131,484.9,456.3869,18.2031,-1.2369,0.0,979.9869,514.8,270.0
2.0,f_3i_left_3.0,bike,3i,3i_2,0,1,29.3092,484.9,455.5908,27.7092,-0.0608,0.0,511.6,40.8092,0.0
2.0,f_3i_right_5.0,bike,3i,3i_0,0,1,27.8131,484.9,457.0869,26.2131,-1.5569,0.0,518.0,39.3131,0.0
2.0,f_3i_straight_4.0,car,3i,3i_1,0,1,29.0315,484.9,455.8685,24.4315,-0.5685,0.0,514.8,40.5315,0.0
2.0,f_4i_left_0.0,car,4i,4i_2,0,1,29.3127,484.9,455.5873,24.7127,-0.2873,0.0,508.4,979.1873,180.0
2.0,f_4i_right_2.0,bike,4i,4i_0,0,1,29.1157,484.9,455.7843,27.5157,-0.2543,0.0,502.0,979.3843,180.0
2.0,f_4i_straight_1.0,bus,4i,4i_1,0,1,30.5992,484.9,454.3008,18.9592,-0.4808,0.0,505.2,977.9008,180.0
3.0,f_1i_left_9.0,bike,1i,1i_2,0,1,54.1283,484.9,430.7717,26.2928,0.0573,0.0,65.6283,508.4,90.0
3.0,f_1i_right_11.0,bike,1i,1i_0,0,1,56.1302,484.9,428.7698,27.3138,0.0973,0.0,67.6302,502.0,90.0
3.0,f_1i_straight_10.0,car,1i,1i_1,0,1,52.2254,484.9,432.6746,24.1659,0.7065,0.0,63.7254,505.2,90.0
3.0,f_2i_left_6.0,bike,2i,2i_2,0,1,54.3591,484.9,430.5409,26.1614,-0.4363,0.0,954.1409,511.6,270.0
3.0,f_2i_right_8.0,car,2i,2i_0,0,1,49.2159,484.9,435.6841,20.908,-2.8,0.0,959.2841,518.0,270.0
3.0,f_2i_straight_7.0,hgv,2i,2i_1,0,1,47.4764,484.9,437.4236,18.9633,0.7602,0.0,961.0236,514.8,270.0
3.0,f_3i_left_3.0,bike,3i,3i_2,0,1,56.4852,484.9,428.4148,27.176,-0.5332,0.0,511.6,67.9852,0.0
3.0,f_3i_right_5.0,bike,3i,3i_0,0,1,52.2446,484.9,432.6554,24.4315,-1.7815,0.0,518.0,63.7446,0.0
3.0,f_3i_straight_4.0,car,3i,3i_1,0,1,53.2374,484.9,431.6626,24.2059,-0.2256,0.0,514.8,64.7374,0.0
3.0,f_4i_left_0.0,car,4i,4i_2,0,1,53.6962,484.9,431.2038,24.3835,-0.3292,0.0,508.4,954.8038,180.0
3.0,f_4i_right_2.0,bike,4i,4i_0,0,1,53.8313,484.9,431.0687,24.7157,-2.8,0.0,502.0,954.6687,180.0
3.0,f_4i_straight_1.0,bus,4i,4i_1,0,1,49.594,484.9,435.306,18.9949,0.0357,0.0,505.2,958.906,180.0
4.0,f_1i_left_9.0,bike,1i,1i_2,0,1,81.0905,484.9,403.8095,26.9622,0.6694,0.0,92.5905,508.4,90.0
4.0,f_1i_right_11.0,bike,1i,1i_0,0,1,82.3552,484.9,402.5448,26.225,-1.0888,0.0,93.8552,502.0,90.0
4.0,f_1i_straight_10.0,car,1i,1i_1,0,1,75.583,484.9,409.317,23.3576,-0.8083,0.0,87.083,505.2,90.0
4.0,f_2i_left_6.0,bike,2i,2i_2,0,1,81.1043,484.9,403.7957,26.7451,0.5837,0.0,927.3957,511.6,270.0
4.0,f_2i_right_8.0,car,2i,2i_0,0,1,72.1713,484.9,412.7287,22.9553,2.0474,0.0,936.3287,518.0,270.0
4.0,f_2i_straight_7.0,hgv,2i,2i_1,0,1,66.6713,484.9,418.2287,19.1949,0.2316,0.0,941.8287,514.8,270.0
4.0,f_3i_left_3.0,bike,3i,3i_2,0,1,83.3882,484.9,401.5118,26.903,-0.273,0.0,511.6,94.8882,0.0
4.0,f_3i_right_5.0,bike,3i,3i_0,0,1,76.4505,484.9,408.4495,24.2059,-0.2256,0.0,518.0,87.9505,0.0
4.0,f_3i_straight_4.0,car,3i,3i_1,0,1,78.0967,484.9,406.8033,24.8593,0.6534,0.0,514.8,89.5967,0.0
4.0,f_4i_left_0.0,car,4i,4i_2,0,1,78.6648,484.9,406.2352,24.9686,0.5851,0.0,508.4,929.8352,180.0
4.0,f_4i_right_2.0,bike,4i,4i_0,0,1,81.2716,484.9,403.6284,27.4403,2.7246,0.0,502.0,927.2284,180.0
4.0,f_4i_straight_1.0,bus,4i,4i_1,0,1,69.0147,484.9,415.8853,19.4207,0.4258,0.0,505.2,939.4853,180.0
5.0,f_1i_left_9.0,bike,1i,1i_2,0,1,107.7678,484.9,377.1322,26.6773,-0.2849,0.0,119.2678,508.4,90.0
5.0,f_1i_right_11.0,bike,1i,1i_0,0,1,109.5747,484.9,375.3253,27.2195,0.9946,0.0,121.0747,502.0,90.0
5.0,f_1i_straight_10.0,car,1i,1i_1,0,1,99.1062,484.9,385.7938,23.5233,0.1656,0.0,110.6062,505.2,90.0
5.0,f_2i_left_6.0,bike,2i,2i_2,0,1,108.3117,484.9,376.5883,27.2075,0.4624,0.0,900.1883,511.6,270.0
5.0,f_2i_right_8.0,car,2i,2i_0,0,1,96.407,484.9,388.493,24.2357,1.2804,0.0,912.093,518.0,270.0
5.0,f_2i_straight_7.0,hgv,2i,2i_1,0,1,85.2637,484.9,399.6363,18.5924,-0.6025,0.0,923.2363,514.8,270.0
5.0,f_3i_left_3.0,bike,3i,3i_2,0,1,110.1922,484.9,374.7078,26.804,-0.099,0.0,511.6,121.6922,0.0
5.0,f_3i_right_5.0,bike,3i,3i_0,0,1,101.3098,484.9,383.5902,24.8593,0.6534,0.0,518.0,112.8098,0.0
5.0,f_3i_straight_4.0,car,3i,3i_1,0,1,102.3434,484.9,382.5566,24.2466,-0.6127,0.0,514.8,113.8434,0.0
5.0,f_4i_left_0.0,car,4i,4i_2,0,1,102.7156,484.9,382.1844,24.0508,-0.9178,0.0,508.4,905.7844,180.0
5.0,f_4i_right_2.0,bike,4i,4i_0,0,1,107.5459,484.9,377.3541,26.2743,-1.166,0.0,502.0,900.9541,180.0
5.0,f_4i_straight_1.0,bus,4i,4i_1,0,1,88.416,484.9,396.484,19.4013,-0.0194,0.0,505.2,920.084,180.0
6.0,f_1i_left_9.0,bike,1i,1i_2,0,1,134.2039,484.9,350.6961,26.4362,-0.2411,0.0,145.7039,508.4,90.0
6.0,f_1i_right_11.0,bike,1i,1i_0,0,1,135.5981,484.9,349.3019,26.0234,-1.1961,0.0,147.0981,502.0,90.0
6.0,f_1i_straight_10.0,car,1i,1i_1,0,1,123.506,484.9,361.394,24.3997,0.8765,0.0,135.006,505.2,90.0
6.0,f_2i_left_6.0,bike,2i,2i_2,0,1,134.3678,484.9,350.5322,26.0561,-1.1514,0.0,874.1322,511.6,270.0
6.0,f_2i_right_8.0,car,2i,2i_0,0,1,119.9419,484.9,364.9581,23.5349,-0.7008,0.0,888.5581,518.0,270.0
6.0,f_2i_straight_7.0,hgv,2i,2i_1,0,1,104.1606,484.9,380.7394,18.8968,0.3044,0.0,904.3394,514.8,270.0
6.0,f_3i_left_3.0,bike,3i,3i_2,0,1,137.2588,484.9,347.6412,27.0666,0.2626,0.0,511.6,148.7588,0.0
6.0,f_3i_right_5.0,bike,3i,3i_0,0,1,123.3691,484.9,361.5309,22.0593,-2.8,0.0,518.0,134.8691,0.0
6.0,f_3i_straight_4.0,car,3i,3i_1,0,1,126.6537,484.9,358.2463,24.3103,0.0637,0.0,514.8,138.1537,0.0
6.0,f_4i_left_0.0,car,4i,4i_2,0,1,126.1897,484.9,358.7103,23.4741,-0.5767,0.0,508.4,882.3103,180.0
6.0,f_4i_right_2.0,bike,4i,4i_0,0,1,133.692,484.9,351.208,26.1462,-0.1281,0.0,502.0,874.808,180.0
6.0,f_4i_straight_1.0,bus,4i,4i_1,0,1,107.5725,484.9,377.3275,19.1565,-0.2447,0.0,505.2,900.9275,180.0
7.0,f_1i_left_9.0,bike,1i,1i_2,0,1,161.2391,484.9,323.6609,27.0352,0.599,0.0,172.7391,508.4,90.0
7.0,f_1i_right_11.0,bike,1i,1i_0,0,1,161.8027,484.9,323.0973,26.2046,0.1812,0.0,173.3027,502.0,90.0
7.0,f_1i_straight_10.0,car,1i,1i_1,0,1,147.4534,484.9,337.4466,23.9474,-0.4523,0.0,158.9534,505.2,90.0
7.0,f_2i_left_6.0,bike,2i,2i_2,0,1,160.3212,484.9,324.5788,25.9534,-0.1026,0.0,848.1788,511.6,270.0
7.0,f_2i_right_8.0,car,2i,2i_0,0,1,143.8421,484.9,341.0579,23.9001,0.3652,0.0,864.6579,518.0,270.0
