timestamp,approach_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m
0,1i,0,,,
0,2i,0,,,
0,3i,0,,,
0,4i,0,,,
5,1i,1,19.4187,395.85,395.85
5,2i,0,,,
5,3i,0,,,
5,4i,0,,,
10,1i,1,19.3673,300.29,300.29
10,2i,0,,,
10,3i,0,,,
10,4i,0,,,
15,1i,1,18.8523,205.04,205.04
15,2i,0,,,
15,3i,0,,,
15,4i,0,,,
20,1i,1,19.1068,109.32,109.32
20,2i,0,,,
20,3i,0,,,
20,4i,0,,,
25,1i,1,13.0337,23.14,23.14
25,2i,0,,,
25,3i,0,,,
25,4i,0,,,
30,1i,1,0.0,1.0,1.0
30,2i,0,,,
30,3i,0,,,
30,4i,0,,,
35,1i,1,0.0,1.0,1.0
35,2i,0,,,
35,3i,0,,,
35,4i,0,,,
40,1i,1,0.0,1.0,1.0
40,2i,0,,,
40,3i,0,,,
40,4i,0,,,
45,1i,1,0.0,1.0,1.0
45,2i,0,,,
45,3i,0,,,
45,4i,0,,,
50,1i,0,,,
50,2i,0,,,
50,3i,0,,,
50,4i,0,,,
55,1i,0,,,
55,2i,0,,,
55,3i,0,,,
55,4i,0,,,
60,1i,0,,,
60,2i,0,,,
60,3i,0,,,
60,4i,0,,,
65,1i,1,26.9291,376.55,376.55
65,2i,0,,,
65,3i,0,,,
65,4i,0,,,
70,1i,1,27.2184,241.03,241.03
70,2i,0,,,
70,3i,0,,,
70,4i,0,,,
75,1i,1,23.9874,108.81,108.81
75,2i,0,,,
75,3i,0,,,
75,4i,0,,,
80,1i,1,12.6961,26.22,26.22
80,2i,0,,,
80,3i,0,,,
80,4i,0,,,
85,1i,1,0.1258,1.02,1.02
85,2i,0,,,
85,3i,0,,,
85,4i,0,,,
90,1i,1,0.0,1.0,1.0
90,2i,0,,,
90,3i,0,,,
90,4i,0,,,
95,1i,1,0.0,1.0,1.0
95,2i,1,19.2808,396.72,396.72
95,3i,0,,,
95,4i,0,,,
100,1i,1,0.0,1.0,1.0
100,2i,1,18.8437,300.82,300.82
100,3i,0,,,
100,4i,0,,,
105,1i,1,0.0,1.0,1.0
105,2i,1,19.2213,205.3,205.3
105,3i,0,,,
105,4i,0,,,
110,1i,1,0.0,1.0,1.0
110,2i,1,18.0005,110.64,110.64
110,3i,0,,,
110,4i,0,,,
115,1i,1,0.0,1.0,1.0
115,2i,1,14.7002,29.8,29.8
115,3i,0,,,
115,4i,0,,,
120,1i,1,0.0,1.0,1.0
120,2i,1,0.0,1.0,1.0
120,3i,0,,,
120,4i,0,,,
125,1i,1,0.0,1.0,1.0
125,2i,2,13.1817,1.0,376.08
125,3i,0,,,
125,4i,0,,,
130,1i,1,0.0,1.0,1.0
130,2i,2,13.5646,1.0,243.14
130,3i,0,,,
130,4i,0,,,
135,1i,1,0.0,1.0,1.0
135,2i,2,11.1996,1.0,115.36
135,3i,0,,,
135,4i,0,,,
140,1i,0,,,
140,2i,2,16.9353,41.21,384.27
140,3i,1,27.152,376.55,376.55
140,4i,0,,,
145,1i,0,,,
145,2i,2,17.5939,0.54,263.54
145,3i,1,27.5691,241.4,241.4
145,4i,0,,,
150,1i,0,,,
150,2i,1,24.6609,140.92,140.92
150,3i,1,25.9622,107.71,107.71
150,4i,0,,,
155,1i,1,19.0405,396.82,396.82
155,2i,1,14.8275,41.37,41.37
155,3i,1,12.0188,19.61,19.61
155,4i,0,,,
160,1i,1,18.9079,300.82,300.82
160,2i,1,1.2146,8.07,8.07
160,3i,1,0.0,1.0,1.0
160,4i,0,,,
165,1i,1,19.0942,205.08,205.08
165,2i,1,0.0,8.0,8.0
165,3i,1,0.0,1.0,1.0
165,4i,0,,,
170,1i,1,16.1773,119.94,119.94
170,2i,1,5.2732,0.77,0.77
170,3i,1,0.0,1.0,1.0
170,4i,0,,,
175,1i,1,15.3443,32.72,32.72
175,2i,0,,,
175,3i,1,0.0,1.0,1.0
175,4i,0,,,
180,1i,1,0.3443,1.0,1.0
180,2i,0,,,
180,3i,1,0.0,1.0,1.0
180,4i,0,,,
185,1i,1,0.0,1.0,1.0
185,2i,0,,,
185,3i,1,0.0,1.0,1.0
185,4i,0,,,
190,1i,1,0.0,1.0,1.0
190,2i,0,,,
190,3i,1,0.0,1.0,1.0
190,4i,0,,,
195,1i,1,0.0,1.0,1.0
195,2i,0,,,
195,3i,1,0.0,1.0,1.0
195,4i,0,,,
200,1i,1,0.0,1.0,1.0
200,2i,0,,,
200,3i,1,0.0,1.0,1.0
200,4i,0,,,
205,1i,1,0.0,1.0,1.0
205,2i,0,,,
