timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested,visible_queue_length_m_change_30s,visible_mean_speed_mps_change_30s,visible_occupancy_fraction,probe_count_change_30s,probe_max_distance_to_stopline_m_change_30s,current_phase,phase_elapsed_s,is_green_for_approach,red_duration_s,estimated_density_k_veh_per_km,observed_flow_veh_per_hour,estimated_queue_front_propagation_m_per_s,estimated_hidden_queue_extension_m,true_queue_length_m,true_queue_beyond_camera
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_burst_demand_OOD,ood,ood,0.5,,,0.0,,,,,,,0.0,0.0,,,0.0,False
5,1i,150.0,0,0.0,0,0.0,False,3,26.01,375.28,384.26,scenario_burst_demand_OOD,ood,ood,0.5,,,0.0,,,0.0,4.0,True,,0.0,0.0,,,0.0,False
10,1i,150.0,0,0.0,0,0.0,False,3,25.9856,241.37,262.58,scenario_burst_demand_OOD,ood,ood,0.5,,,0.0,,,0.0,9.0,True,,0.0,0.0,,,0.0,False
15,1i,150.0,3,25.1361,0,0.0,False,3,25.1361,106.83,142.01,scenario_burst_demand_OOD,ood,ood,0.5,,,0.0,,,0.0,14.0,True,,20.0,1809.7992,,,0.0,False
20,1i,150.0,3,13.133,0,0.0,False,3,13.133,21.34,41.29,scenario_burst_demand_OOD,ood,ood,0.5,,,0.0,,,0.0,19.0,True,,20.0,945.576,,,0.0,False
25,1i,150.0,3,0.8378,0,0.0,False,3,0.8378,1.0,1.02,scenario_burst_demand_OOD,ood,ood,0.5,,,0.0,,,0.0,24.0,True,,20.0,60.3216,,,0.0,False
30,1i,150.0,3,0.0,3,1.0,False,3,0.0,1.0,1.0,scenario_burst_demand_OOD,ood,ood,0.5,1.0,0.0,0.0066666666666666,3.0,,1.0,4.0,False,5.0,20.0,0.0,0.0333333333333333,,1.0,False
35,1i,150.0,3,0.0,3,1.0,False,3,0.0,1.0,1.0,scenario_burst_demand_OOD,ood,ood,0.5,1.0,0.0,0.0066666666666666,0.0,-383.26,2.0,2.0,True,,20.0,0.0,0.0333333333333333,,1.0,False
40,1i,150.0,3,0.0,3,1.0,False,3,0.0,1.0,1.0,scenario_burst_demand_OOD,ood,ood,0.5,1.0,0.0,0.0066666666666666,0.0,-261.58,3.0,1.0,False,5.0,20.0,0.0,0.0333333333333333,,1.0,False
45,1i,150.0,3,0.0,3,1.0,False,5,8.6529,1.0,415.73,scenario_burst_demand_OOD,ood,ood,0.5,1.0,-25.1361,0.0066666666666666,2.0,273.72,3.0,6.0,False,10.0,20.0,0.0,0.0333333333333333,,1.0,False
50,1i,150.0,1,0.0,1,1.0,False,3,14.2811,1.0,320.19,scenario_burst_demand_OOD,ood,ood,0.5,1.0,-13.133,0.0066666666666666,0.0,278.9,4.0,4.0,False,15.0,6.666666666666667,0.0,0.0333333333333333,,1.0,False
55,1i,150.0,2,12.2267,1,1.0,False,3,14.6329,1.0,224.53,scenario_burst_demand_OOD,ood,ood,0.5,1.0,11.3889,0.0066666666666666,0.0,223.51,4.0,9.0,False,20.0,13.333333333333334,586.8816,0.0333333333333333,,1.0,False
60,1i,150.0,4,12.4528,1,1.0,False,3,11.4711,1.0,131.67,scenario_burst_demand_OOD,ood,ood,0.5,0.0,12.4528,0.0066666666666666,0.0,130.67,4.0,14.0,False,25.0,26.666666666666668,1195.4688,0.0,,1.0,False
65,1i,150.0,3,5.6442,1,1.0,False,3,5.6442,1.0,58.93,scenario_burst_demand_OOD,ood,ood,0.5,0.0,5.6442,0.0066666666666666,0.0,57.93,4.0,19.0,False,30.0,20.0,406.3824,0.0,,1.0,False
70,1i,150.0,3,2.7498,2,5.0,False,3,2.7498,1.0,8.68,scenario_burst_demand_OOD,ood,ood,0.5,4.0,2.7498,0.0333333333333333,0.0,7.68,4.0,24.0,False,35.0,20.0,197.98560000000003,0.1333333333333333,,5.0,False
75,1i,150.0,3,0.0,3,5.0,False,3,0.0,1.0,5.0,scenario_burst_demand_OOD,ood,ood,0.5,4.0,0.0,0.0333333333333333,-2.0,-410.73,5.0,4.0,False,40.0,20.0,0.0,0.1333333333333333,,5.0,False
80,1i,150.0,1,0.0,1,1.0,False,1,0.0,1.0,1.0,scenario_burst_demand_OOD,ood,ood,0.5,0.0,0.0,0.0066666666666666,-2.0,-319.19,6.0,2.0,False,45.0,6.666666666666667,0.0,0.0,,1.0,False
85,1i,150.0,1,0.0,1,1.0,False,3,16.861,1.0,430.39,scenario_burst_demand_OOD,ood,ood,0.5,0.0,-12.2267,0.0066666666666666,0.0,205.86,7.0,1.0,False,50.0,6.666666666666667,0.0,0.0,,1.0,False
90,1i,150.0,1,0.0,1,1.0,False,3,16.2421,1.0,301.49,scenario_burst_demand_OOD,ood,ood,0.5,0.0,-12.4528,0.0066666666666666,0.0,169.82000000000002,7.0,6.0,False,55.0,6.666666666666667,0.0,0.0,,1.0,False
95,1i,150.0,2,12.1811,1,1.0,False,3,16.5293,1.0,178.68,scenario_burst_demand_OOD,ood,ood,0.5,0.0,6.536900000000001,0.0066666666666666,0.0,119.75,0.0,4.0,True,,13.333333333333334,584.6928000000001,0.0,,1.0,False
100,1i,150.0,3,11.2292,1,1.0,False,3,11.2292,1.0,68.39,scenario_burst_demand_OOD,ood,ood,0.5,-4.0,8.4794,0.0066666666666666,0.0,59.71,0.0,9.0,True,,20.0,808.5024,-0.1333333333333333,,1.0,False
105,1i,150.0,4,6.1233,1,1.0,False,3,1.9883,1.0,17.07,scenario_burst_demand_OOD,ood,ood,0.5,-4.0,6.1233,0.0066666666666666,0.0,12.07,0.0,14.0,True,,26.666666666666668,587.8368,-0.1333333333333333,,1.0,False
110,1i,150.0,4,1.2383,3,15.04,False,3,0.0004,1.0,15.04,scenario_burst_demand_OOD,ood,ood,0.5,14.04,1.2383,0.1002666666666666,2.0,14.04,0.0,19.0,True,,26.666666666666668,118.87680000000002,0.4679999999999999,,15.04,False
115,1i,150.0,4,0.0,4,15.04,False,3,0.0,1.0,15.04,scenario_burst_demand_OOD,ood,ood,0.5,14.04,0.0,0.1002666666666666,0.0,-415.35,0.0,24.0,True,,26.666666666666668,0.0,0.4679999999999999,,15.04,False
120,1i,150.0,4,0.0,4,15.04,False,3,0.0,1.0,15.04,scenario_burst_demand_OOD,ood,ood,0.5,14.04,0.0,0.1002666666666666,0.0,-286.45,1.0,4.0,False,5.0,26.666666666666668,0.0,0.4679999999999999,,15.04,False
125,1i,150.0,4,0.0,4,15.04,False,5,10.078,1.0,456.78,scenario_burst_demand_OOD,ood,ood,0.5,14.04,-12.1811,0.1002666666666666,2.0,278.1,2.0,2.0,True,,26.666666666666668,0.0,0.4679999999999999,,15.04,False
130,1i,150.0,4,0.0,4,15.04,False,5,10.1787,1.0,337.07,scenario_burst_demand_OOD,ood,ood,0.5,14.04,-11.2292,0.1002666666666666,2.0,268.68,3.0,1.0,False,5.0,26.666666666666668,0.0,0.4679999999999999,,15.04,False
135,1i,150.0,5,4.8894,4,15.04,False,5,9.6559,1.0,216.83,scenario_burst_demand_OOD,ood,ood,0.5,14.04,-1.2339000000000002,0.1002666666666666,2.0,199.76,3.0,6.0,False,10.0,33.333333333333336,586.7280000000002,0.4679999999999999,,15.04,False
140,1i,150.0,5,12.079,1,1.0,False,3,13.9328,8.03,99.17,scenario_burst_demand_OOD,ood,ood,0.5,-14.04,10.8407,0.0066666666666666,0.0,84.13,4.0,4.0,False,15.0,33.333333333333336,1449.48,-0.4679999999999999,,1.0,False
145,1i,150.0,3,6.3516,1,1.0,False,1,8.8976,27.12,27.12,scenario_burst_demand_OOD,ood,ood,0.5,-14.04,6.3516,0.0066666666666666,-2.0,12.080000000000002,4.0,9.0,False,20.0,20.0,457.3152,-0.4679999999999999,,1.0,False
150,1i,150.0,2,0.007,2,13.71,False,1,0.014,13.71,13.71,scenario_burst_demand_OOD,ood,ood,0.5,-1.3299999999999983,0.007,0.0914,-2.0,-1.3299999999999983,4.0,14.0,False,25.0,13.333333333333334,0.336,-0.0443333333333332,,13.71,False
155,1i,150.0,2,0.0,2,13.71,False,1,0.0,13.71,13.71,scenario_burst_demand_OOD,ood,ood,0.5,-1.3299999999999983,0.0,0.0914,-4.0,-443.07,4.0,19.0,False,30.0,13.333333333333334,0.0,-0.0443333333333332,,13.71,False
160,1i,150.0,2,0.0,2,13.71,False,1,0.0,13.71,13.71,scenario_burst_demand_OOD,ood,ood,0.5,-1.3299999999999983,0.0,0.0914,-4.0,-323.36,4.0,24.0,False,35.0,13.333333333333334,0.0,-0.0443333333333332,,13.71,False
165,1i,150.0,2,0.0,2,13.71,False,3,15.7367,13.71,483.3,scenario_burst_demand_OOD,ood,ood,0.5,-1.3299999999999983,-4.8894,0.0914,-2.0,266.47,5.0,4.0,False,40.0,13.333333333333334,0.0,-0.0443333333333332,,13.71,False
170,1i,150.0,1,3.0016,0,0.0,False,3,15.9897,8.65,378.84,scenario_burst_demand_OOD,ood,ood,0.5,-1.0,-9.0774,0.0,0.0,279.67,6.0,2.0,False,45.0,6.666666666666667,72.0384,-0.0333333333333333,,0.0,False
175,1i,150.0,1,22.4273,0,0.0,False,2,23.3611,214.34,283.66,scenario_burst_demand_OOD,ood,ood,0.5,-1.0,16.075699999999998,0.0,1.0,256.54,7.0,1.0,False,50.0,6.666666666666667,538.2552000000001,-0.0333333333333333,,0.0,False
180,1i,150.0,2,16.0491,0,0.0,False,2,20.8539,84.54,190.04,scenario_burst_demand_OOD,ood,ood,0.5,-13.71,16.042099999999998,0.0,1.0,176.32999999999998,7.0,6.0,False,55.0,13.333333333333334,770.3568,-0.457,,0.0,False
185,1i,150.0,3,8.8265,1,1.0,False,2,13.2367,10.07,97.96,scenario_burst_demand_OOD,ood,ood,0.5,-12.71,8.8265,0.0066666666666666,1.0,84.25,0.0,4.0,True,,20.0,635.5079999999999,-0.4236666666666667,,1.0,False
190,1i,150.0,3,4.0714,2,1.0,False,2,6.1071,1.0,19.86,scenario_burst_demand_OOD,ood,ood,0.5,-12.71,4.0714,0.0066666666666666,1.0,6.149999999999999,0.0,9.0,True,,20.0,293.1408,-0.4236666666666667,,1.0,False
195,1i,150.0,3,0.0,3,1.0,False,2,0.0,1.0,1.0,scenario_burst_demand_OOD,ood,ood,0.5,-12.71,0.0,0.0066666666666666,-1.0,-482.3,0.0,14.0,True,,20.0,0.0,-0.4236666666666667,,1.0,False
200,1i,150.0,3,0.0,3,1.0,False,3,6.48,1.0,473.26,scenario_burst_demand_OOD,ood,ood,0.5,1.0,-3.0016,0.0066666666666666,0.0,94.42000000000002,0.0,19.0,True,,20.0,0.0,0.0333333333333333,,1.0,False
