timestamp,vehicle_id,vehicle_type,edge_id,lane_id,is_internal_edge,is_approach_edge,lane_position_m,lane_length_m,distance_from_stop_line_m,speed_mps,acceleration_mps2,waiting_time_s,x,y,angle_deg
1.0,f_1i_left_9.0,hgv,1i,1i_2,0,1,10.31,484.9,474.59,19.44,0.0,0.0,21.81,508.4,90.0
1.0,f_1i_right_11.0,hgv,1i,1i_0,0,1,10.31,484.9,474.59,19.44,0.0,0.0,21.81,502.0,90.0
1.0,f_1i_straight_10.0,hgv,1i,1i_1,0,1,10.31,484.9,474.59,19.44,0.0,0.0,21.81,505.2,90.0
1.0,f_2i_left_6.0,bike,2i,2i_2,0,1,1.6,484.9,483.3,27.77,0.0,0.0,1006.9,511.6,270.0
1.0,f_2i_right_8.0,car,2i,2i_0,0,1,4.6,484.9,480.3,25.0,0.0,0.0,1003.9,518.0,270.0
1.0,f_2i_straight_7.0,car,2i,2i_1,0,1,4.6,484.9,480.3,25.0,0.0,0.0,1003.9,514.8,270.0
1.0,f_3i_left_3.0,bike,3i,3i_2,0,1,1.6,484.9,483.3,25.9123,0.0,0.0,511.6,13.1,0.0
1.0,f_3i_right_5.0,car,3i,3i_0,0,1,4.6,484.9,480.3,25.0,0.0,0.0,518.0,16.1,0.0
1.0,f_3i_straight_4.0,hgv,3i,3i_1,0,1,10.31,484.9,474.59,19.44,0.0,0.0,514.8,21.81,0.0
1.0,f_4i_left_0.0,car,4i,4i_2,0,1,4.6,484.9,480.3,25.0,0.0,0.0,508.4,1003.9,180.0
1.0,f_4i_right_2.0,hgv,4i,4i_0,0,1,10.31,484.9,474.59,19.44,0.0,0.0,502.0,998.19,180.0
1.0,f_4i_straight_1.0,car,4i,4i_1,0,1,4.6,484.9,480.3,25.0,0.0,0.0,505.2,1003.9,180.0
2.0,f_1i_left_9.0,hgv,1i,1i_2,0,1,29.3546,484.9,455.5454,19.0446,-0.3954,0.0,40.8546,508.4,90.0
2.0,f_1i_right_11.0,hgv,1i,1i_0,0,1,28.9061,484.9,455.9939,18.5961,-0.8439,0.0,40.4061,502.0,90.0
2.0,f_1i_straight_10.0,hgv,1i,1i_1,0,1,29.357,484.9,455.543,19.047,-0.393,0.0,40.857,505.2,90.0
