timestamp,approach_edge,true_queue_length_m,true_queue_beyond_camera
0,1i,0.0,False
0,2i,0.0,False
0,3i,0.0,False
0,4i,0.0,False
5,1i,0.0,False
5,2i,0.0,False
5,3i,0.0,False
5,4i,0.0,False
10,1i,0.0,False
10,2i,0.0,False
10,3i,0.0,False
10,4i,0.0,False
15,1i,0.0,False
15,2i,0.0,False
15,3i,0.0,False
15,4i,0.0,False
20,1i,0.0,False
20,2i,0.0,False
20,3i,0.0,False
20,4i,0.0,False
25,1i,1.0,False
25,2i,1.0,False
25,3i,0.0,False
25,4i,0.0,False
30,1i,1.0,False
30,2i,1.0,False
30,3i,1.0,False
30,4i,0.0,False
35,1i,1.0,False
35,2i,1.0,False
35,3i,0.0,False
35,4i,0.0,False
40,1i,1.0,False
40,2i,1.0,False
40,3i,0.0,False
40,4i,0.0,False
45,1i,1.0,False
45,2i,1.0,False
45,3i,0.0,False
45,4i,1.0,False
50,1i,1.0,False
50,2i,5.03,False
50,3i,0.0,False
50,4i,15.04,False
55,1i,5.0,False
55,2i,5.0,False
55,3i,1.0,False
55,4i,15.04,False
60,1i,5.0,False
60,2i,5.0,False
60,3i,1.0,False
60,4i,19.05,False
65,1i,5.0,False
65,2i,5.0,False
65,3i,1.08,False
65,4i,19.04,False
70,1i,5.0,False
70,2i,5.0,False
70,3i,1.0,False
70,4i,26.04,False
75,1i,12.0,False
75,2i,9.0,False
75,3i,13.71,False
75,4i,26.04,False
80,1i,0.0,False
80,2i,0.0,False
80,3i,13.71,False
80,4i,33.05,False
85,1i,1.0,False
85,2i,1.0,False
85,3i,13.71,False
85,4i,33.05,False
90,1i,1.0,False
90,2i,1.0,False
90,3i,13.71,False
90,4i,40.06,False
95,1i,1.0,False
95,2i,1.0,False
95,3i,17.94,False
95,4i,40.05,False
100,1i,1.0,False
100,2i,1.0,False
100,3i,17.71,False
100,4i,43.23,False
105,1i,1.0,False
105,2i,1.0,False
105,3i,17.71,False
105,4i,43.01,False
110,1i,1.0,False
110,2i,1.0,False
110,3i,17.71,False
110,4i,47.04,False
115,1i,1.0,False
115,2i,1.0,False
115,3i,17.71,False
115,4i,47.01,False
120,1i,8.06,False
120,2i,1.0,False
120,3i,21.72,False
120,4i,47.01,False
125,1i,8.0,False
125,2i,1.0,False
125,3i,21.71,False
125,4i,54.02,False
130,1i,8.0,False
130,2i,8.0,False
130,3i,0.0,False
130,4i,68.09,False
135,1i,8.0,False
135,2i,8.0,False
135,3i,1.02,False
135,4i,89.1,False
140,1i,8.0,False
140,2i,8.0,False
140,3i,1.0,False
140,4i,95.49,False
145,1i,8.0,False
145,2i,22.04,False
145,3i,5.0,False
145,4i,71.8,False
150,1i,8.0,False
150,2i,22.04,False
150,3i,5.0,False
150,4i,88.81,False
155,1i,15.01,False
155,2i,22.04,False
155,3i,5.0,False
155,4i,95.13,False
160,1i,15.0,False
160,2i,22.04,False
160,3i,5.0,False
160,4i,102.1,False
165,1i,29.09,False
165,2i,22.04,False
165,3i,12.06,False
165,4i,106.1,False
170,1i,29.04,False
170,2i,21.16,False
170,3i,12.0,False
170,4i,110.11,False
175,1i,0.0,False
175,2i,0.0,False
175,3i,12.0,False
175,4i,117.11,False
180,1i,15.04,False
180,2i,1.01,False
180,3i,12.0,False
180,4i,121.12,False
185,1i,15.04,False
185,2i,5.0,False
185,3i,12.0,False
185,4i,121.1,False
190,1i,19.04,False
190,2i,5.0,False
190,3i,16.01,False
190,4i,121.1,False
195,1i,19.04,False
195,2i,5.0,False
195,3i,16.0,False
195,4i,137.88,False
200,1i,19.04,False
200,2i,19.04,False
200,3i,16.0,False
200,4i,141.82,False
205,1i,19.04,False
205,2i,19.04,False
205,3i,16.0,False
205,4i,148.82,False
210,1i,19.04,False
210,2i,19.04,False
210,3i,16.0,False
210,4i,148.81,False
215,1i,23.04,False
215,2i,33.08,False
215,3i,16.0,False
215,4i,155.82,True
220,1i,23.04,False
220,2i,33.08,False
220,3i,0.0,False
220,4i,155.82,True
225,1i,23.04,False
225,2i,33.08,False
225,3i,1.0,False
225,4i,175.53,True
230,1i,23.04,False
230,2i,33.08,False
230,3i,8.0,False
230,4i,175.53,True
235,1i,27.06,False
235,2i,37.09,False
235,3i,8.0,False
235,4i,175.53,True
240,1i,27.05,False
240,2i,37.09,False
240,3i,22.04,False
240,4i,196.57,True
245,1i,27.05,False
245,2i,37.09,False
245,3i,22.04,False
245,4i,200.5,True
250,1i,27.05,False
250,2i,37.09,False
250,3i,22.04,False
250,4i,203.51,True
255,1i,27.05,False
255,2i,37.09,False
255,3i,22.04,False
255,4i,148.79,False
260,1i,34.05,False
260,2i,37.09,False
260,3i,29.04,False
260,4i,182.44,True
265,1i,1.0,False
265,2i,1.0,False
265,3i,29.04,False
265,4i,197.17,True
270,1i,13.08,False
270,2i,15.07,False
270,3i,29.04,False
270,4i,213.39,True
275,1i,20.01,False
275,2i,23.06,False
275,3i,29.04,False
275,4i,213.29,True
280,1i,20.01,False
280,2i,23.04,False
280,3i,29.04,False
280,4i,220.31,True
285,1i,27.01,False
285,2i,35.76,False
285,3i,36.05,False
285,4i,241.34,True
290,1i,27.01,False
290,2i,35.76,False
290,3i,36.05,False
290,4i,248.35,True
295,1i,27.01,False
295,2i,35.76,False
295,3i,36.05,False
295,4i,252.36,True
300,1i,27.01,False
300,2i,35.76,False
300,3i,36.05,False
300,4i,252.33,True
305,1i,34.02,False
305,2i,39.76,False
305,3i,43.06,False
305,4i,256.33,True
310,1i,34.01,False
310,2i,39.76,False
310,3i,41.14,False
310,4i,260.33,True
315,1i,34.01,False
315,2i,39.76,False
315,3i,1.0,False
315,4i,260.33,True
320,1i,34.01,False
320,2i,39.76,False
320,3i,22.12,False
320,4i,264.33,True
325,1i,34.01,False
325,2i,39.76,False
325,3i,22.0,False
325,4i,284.11,True
330,1i,38.01,False
330,2i,39.76,False
330,3i,22.0,False
330,4i,284.04,True
335,1i,38.01,False
335,2i,39.76,False
335,3i,22.0,False
