timestamp,approach_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m
0,1i,0,,,
0,2i,0,,,
0,3i,0,,,
0,4i,0,,,
5,1i,1,26.1393,376.65,376.65
5,2i,3,25.0867,375.28,384.26
5,3i,2,23.1219,379.98,396.79
5,4i,2,23.9368,382.99,384.91
10,1i,1,26.0862,241.94,241.94
10,2i,3,25.0623,241.49,263.3
10,3i,2,22.75,245.49,301.45
10,4i,2,23.4162,265.08,267.16
15,1i,1,26.6297,108.87,108.87
15,2i,3,24.6188,109.56,142.01
15,3i,2,22.7175,112.67,205.35
15,4i,2,23.8304,142.84,148.93
20,1i,2,15.4808,19.02,454.3
20,2i,3,14.7405,22.15,39.12
20,3i,1,19.2587,109.77,109.77
20,4i,3,19.9645,38.2,457.06
25,1i,2,9.4793,1.0,358.69
25,2i,3,1.1156,1.0,1.0
25,3i,1,13.143,23.57,23.57
25,4i,2,14.6842,1.58,322.54
30,1i,2,9.5218,1.0,262.99
30,2i,3,0.0,1.0,1.0
30,3i,1,0.0,1.0,1.0
30,4i,2,13.3966,1.0,188.37
35,1i,2,8.6587,1.0,170.22
35,2i,3,0.0,1.0,1.0
35,3i,1,18.9669,396.71,396.71
35,4i,1,20.0587,67.19,67.19
40,1i,2,6.4896,1.0,96.53
40,2i,4,4.8513,1.0,415.73
40,3i,1,19.2268,300.8,300.8
40,4i,1,27.7043,402.11,402.11
45,1i,2,4.2518,1.0,45.01
45,2i,4,4.7512,1.0,320.52
45,3i,1,19.2848,204.9,204.9
45,4i,1,27.0389,266.65,266.65
50,1i,1,4.0247,15.91,15.91
50,2i,2,9.7043,1.0,225.04
50,3i,1,16.6515,119.57,119.57
50,4i,2,22.9491,133.44,396.57
55,1i,1,0.3085,8.27,8.27
55,2i,2,7.6453,1.0,139.73
55,3i,1,15.6527,36.02,36.02
55,4i,3,20.6421,29.9,483.3
60,1i,1,0.0004,8.0,8.0
60,2i,2,5.5424,1.0,75.31
60,3i,1,1.0036,1.0,1.0
60,4i,3,15.0489,1.0,348.95
65,1i,2,13.7727,8.0,375.82
65,2i,3,8.5995,1.0,396.98
65,3i,1,0.0,1.0,1.0
65,4i,4,17.4174,1.0,375.71
70,1i,2,13.0194,8.0,242.05
70,2i,3,7.1313,1.0,300.64
70,3i,1,0.0,1.0,1.0
70,4i,4,16.008,1.0,240.26
75,1i,2,11.3037,8.0,113.69
75,2i,3,6.0139,1.0,206.77
75,3i,1,0.0,1.0,1.0
75,4i,4,8.4482,1.0,109.25
80,1i,2,7.7674,5.18,32.76
80,2i,2,9.1029,11.04,121.76
80,3i,1,0.0,1.0,1.0
80,4i,4,2.6801,1.0,28.56
85,1i,1,2.2269,1.02,1.02
85,2i,2,7.9795,1.0,39.32
85,3i,1,0.0,1.0,1.0
85,4i,4,0.0914,1.0,8.26
90,1i,1,0.0,1.0,1.0
90,2i,2,0.8315,1.0,1.0
90,3i,1,0.0,1.0,1.0
90,4i,4,0.0001,1.0,8.0
95,1i,3,15.9648,1.0,385.48
95,2i,3,6.3953,1.0,396.94
95,3i,2,23.1104,379.38,396.78
95,4i,4,11.4603,1.0,399.43
100,1i,3,15.7625,1.0,266.29
100,2i,3,6.3671,1.0,301.63
100,3i,2,23.1178,243.52,300.65
100,4i,4,11.578,1.0,305.44
105,1i,3,15.8783,1.0,147.7
105,2i,3,6.3593,1.0,205.75
105,3i,2,20.1397,115.78,207.34
105,4i,4,11.1989,1.0,211.77
110,1i,4,12.2353,1.0,455.96
110,2i,4,10.2896,1.0,456.19
110,3i,3,18.8728,29.68,456.29
110,4i,5,9.9298,1.0,454.19
115,1i,4,5.7859,1.0,360.68
115,2i,4,9.6776,1.0,335.07
115,3i,2,16.2657,77.72,335.82
115,4i,4,7.3968,1.0,358.39
120,1i,4,4.5538,1.0,267.65
120,2i,4,6.0273,1.0,214.37
120,3i,2,14.5381,46.46,215.78
120,4i,4,5.8131,1.0,262.29
125,1i,4,4.6303,1.0,174.04
125,2i,4,4.9614,1.0,98.12
125,3i,2,8.8935,37.44,106.83
125,4i,3,14.317,13.01,376.33
130,1i,4,3.5522,1.0,90.87
130,2i,5,6.4953,1.0,407.61
130,3i,3,9.8767,28.65,418.26
130,4i,3,13.4688,1.0,240.72
135,1i,4,1.8054,1.0,40.2
135,2i,5,5.2644,1.0,277.06
135,3i,3,7.8882,10.7,324.08
135,4i,3,9.5086,1.0,122.63
140,1i,2,0.1417,19.0,26.03
140,2i,4,11.2536,1.0,396.75
140,3i,3,6.4701,8.01,230.15
140,4i,3,6.4189,1.0,37.48
145,1i,3,9.2567,19.0,483.3
