timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge
0,1i,150.0,0,0.0,0,0.0,False
0,2i,150.0,0,0.0,0,0.0,False
0,3i,150.0,0,0.0,0,0.0,False
0,4i,150.0,0,0.0,0,0.0,False
5,1i,150.0,0,0.0,0,0.0,False
5,2i,150.0,0,0.0,0,0.0,False
5,3i,150.0,0,0.0,0,0.0,False
5,4i,150.0,0,0.0,0,0.0,False
10,1i,150.0,0,0.0,0,0.0,False
10,2i,150.0,0,0.0,0,0.0,False
10,3i,150.0,0,0.0,0,0.0,False
10,4i,150.0,0,0.0,0,0.0,False
15,1i,150.0,2,25.0136,0,0.0,False
15,2i,150.0,3,25.6897,0,0.0,False
15,3i,150.0,3,25.3176,0,0.0,False
15,4i,150.0,3,25.3722,0,0.0,False
20,1i,150.0,3,15.6429,0,0.0,False
20,2i,150.0,3,12.4581,0,0.0,False
20,3i,150.0,2,14.0951,0,0.0,False
20,4i,150.0,3,13.4932,0,0.0,False
25,1i,150.0,3,5.6989,1,1.01,False
25,2i,150.0,3,0.0,2,1.0,False
25,3i,150.0,1,0.0,1,1.0,False
25,4i,150.0,4,19.389,1,1.0,False
30,1i,150.0,3,0.0012,2,1.0,False
30,2i,150.0,3,0.0,3,1.0,False
30,3i,150.0,1,0.0,1,1.0,False
30,4i,150.0,4,8.8719,1,1.0,False
35,1i,150.0,3,0.0,3,1.0,False
35,2i,150.0,4,6.5359,3,1.0,False
35,3i,150.0,0,0.0,0,0.0,False
35,4i,150.0,4,11.6412,2,1.0,False
40,1i,150.0,3,0.0,3,1.0,False
40,2i,150.0,6,9.27,3,1.0,False
40,3i,150.0,2,20.113,0,0.0,False
40,4i,150.0,5,8.5149,2,1.0,False
45,1i,150.0,3,0.0,3,1.0,False
45,2i,150.0,6,2.5623,3,1.0,False
45,3i,150.0,3,13.3213,0,0.0,False
45,4i,150.0,6,6.052,3,5.03,False
50,1i,150.0,4,12.1383,1,1.0,False
50,2i,150.0,2,0.0074,2,5.0,False
50,3i,150.0,3,3.6033,1,1.0,False
50,4i,150.0,8,4.9925,4,5.01,False
55,1i,150.0,4,10.6658,1,1.0,False
55,2i,150.0,2,0.0,2,5.0,False
55,3i,150.0,3,0.0,3,1.0,False
55,4i,150.0,10,5.705,6,9.02,False
60,1i,150.0,2,1.0782,1,1.0,False
60,2i,150.0,5,12.11,2,5.0,False
60,3i,150.0,6,10.0512,3,1.0,False
60,4i,150.0,11,3.619,6,9.0,False
65,1i,150.0,2,0.0015,2,13.71,False
65,2i,150.0,4,4.4375,2,5.0,False
65,3i,150.0,6,3.501,3,1.0,False
65,4i,150.0,14,4.1907,9,13.72,False
70,1i,150.0,2,0.0,2,13.71,False
70,2i,150.0,3,0.0,3,12.0,False
70,3i,150.0,6,0.0441,6,13.87,False
70,4i,150.0,14,1.1497,10,26.42,False
75,1i,150.0,4,9.0265,2,13.71,False
75,2i,150.0,3,0.0,3,12.0,False
75,3i,150.0,6,0.0001,6,13.71,False
75,4i,150.0,16,2.1364,14,37.46,False
80,1i,150.0,4,10.1637,0,0.0,False
80,2i,150.0,2,12.007,0,0.0,False
80,3i,150.0,8,5.1722,6,13.71,False
80,4i,150.0,17,1.301,14,37.43,False
85,1i,150.0,3,5.5151,0,0.0,False
85,2i,150.0,3,16.2684,0,0.0,False
85,3i,150.0,9,4.2638,6,13.71,False
85,4i,150.0,20,2.5196,16,44.43,False
90,1i,150.0,3,0.0111,3,1.03,False
90,2i,150.0,3,7.5221,0,0.0,False
90,3i,150.0,9,1.32,7,20.71,False
90,4i,150.0,20,0.5224,16,44.43,False
95,1i,150.0,3,0.0,3,1.0,False
95,2i,150.0,3,0.0004,2,1.0,False
95,3i,150.0,6,3.0714,2,8.0,False
95,4i,150.0,17,2.5819,11,51.43,False
100,1i,150.0,3,0.0,3,1.0,False
100,2i,150.0,5,9.6126,3,1.0,False
100,3i,150.0,5,9.5186,3,12.01,False
100,4i,150.0,13,3.9634,6,50.14,False
105,1i,150.0,6,8.7331,3,1.0,False
105,2i,150.0,6,6.5136,3,1.0,False
105,3i,150.0,6,8.1241,3,12.0,False
105,4i,150.0,12,5.4862,6,50.14,False
110,1i,150.0,6,6.1238,3,1.0,False
110,2i,150.0,6,0.9118,4,15.1,False
110,3i,150.0,4,0.5466,3,12.0,False
110,4i,150.0,11,5.2669,7,57.14,False
115,1i,150.0,6,1.7674,3,1.0,False
115,2i,150.0,6,0.0027,6,15.04,False
115,3i,150.0,4,0.0001,4,24.71,False
115,4i,150.0,12,4.374,7,57.14,False
120,1i,150.0,6,0.004,6,13.71,False
120,2i,150.0,7,3.5359,6,15.04,False
120,3i,150.0,4,0.0,4,24.71,False
120,4i,150.0,13,3.6212,8,69.85,False
125,1i,150.0,7,3.6798,6,13.71,False
125,2i,150.0,8,4.0762,6,15.04,False
125,3i,150.0,4,5.3743,1,24.71,False
125,4i,150.0,13,2.4884,9,82.56,False
130,1i,150.0,8,4.5349,6,13.71,False
130,2i,150.0,9,2.6799,7,19.09,False
130,3i,150.0,4,12.7851,0,0.0,False
130,4i,150.0,15,5.3929,7,89.56,False
135,1i,150.0,9,3.6319,6,13.71,False
135,2i,150.0,9,0.8696,8,19.04,False
135,3i,150.0,4,4.8326,1,1.0,False
135,4i,150.0,15,3.0105,5,8.03,False
