timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
5,1i,150.0,0,0.0,0,0.0,False,2,22.9835,379.51,400.75,0.5
10,1i,150.0,0,0.0,0,0.0,False,2,22.9391,243.71,306.47,0.5
15,1i,150.0,2,25.0136,0,0.0,False,2,22.4417,109.52,212.43,0.5
20,1i,150.0,3,15.6429,0,0.0,False,2,15.5811,21.38,117.77,0.5
25,1i,150.0,3,5.6989,1,1.01,False,2,7.2363,1.01,28.71,0.5
30,1i,150.0,3,0.0012,2,1.0,False,3,9.2567,1.0,483.3,0.5
35,1i,150.0,3,0.0,3,1.0,False,3,5.4825,1.0,373.06,0.5
40,1i,150.0,3,0.0,3,1.0,False,3,5.7577,1.0,283.49,0.5
45,1i,150.0,3,0.0,3,1.0,False,3,5.7076,1.0,196.1,0.5
50,1i,150.0,4,12.1383,1,1.0,False,2,8.4946,1.0,107.47,0.5
55,1i,150.0,4,10.6658,1,1.0,False,2,8.1316,1.0,28.4,0.5
60,1i,150.0,2,1.0782,1,1.0,False,2,13.8635,1.0,455.57,0.5
65,1i,150.0,2,0.0015,2,13.71,False,2,13.128,1.0,322.75,0.5
70,1i,150.0,2,0.0,2,13.71,False,2,13.8469,1.0,189.12,0.5
75,1i,150.0,4,9.0265,2,13.71,False,2,8.821,1.0,75.45,0.5
80,1i,150.0,4,10.1637,0,0.0,False,1,3.7835,28.96,28.96,0.5
85,1i,150.0,3,5.5151,0,0.0,False,2,11.6534,3.53,474.59,0.5
90,1i,150.0,3,0.0111,3,1.03,False,2,9.5683,1.03,380.27,0.5
95,1i,150.0,3,0.0,3,1.0,False,2,9.3252,1.0,285.79,0.5
100,1i,150.0,3,0.0,3,1.0,False,2,9.4909,1.0,190.38,0.5
105,1i,150.0,6,8.7331,3,1.0,False,2,8.203,1.0,101.02,0.5
110,1i,150.0,6,6.1238,3,1.0,False,2,4.6627,1.0,40.41,0.5
115,1i,150.0,6,1.7674,3,1.0,False,2,1.1421,1.0,14.9,0.5
120,1i,150.0,6,0.004,6,13.71,False,3,7.8617,1.0,384.44,0.5
125,1i,150.0,7,3.6798,6,13.71,False,3,8.0093,1.0,264.67,0.5
130,1i,150.0,8,4.5349,6,13.71,False,3,8.0587,1.0,145.57,0.5
135,1i,150.0,9,3.6319,6,13.71,False,3,4.9891,1.0,51.93,0.5
140,1i,150.0,5,4.2061,2,5.0,False,3,11.5817,1.0,483.3,0.5
145,1i,150.0,3,1.0212,2,5.0,False,3,17.3763,1.0,455.53,0.5
150,1i,150.0,3,0.0061,3,17.72,False,3,16.8199,1.0,336.63,0.5
155,1i,150.0,4,4.9274,3,17.71,False,3,14.5819,1.0,215.02,0.5
160,1i,150.0,6,10.2827,3,17.71,False,3,12.7385,1.0,98.88,0.5
165,1i,150.0,5,3.3355,3,17.71,False,2,3.3946,1.0,36.93,0.5
170,1i,150.0,4,1.1375,2,30.44,False,1,0.023,30.44,30.44,0.5
175,1i,150.0,3,1.6849,1,1.0,False,3,15.1309,17.49,437.08,0.5
180,1i,150.0,3,0.0031,3,13.71,False,3,14.5295,13.71,342.1,0.5
185,1i,150.0,3,0.0,3,13.71,False,3,14.358,13.71,249.24,0.5
190,1i,150.0,5,6.9925,3,13.71,False,3,12.4681,13.71,154.27,0.5
195,1i,150.0,6,4.3401,3,13.71,False,3,6.4562,13.71,69.47,0.5
200,1i,150.0,6,1.1272,5,20.72,False,3,2.2545,13.71,20.72,0.5
205,1i,150.0,6,0.0163,5,20.71,False,5,8.5729,8.0,399.32,0.5
210,1i,150.0,6,0.0,6,20.71,False,5,8.7844,8.0,304.44,0.5
215,1i,150.0,8,5.2218,6,20.71,False,5,8.706,8.0,210.03,0.5
220,1i,150.0,9,4.4937,6,20.71,False,5,5.9147,8.0,118.07,0.5
225,1i,150.0,9,1.6713,6,20.71,False,5,2.2005,8.0,52.8,0.5
230,1i,150.0,5,1.276,4,27.71,False,5,5.164,13.71,474.59,0.5
235,1i,150.0,4,0.0,4,27.71,False,4,4.6611,13.71,380.96,0.5
240,1i,150.0,5,3.8773,4,27.71,False,4,4.7096,13.71,287.56,0.5
245,1i,150.0,5,4.7699,4,27.71,False,4,4.7895,13.71,192.2,0.5
250,1i,150.0,6,4.1392,4,27.71,False,4,3.7463,13.71,105.57,0.5
255,1i,150.0,5,1.528,4,27.71,False,4,1.91,13.71,52.37,0.5
260,1i,150.0,4,1.4907,1,27.71,False,6,8.6453,9.04,456.16,0.5
265,1i,150.0,4,8.2338,0,0.0,False,5,10.7256,1.3,361.39,0.5
270,1i,150.0,4,4.3441,3,15.19,False,5,9.1447,1.0,268.76,0.5
275,1i,150.0,5,4.6774,3,15.0,False,5,7.8113,1.0,173.46,0.5
280,1i,150.0,6,3.5234,4,15.0,False,6,8.088,1.0,455.91,0.5
285,1i,150.0,6,1.1238,5,15.0,False,6,5.6041,1.0,321.98,0.5
290,1i,150.0,6,0.0281,6,27.74,False,6,4.6386,1.0,186.73,0.5
295,1i,150.0,7,2.2963,6,27.71,False,6,2.679,1.0,78.79,0.5
300,1i,150.0,8,4.2539,6,27.71,False,6,1.2303,1.0,27.71,0.5
305,1i,150.0,9,3.4047,7,27.71,False,6,0.0181,1.0,27.71,0.5
310,1i,150.0,9,1.2765,7,27.71,False,7,3.8255,1.0,376.9,0.5
315,1i,150.0,9,0.2966,8,27.71,False,7,3.8566,1.0,242.9,0.5
320,1i,150.0,6,3.4246,5,40.43,False,7,9.9792,1.0,383.31,0.5
325,1i,150.0,6,3.0592,5,40.43,False,7,9.5166,1.0,264.1,0.5
330,1i,150.0,7,6.803,5,40.43,False,6,7.9369,1.0,144.48,0.5
335,1i,150.0,7,3.8463,5,40.43,False,6,4.4874,1.0,67.27,0.5
340,1i,150.0,6,0.0085,6,53.17,False,5,0.0102,1.0,53.17,0.5
345,1i,150.0,6,0.0,6,53.14,False,6,4.442,1.0,456.65,0.5
350,1i,150.0,6,3.7048,4,53.14,False,5,6.4606,2.92,321.26,0.5
355,1i,150.0,4,7.0895,0,0.0,False,3,11.9139,9.38,186.27,0.5
360,1i,150.0,6,6.3323,1,1.0,False,3,6.9844,1.0,65.87,0.5
365,1i,150.0,6,1.9288,4,26.42,False,3,2.348,1.0,26.42,0.5
370,1i,150.0,6,0.0006,6,33.43,False,3,0.0,1.0,26.42,0.5
375,1i,150.0,6,0.0,6,33.42,False,5,8.6074,1.0,437.98,0.5
380,1i,150.0,7,2.5802,6,33.42,False,5,8.6074,1.0,344.04,0.5
385,1i,150.0,7,1.8933,6,33.42,False,5,8.6838,1.0,249.57,0.5
390,1i,150.0,8,2.8372,6,33.42,False,5,7.0483,1.0,156.92,0.5
395,1i,150.0,9,2.0142,7,33.42,False,5,3.6117,1.0,72.89,0.5
400,1i,150.0,9,0.8339,8,37.43,False,5,1.501,1.0,37.43,0.5
405,1i,150.0,10,2.2467,8,37.43,False,6,3.998,1.0,383.7,0.5
410,1i,150.0,6,2.2178,5,37.43,False,4,5.9478,1.0,265.27,0.5
415,1i,150.0,7,7.2143,5,37.43,False,4,6.2368,1.0,144.8,0.5
420,1i,150.0,7,3.3849,5,37.43,False,5,7.52,1.0,402.08,0.5
425,1i,150.0,6,0.0228,6,44.52,False,5,5.5112,1.0,268.44,0.5
430,1i,150.0,7,3.3439,6,44.43,False,7,8.8982,1.0,474.59,0.5
435,1i,150.0,7,2.0417,6,44.43,False,7,7.469,1.0,380.62,0.5
440,1i,150.0,6,1.7726,3,44.43,False,6,7.3827,4.18,286.88,0.5
445,1i,150.0,5,3.1453,1,1.0,False,7,10.6866,1.0,483.3,0.5
450,1i,150.0,7,5.0249,3,8.02,False,7,8.9358,1.0,346.86,0.5
455,1i,150.0,7,3.0075,5,19.01,False,7,6.9228,1.0,212.41,0.5
460,1i,150.0,8,2.6034,6,19.0,False,8,5.9796,1.0,428.56,0.5
465,1i,150.0,8,1.2074,7,26.01,False,8,4.6197,1.0,292.8,0.5
470,1i,150.0,8,0.025,7,26.01,False,8,3.3585,1.0,159.33,0.5
475,1i,150.0,10,2.8243,8,26.01,False,9,3.7881,1.0,436.54,0.5
480,1i,150.0,10,0.3522,8,26.01,False,9,2.431,1.0,343.59,0.5
485,1i,150.0,10,0.0,10,38.72,False,9,2.0454,1.0,250.97,0.5
490,1i,150.0,10,0.0,10,38.72,False,9,2.1037,1.0,156.71,0.5
495,1i,150.0,11,1.3161,10,38.72,False,9,1.6085,1.0,74.78,0.5
500,1i,150.0,9,4.3354,6,38.72,False,7,5.7923,0.79,480.3,0.5
505,1i,150.0,8,3.7915,6,38.72,False,5,4.7984,1.0,360.74,0.5
510,1i,150.0,7,0.0132,7,42.74,False,5,4.7959,1.0,239.28,0.5
515,1i,150.0,8,2.7262,7,42.72,False,5,4.3619,1.0,120.99,0.5
520,1i,150.0,8,2.3377,7,42.72,False,7,9.23,1.0,396.85,0.5
525,1i,150.0,7,0.0,7,42.72,False,6,7.6828,1.0,300.96,0.5
530,1i,150.0,7,4.7583,4,42.72,False,5,9.2293,9.52,207.71,0.5
535,1i,150.0,6,6.1771,0,0.0,False,4,7.7253,1.96,134.16,0.5
540,1i,150.0,6,1.9789,3,8.07,False,4,2.3395,1.0,81.02,0.5
545,1i,150.0,7,2.9922,5,24.73,False,6,8.6311,1.0,456.25,0.5
550,1i,150.0,7,1.836,5,24.71,False,6,7.8295,1.0,360.94,0.5
555,1i,150.0,7,0.0019,7,28.72,False,6,7.5401,1.0,266.44,0.5
560,1i,150.0,8,1.94,7,28.72,False,6,5.6871,1.0,172.79,0.5
565,1i,150.0,9,2.0576,7,28.72,False,6,3.0863,1.0,84.93,0.5
570,1i,150.0,9,0.9482,8,42.76,False,6,1.4224,1.0,42.76,0.5
