timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested,visible_queue_length_m_change_30s,visible_mean_speed_mps_change_30s,visible_occupancy_fraction,probe_count_change_30s,probe_max_distance_to_stopline_m_change_30s,current_phase,phase_elapsed_s,is_green_for_approach,red_duration_s,estimated_density_k_veh_per_km,observed_flow_veh_per_hour,estimated_queue_front_propagation_m_per_s,estimated_hidden_queue_extension_m,q_u_cheng_veh_per_hour,k_cp1_cheng_veh_per_km,cheng_t_cp2_s,cheng_l_cp2_m,max_queue_length_cheng_m,cheng_t_cp3_s
625,2i,150.0,4,7.8482,0,0.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-16.0,4.5006,0.0,0.0,,7.0,1.0,False,45,26.666666666666668,753.4272000000001,-0.5333333333333333,,336.899952,147.6,309.0,5.7063,,
630,2i,150.0,4,2.6939,3,5.06,False,0,,,,scenario_normal_balanced,train,development,0.11,-14.950000000000003,-1.4908000000000001,0.03373333333333333,0.0,,7.0,6.0,False,50,26.666666666666668,258.61440000000005,-0.4983333333333334,,336.899952,147.6,309.0,5.7063,,
635,2i,150.0,4,0.0062,4,5.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-15.010000000000002,0.0062,0.03333333333333333,0.0,,0.0,4.0,True,,26.666666666666668,0.5952000000000001,-0.5003333333333334,,336.899952,147.6,309.0,5.7063,,
640,2i,150.0,4,0.0,4,5.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-15.010000000000002,0.0,0.03333333333333333,0.0,,0.0,9.0,True,,26.666666666666668,0.0,-0.5003333333333334,,336.899952,147.6,309.0,5.7063,,
645,2i,150.0,6,6.8651,4,5.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-15.010000000000002,2.4104,0.03333333333333333,0.0,,0.0,14.0,True,,40.0,988.5744,-0.5003333333333334,,336.899952,147.6,309.0,5.7063,,
650,2i,150.0,6,2.6267,4,5.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-15.010000000000002,-4.019399999999999,0.03333333333333333,0.0,,0.0,19.0,True,,40.0,378.2448,-0.5003333333333334,,336.899952,147.6,309.0,5.7063,,
655,2i,150.0,7,2.6327,6,12.01,False,0,,,,scenario_normal_balanced,train,development,0.11,12.01,-5.2155000000000005,0.08006666666666666,0.0,,0.0,24.0,True,,46.66666666666667,442.2936,0.4003333333333333,,336.899952,147.6,309.0,5.7063,,
660,2i,150.0,7,1.8598,6,12.0,False,1,24.8967,383.39,383.39,scenario_normal_balanced,train,development,0.11,6.94,-0.8341000000000003,0.08,1.0,,1.0,4.0,False,0,46.66666666666667,312.4464,0.23133333333333334,,336.899952,147.6,309.0,5.7063,,
665,2i,150.0,7,0.8664,6,12.0,False,1,24.3028,262.46,262.46,scenario_normal_balanced,train,development,0.11,7.0,0.8602,0.08,1.0,,2.0,2.0,True,,46.66666666666667,145.5552,0.23333333333333334,,336.899952,147.6,309.0,5.7063,,
670,2i,150.0,9,5.3507,7,12.0,False,1,24.0179,140.23,140.23,scenario_normal_balanced,train,development,0.11,7.0,5.3507,0.08,1.0,,3.0,1.0,False,0,60.0,1155.7512,0.23333333333333334,,,,310.0,1.001,,318.0
675,2i,150.0,9,2.7542,7,12.0,False,1,13.5904,44.7,44.7,scenario_normal_balanced,train,development,0.11,7.0,-4.1109,0.08,1.0,,3.0,6.0,False,5,60.0,594.9072,0.23333333333333334,,,,310.0,1.001,,318.0
680,2i,150.0,6,3.5976,3,12.0,False,1,1.1599,16.48,16.48,scenario_normal_balanced,train,development,0.11,7.0,0.9708999999999999,0.08,1.0,,4.0,4.0,False,10,40.0,518.0544,0.23333333333333334,,,,310.0,1.001,,318.0
685,2i,150.0,4,0.0003,4,16.01,False,1,0.0014,16.01,16.01,scenario_normal_balanced,train,development,0.11,4.000000000000002,-2.6323999999999996,0.10673333333333335,1.0,,4.0,9.0,False,15,26.666666666666668,0.028800000000000003,0.1333333333333334,,,,310.0,1.001,,318.0
690,2i,150.0,4,0.0,4,16.0,False,1,0.0,16.0,16.0,scenario_normal_balanced,train,development,0.11,4.0,-1.8598,0.10666666666666667,0.0,-367.39,4.0,14.0,False,20,26.666666666666668,0.0,0.13333333333333333,,,,310.0,1.001,,318.0
695,2i,150.0,4,0.0,4,16.0,False,1,0.0,16.0,16.0,scenario_normal_balanced,train,development,0.11,4.0,-0.8664,0.10666666666666667,0.0,-246.45999999999998,4.0,19.0,False,25,26.666666666666668,0.0,0.13333333333333333,,,,310.0,1.001,,318.0
700,2i,150.0,6,6.1787,4,16.0,False,1,0.0,16.0,16.0,scenario_normal_balanced,train,development,0.11,4.0,0.8280000000000003,0.10666666666666667,0.0,-124.22999999999999,4.0,24.0,False,30,40.0,889.7328,0.13333333333333333,,,,310.0,1.001,,318.0
705,2i,150.0,7,4.6876,4,16.0,False,1,0.0,16.0,16.0,scenario_normal_balanced,train,development,0.11,4.0,1.9333999999999998,0.10666666666666667,0.0,-28.700000000000003,5.0,4.0,False,35,46.66666666666667,787.5168000000001,0.13333333333333333,,,,310.0,1.001,,318.0
710,2i,150.0,5,3.3765,3,23.01,False,1,0.0,16.0,16.0,scenario_normal_balanced,train,development,0.11,11.010000000000002,-0.22109999999999985,0.1534,0.0,-0.4800000000000004,6.0,2.0,False,40,33.333333333333336,405.18000000000006,0.36700000000000005,,,,310.0,1.001,,318.0
715,2i,150.0,4,0.9866,1,1.0,False,2,12.0319,1.09,385.56,scenario_normal_balanced,train,development,0.11,-15.010000000000002,0.9863000000000001,0.006666666666666667,1.0,369.55,7.0,1.0,False,45,26.666666666666668,94.71360000000001,-0.5003333333333334,,,,310.0,1.001,,318.0
720,2i,150.0,4,0.0133,4,8.02,False,2,12.3123,1.0,263.88,scenario_normal_balanced,train,development,0.11,-7.98,0.0133,0.05346666666666666,1.0,247.88,7.0,6.0,False,50,26.666666666666668,1.2768,-0.266,,,,310.0,1.001,,318.0
725,2i,150.0,6,7.7967,4,8.0,False,2,11.7123,1.0,145.61,scenario_normal_balanced,train,development,0.11,-8.0,7.7967,0.05333333333333334,1.0,129.61,0.0,4.0,True,,40.0,1122.7248,-0.26666666666666666,,,,310.0,1.001,,318.0
730,2i,150.0,7,7.7368,4,8.0,False,2,7.5171,1.0,44.73,scenario_normal_balanced,train,development,0.11,-8.0,1.5580999999999996,0.05333333333333334,1.0,28.729999999999997,0.0,9.0,True,,46.66666666666667,1299.7824,-0.26666666666666666,,,,310.0,1.001,,318.0
735,2i,150.0,7,2.147,4,8.0,False,2,0.9244,1.0,9.12,scenario_normal_balanced,train,development,0.11,-8.0,-2.5406,0.05333333333333334,1.0,-6.880000000000001,0.0,14.0,True,,46.66666666666667,360.696,-0.26666666666666666,,,,310.0,1.001,,318.0
740,2i,150.0,7,0.0935,6,12.01,False,2,0.0047,1.0,8.01,scenario_normal_balanced,train,development,0.11,-11.000000000000002,-3.283,0.08006666666666666,1.0,-7.99,0.0,19.0,True,,46.66666666666667,15.708000000000002,-0.36666666666666675,,,,310.0,1.001,,318.0
745,2i,150.0,7,0.0,7,12.0,False,2,0.0,1.0,8.0,scenario_normal_balanced,train,development,0.11,11.0,-0.9866,0.08,0.0,-377.56,0.0,24.0,True,,46.66666666666667,0.0,0.36666666666666664,,,,310.0,1.001,,318.0
750,2i,150.0,7,0.0,7,12.0,False,2,0.0,1.0,8.0,scenario_normal_balanced,train,development,0.11,3.9800000000000004,-0.0133,0.08,0.0,-255.88,1.0,4.0,False,0,46.66666666666667,0.0,0.13266666666666668,,,,,,,
755,2i,150.0,8,1.9493,7,12.0,False,2,0.0,1.0,8.0,scenario_normal_balanced,train,development,0.11,4.0,-5.8474,0.08,0.0,-137.61,2.0,2.0,True,,53.333333333333336,374.2656,0.13333333333333333,,,,,,,
760,2i,150.0,9,1.5818,7,12.0,False,2,0.0,1.0,8.0,scenario_normal_balanced,train,development,0.11,4.0,-6.154999999999999,0.08,0.0,-36.73,3.0,1.0,False,0,60.0,341.66880000000003,0.13333333333333333,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
765,2i,150.0,10,1.9403,8,19.0,False,2,0.0,1.0,8.0,scenario_normal_balanced,train,development,0.11,11.0,-0.20669999999999988,0.12666666666666668,0.0,-1.1199999999999992,3.0,6.0,False,5,66.66666666666667,465.672,0.36666666666666664,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
770,2i,150.0,6,2.331,4,19.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11,6.99,2.2375,0.12666666666666668,-1.0,-7.01,4.0,4.0,False,10,40.0,335.664,0.233,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
775,2i,150.0,4,0.0,4,19.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11,7.0,0.0,0.12666666666666668,-1.0,-7.0,4.0,9.0,False,15,26.666666666666668,0.0,0.23333333333333334,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
780,2i,150.0,6,7.8912,4,19.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11,7.0,7.8912,0.12666666666666668,-1.0,-7.0,4.0,14.0,False,20,40.0,1136.3328000000001,0.23333333333333334,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
785,2i,150.0,7,5.8575,4,19.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11,7.0,3.9082,0.12666666666666668,-1.0,-7.0,4.0,19.0,False,25,46.66666666666667,984.0600000000001,0.23333333333333334,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
790,2i,150.0,6,2.7632,5,23.09,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11,11.09,1.1813999999999998,0.15393333333333334,-1.0,-7.0,4.0,24.0,False,30,40.0,397.90079999999995,0.36966666666666664,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
795,2i,150.0,5,0.0,5,23.01,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11,4.010000000000002,-1.9403,0.1534,-1.0,-7.0,5.0,4.0,False,35,33.333333333333336,0.0,0.1336666666666667,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
800,2i,150.0,4,1.3436,2,23.01,False,0,,,,scenario_normal_balanced,train,development,0.11,4.010000000000002,-0.9874,0.1534,-1.0,,6.0,2.0,False,40,26.666666666666668,128.9856,0.1336666666666667,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
805,2i,150.0,4,15.085,0,0.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-19.0,15.085,0.0,-1.0,,7.0,1.0,False,45,26.666666666666668,1448.16,-0.6333333333333333,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
810,2i,150.0,5,10.3502,2,5.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-14.0,2.4589999999999987,0.03333333333333333,-1.0,,7.0,6.0,False,50,33.333333333333336,1242.0240000000001,-0.4666666666666667,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
815,2i,150.0,5,2.866,2,5.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-14.0,-2.9915,0.03333333333333333,-1.0,,0.0,4.0,True,,33.333333333333336,343.92,-0.4666666666666667,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
820,2i,150.0,5,0.0005,4,12.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-11.09,-2.7626999999999997,0.08,-1.0,,0.0,9.0,True,,33.333333333333336,0.06000000000000001,-0.36966666666666664,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
825,2i,150.0,5,0.0,5,12.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-11.010000000000002,0.0,0.08,-1.0,,0.0,14.0,True,,33.333333333333336,0.0,-0.36700000000000005,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
830,2i,150.0,5,0.0,5,12.0,False,0,,,,scenario_normal_balanced,train,development,0.11,-11.010000000000002,-1.3436,0.08,0.0,,0.0,19.0,True,,33.333333333333336,0.0,-0.36700000000000005,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
835,2i,150.0,5,0.0,5,12.0,False,0,,,,scenario_normal_balanced,train,development,0.11,12.0,-15.085,0.08,0.0,,0.0,24.0,True,,33.333333333333336,0.0,0.4,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
840,2i,150.0,8,5.969,5,12.0,False,0,,,,scenario_normal_balanced,train,development,0.11,7.0,-4.381199999999999,0.08,0.0,,1.0,4.0,False,0,53.333333333333336,1146.0480000000002,0.23333333333333334,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
845,2i,150.0,8,4.1095,5,12.0,False,0,,,,scenario_normal_balanced,train,development,0.11,7.0,1.2434999999999996,0.08,0.0,,2.0,2.0,True,,53.333333333333336,789.024,0.23333333333333334,,9.153961548387096,1.4264785826743156,462.0,1.0681,,
850,2i,150.0,8,1.3986,5,12.0,False,1,26.402,402.4,402.4,scenario_normal_balanced,train,development,0.11,0.0,1.3981000000000001,0.08,1.0,,3.0,1.0,False,0,53.333333333333336,268.53120000000007,0.0,,,,480.0,1.0011,,
855,2i,150.0,8,0.0924,7,16.0,False,1,26.2039,270.15,270.15,scenario_normal_balanced,train,development,0.11,4.0,0.0924,0.10666666666666667,1.0,,3.0,6.0,False,5,53.333333333333336,17.7408,0.13333333333333333,,,,480.0,1.0011,,
860,2i,150.0,5,5.1216,4,16.0,False,1,25.6078,136.59,136.59,scenario_normal_balanced,train,development,0.11,4.0,5.1216,0.10666666666666667,1.0,,4.0,4.0,False,10,33.333333333333336,614.5920000000001,0.13333333333333333,,,,480.0,1.0011,,
865,2i,150.0,6,5.2937,4,16.0,False,1,12.0324,49.76,49.76,scenario_normal_balanced,train,development,0.11,4.0,5.2937,0.10666666666666667,1.0,,4.0,9.0,False,15,40.0,762.2928,0.13333333333333333,,,,480.0,1.0011,,
870,2i,150.0,6,2.9499,5,28.77,False,1,0.6994,28.77,28.77,scenario_normal_balanced,train,development,0.11,16.77,-3.0191000000000003,0.1918,1.0,,4.0,14.0,False,20,40.0,424.78560000000004,0.5589999999999999,,,,480.0,1.0011,,
875,2i,150.0,6,2.7525,5,28.72,False,2,12.5001,28.72,480.3,scenario_normal_balanced,train,development,0.11,16.72,-1.3569999999999998,0.19146666666666665,2.0,,4.0,19.0,False,25,40.0,396.36,0.5573333333333333,,,,480.0,1.0011,,
880,2i,150.0,5,0.0,5,28.72,False,2,8.8452,28.72,381.44,scenario_normal_balanced,train,development,0.11,16.72,-1.3986,0.19146666666666665,1.0,-20.95999999999998,4.0,24.0,False,30,33.333333333333336,0.0,0.5573333333333333,,,,480.0,1.0011,,
885,2i,150.0,5,0.0,5,28.72,False,2,9.3279,28.72,290.36,scenario_normal_balanced,train,development,0.11,12.719999999999999,-0.0924,0.19146666666666665,1.0,20.210000000000036,5.0,4.0,False,35,33.333333333333336,0.0,0.424,,,,480.0,1.0011,,
890,2i,150.0,4,5.4619,2,28.72,False,2,8.4028,28.72,200.13,scenario_normal_balanced,train,development,0.11,12.719999999999999,0.34030000000000005,0.19146666666666665,1.0,63.53999999999999,6.0,2.0,False,40,26.666666666666668,524.3424,0.424,,,,480.0,1.0011,,
895,2i,150.0,5,8.122,0,0.0,False,2,9.7462,18.49,114.25,scenario_normal_balanced,train,development,0.11,-16.0,2.8282999999999996,0.0,1.0,64.49000000000001,7.0,1.0,False,45,33.333333333333336,974.6400000000001,-0.5333333333333333,,,,480.0,1.0011,,
900,2i,150.0,5,4.7879,3,13.74,False,2,7.7638,13.74,33.93,scenario_normal_balanced,train,development,0.11,-15.03,1.8379999999999996,0.0916,1.0,5.16,7.0,6.0,False,50,33.333333333333336,574.548,-0.501,,,,480.0,1.0011,,
905,2i,150.0,5,0.9137,3,13.71,False,3,9.1315,1.0,401.42,scenario_normal_balanced,train,development,0.11,-15.009999999999998,-1.8388,0.09140000000000001,1.0,-78.88,0.0,4.0,True,,33.333333333333336,109.644,-0.5003333333333333,,,,480.0,1.0011,,
910,2i,150.0,5,0.0108,5,17.72,False,3,8.9312,1.0,264.84,scenario_normal_balanced,train,development,0.11,-11.0,0.0108,0.11813333333333333,1.0,-116.60000000000002,0.0,9.0,True,,33.333333333333336,1.2960000000000003,-0.36666666666666664,,,,480.0,1.0011,,
915,2i,150.0,8,9.312,5,17.71,False,3,8.0083,1.0,134.74,scenario_normal_balanced,train,development,0.11,-11.009999999999998,9.312,0.11806666666666667,1.0,-155.62,0.0,14.0,True,,53.333333333333336,1787.9039999999998,-0.36699999999999994,,,,480.0,1.0011,,
920,2i,150.0,8,5.1702,5,17.71,False,3,4.7536,1.0,37.42,scenario_normal_balanced,train,development,0.11,-11.009999999999998,-0.2916999999999996,0.11806666666666667,1.0,-162.70999999999998,0.0,19.0,True,,53.333333333333336,992.6784000000002,-0.36699999999999994,,,,480.0,1.0011,,
925,2i,150.0,8,0.2595,6,31.76,False,3,0.1085,1.0,13.71,scenario_normal_balanced,train,development,0.11,31.76,-7.8625,0.21173333333333336,1.0,-100.53999999999999,0.0,24.0,True,,53.333333333333336,49.824000000000005,1.0586666666666666,,,,480.0,1.0011,,
930,2i,150.0,8,0.0003,8,31.75,False,3,0.0,1.0,13.71,scenario_normal_balanced,train,development,0.11,18.009999999999998,-4.787599999999999,0.21166666666666667,1.0,-20.22,1.0,4.0,False,0,53.333333333333336,0.057600000000000005,0.6003333333333333,,,,490.0,1.0011,,496.0
935,2i,150.0,8,0.0,8,31.75,False,3,0.0,1.0,13.71,scenario_normal_balanced,train,development,0.11,18.04,-0.9137,0.21166666666666667,0.0,-387.71000000000004,2.0,2.0,True,,53.333333333333336,0.0,0.6013333333333333,,,,490.0,1.0011,,496.0
940,2i,150.0,8,0.0,8,31.75,False,3,0.0,1.0,13.71,scenario_normal_balanced,train,development,0.11,14.030000000000001,-0.0108,0.21166666666666667,0.0,-251.12999999999997,3.0,1.0,False,0,53.333333333333336,0.0,0.46766666666666673,,,,,,,
945,2i,150.0,9,1.8941,8,31.75,False,3,0.0,1.0,13.71,scenario_normal_balanced,train,development,0.11,14.04,-7.4178999999999995,0.21166666666666667,0.0,-121.03,3.0,6.0,False,5,60.0,409.1256,0.46799999999999997,,,,,,,
950,2i,150.0,7,4.6086,4,31.75,False,1,0.0,13.71,13.71,scenario_normal_balanced,train,development,0.11,14.04,-0.5616000000000003,0.21166666666666667,-2.0,-23.71,4.0,4.0,False,10,46.66666666666667,774.2448,0.46799999999999997,,,,,,,
955,2i,150.0,7,4.2194,5,35.76,False,1,0.0,13.71,13.71,scenario_normal_balanced,train,development,0.11,3.9999999999999964,3.9599,0.23839999999999997,-2.0,0.0,4.0,9.0,False,15,46.66666666666667,708.8592000000002,0.13333333333333322,,,,,,,
960,2i,150.0,5,0.0,5,35.76,False,1,0.0,13.71,13.71,scenario_normal_balanced,train,development,0.11,4.009999999999998,-0.0003,0.23839999999999997,-2.0,0.0,4.0,14.0,False,20,33.333333333333336,0.0,0.1336666666666666,,,,,,,
965,2i,150.0,5,0.0,5,35.76,False,1,0.0,13.71,13.71,scenario_normal_balanced,train,development,0.11,4.009999999999998,0.0,0.23839999999999997,-2.0,0.0,4.0,19.0,False,25,33.333333333333336,0.0,0.1336666666666666,,,,,,,
970,2i,150.0,8,7.3835,5,35.76,False,1,0.0,13.71,13.71,scenario_normal_balanced,train,development,0.11,4.009999999999998,7.3835,0.23839999999999997,-2.0,0.0,4.0,24.0,False,30,53.333333333333336,1417.632,0.1336666666666666,,,,,,,
975,2i,150.0,8,3.7666,5,35.76,False,1,0.0,13.71,13.71,scenario_normal_balanced,train,development,0.11,4.009999999999998,1.8725,0.23839999999999997,-2.0,0.0,5.0,4.0,False,35,53.333333333333336,723.1872000000001,0.1336666666666666,,,,,,,
980,2i,150.0,7,0.6638,5,39.76,False,1,2.9989,8.64,8.64,scenario_normal_balanced,train,development,0.11,8.009999999999998,-3.9448,0.2650666666666667,0.0,-5.07,6.0,2.0,False,40,46.66666666666667,111.5184,0.26699999999999996,,,,,,,
985,2i,150.0,6,1.7509,2,1.0,False,1,26.7752,374.55,374.55,scenario_normal_balanced,train,development,0.11,-34.76,-2.4685000000000006,0.006666666666666667,0.0,360.84000000000003,7.0,1.0,False,45,40.0,252.12959999999998,-1.1586666666666665,,,,,,,
990,2i,150.0,6,0.4313,4,15.09,False,1,26.8671,239.1,239.1,scenario_normal_balanced,train,development,0.11,-20.669999999999998,0.4313,0.1006,0.0,225.39,7.0,6.0,False,50,40.0,62.107200000000006,-0.689,,,,,,,
995,2i,150.0,7,3.2731,6,23.05,False,1,22.9002,109.47,109.47,scenario_normal_balanced,train,development,0.11,-12.709999999999997,3.2731,0.15366666666666667,0.0,95.75999999999999,0.0,4.0,True,,46.66666666666667,549.8808000000001,-0.4236666666666666,,,,,,,
1000,2i,150.0,9,5.3621,6,23.04,False,1,12.7826,29.82,29.82,scenario_normal_balanced,train,development,0.11,-12.719999999999999,-2.0214,0.1536,0.0,16.11,0.0,9.0,True,,60.0,1158.2136,-0.424,,,,,,,
1005,2i,150.0,9,1.1965,6,23.04,False,1,0.8153,5.12,5.12,scenario_normal_balanced,train,development,0.11,-12.719999999999999,-2.5701,0.1536,0.0,-8.59,0.0,14.0,True,,60.0,258.44399999999996,-0.424,,,,,,,
1010,2i,150.0,9,0.0016,9,27.05,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11,-12.709999999999997,-0.6621999999999999,0.18033333333333335,0.0,-3.6400000000000006,0.0,19.0,True,,60.0,0.3456,-0.4236666666666666,,,,,,,
1015,2i,150.0,9,0.0,9,27.05,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11,26.05,-1.7509,0.18033333333333335,0.0,-369.55,0.0,24.0,True,,60.0,0.0,0.8683333333333334,,,,,,,
1020,2i,150.0,9,0.0,9,27.05,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11,11.96,-0.4313,0.18033333333333335,0.0,-234.1,1.0,4.0,False,0,60.0,0.0,0.39866666666666667,,,,,,,
1025,2i,150.0,12,5.044,9,27.05,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11,4.0,1.7708999999999997,0.18033333333333335,0.0,-104.47,2.0,2.0,True,,80.0,1452.672,0.13333333333333333,,,,,,,
1030,2i,150.0,12,2.5503,9,27.05,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11,4.010000000000002,-2.8118,0.18033333333333335,0.0,-24.82,3.0,1.0,False,0,80.0,734.4864,0.1336666666666667,,,,,,,
1035,2i,150.0,12,0.0461,10,27.05,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11,4.010000000000002,-1.1503999999999999,0.18033333333333335,0.0,-0.1200000000000001,3.0,6.0,False,5,80.0,13.276800000000001,0.1336666666666667,,,,,,,
1040,2i,150.0,6,0.0,6,34.05,False,0,,,,scenario_normal_balanced,train,development,0.11,6.9999999999999964,-0.0016,0.22699999999999998,-1.0,,4.0,4.0,False,10,40.0,0.0,0.23333333333333323,,,,,,,
1045,2i,150.0,6,0.0,6,34.05,False,0,,,,scenario_normal_balanced,train,development,0.11,6.9999999999999964,0.0,0.22699999999999998,-1.0,,4.0,9.0,False,15,40.0,0.0,0.23333333333333323,,,,,,,
1050,2i,150.0,7,2.283,6,34.05,False,0,,,,scenario_normal_balanced,train,development,0.11,6.9999999999999964,2.283,0.22699999999999998,-1.0,,4.0,14.0,False,20,46.66666666666667,383.54400000000004,0.23333333333333323,,,,,,,
1055,2i,150.0,8,4.8672,6,34.05,False,0,,,,scenario_normal_balanced,train,development,0.11,6.9999999999999964,-0.17679999999999918,0.22699999999999998,-1.0,,4.0,19.0,False,25,53.333333333333336,934.5024000000001,0.23333333333333323,,,,,,,
1060,2i,150.0,7,0.4608,6,34.05,False,1,27.77,483.3,483.3,scenario_normal_balanced,train,development,0.11,6.9999999999999964,-2.0895,0.22699999999999998,0.0,478.3,4.0,24.0,False,30,46.66666666666667,77.4144,0.23333333333333323,,,,,,,
1065,2i,150.0,7,0.0001,7,41.05,False,1,26.4323,349.07,349.07,scenario_normal_balanced,train,development,0.11,13.999999999999996,-0.046,0.27366666666666667,0.0,344.07,5.0,4.0,False,35,46.66666666666667,0.016800000000000002,0.46666666666666656,,,,,,,
1070,2i,150.0,6,0.3413,5,41.05,False,1,27.0622,214.36,214.36,scenario_normal_balanced,train,development,0.11,7.0,0.3413,0.27366666666666667,1.0,,6.0,2.0,False,40,40.0,49.1472,0.23333333333333334,,,,,,,
1075,2i,150.0,7,4.2542,2,40.16,False,1,18.1254,97.87,97.87,scenario_normal_balanced,train,development,0.11,6.109999999999999,4.2542,0.2677333333333333,1.0,,7.0,1.0,False,45,46.66666666666667,714.7056000000001,0.20366666666666663,,,,,,,
1080,2i,150.0,9,6.6468,4,13.1,False,1,12.2734,21.94,21.94,scenario_normal_balanced,train,development,0.11,-20.949999999999996,4.3637999999999995,0.08733333333333333,1.0,,7.0,6.0,False,50,60.0,1435.7088,-0.6983333333333331,,,,,,,
1085,2i,150.0,9,2.1056,7,27.05,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11,-6.9999999999999964,-2.7616000000000005,0.18033333333333335,1.0,,0.0,4.0,True,,60.0,454.8096,-0.23333333333333323,,,,,,,
1090,2i,150.0,9,0.0644,8,34.02,False,2,12.0024,1.0,408.7,scenario_normal_balanced,train,development,0.11,-0.02999999999999403,-0.3964,0.22680000000000003,1.0,-74.60000000000002,0.0,9.0,True,,60.0,13.9104,-0.000999999999999801,,,,,,,
1095,2i,150.0,9,0.0001,9,34.01,False,4,17.992,1.0,408.22,scenario_normal_balanced,train,development,0.11,-7.039999999999999,0.0,0.22673333333333331,3.0,59.150000000000034,0.0,14.0,True,,60.0,0.0216,-0.23466666666666663,,,,,,,
1100,2i,150.0,9,0.0,9,34.01,False,4,18.2647,1.0,288.34,scenario_normal_balanced,train,development,0.11,-7.039999999999999,-0.3413,0.22673333333333331,3.0,73.97999999999996,0.0,19.0,True,,60.0,0.0,-0.23466666666666663,,,,,,,
1105,2i,150.0,10,1.4448,9,34.01,False,4,15.6781,1.0,166.46,scenario_normal_balanced,train,development,0.11,-6.149999999999999,-2.8094,0.22673333333333331,3.0,68.59,0.0,24.0,True,,66.66666666666667,346.75200000000007,-0.20499999999999996,,,,,,,
1110,2i,150.0,12,3.0713,9,34.01,False,4,9.214,1.0,71.12,scenario_normal_balanced,train,development,0.11,20.909999999999997,-3.5755,0.22673333333333331,3.0,49.18000000000001,1.0,4.0,False,0,80.0,884.5344,0.6969999999999998,,68.46010036363636,16.17436796214345,736.0,8.5034,,
1115,2i,150.0,12,0.6171,10,34.01,False,5,6.1509,1.0,433.27,scenario_normal_balanced,train,development,0.11,6.959999999999997,-1.4885,0.22673333333333331,4.0,432.27,2.0,2.0,True,,80.0,177.72480000000002,0.2319999999999999,,68.46010036363636,16.17436796214345,736.0,8.5034,,
1120,2i,150.0,12,0.0006,12,38.01,False,5,4.7376,1.0,313.52,scenario_normal_balanced,train,development,0.11,3.989999999999995,-0.0638,0.2534,3.0,-95.18,3.0,1.0,False,0,80.0,0.1728,0.13299999999999984,,,,750.0,1.001,,
1125,2i,150.0,12,0.0,12,38.01,False,5,4.8836,1.0,194.04,scenario_normal_balanced,train,development,0.11,4.0,-0.0001,0.2534,1.0,-214.18000000000004,3.0,6.0,False,5,80.0,0.0,0.13333333333333333,,,,750.0,1.001,,
1130,2i,150.0,9,1.8706,8,38.01,False,2,8.4177,38.01,87.22,scenario_normal_balanced,train,development,0.11,4.0,1.8706,0.2534,-2.0,-201.11999999999998,4.0,4.0,False,10,60.0,404.0496,0.13333333333333333,,,,750.0,1.001,,
