timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested,visible_queue_length_m_change_30s,visible_mean_speed_mps_change_30s,visible_occupancy_fraction,probe_count_change_30s,probe_max_distance_to_stopline_m_change_30s,current_phase,phase_elapsed_s,is_green_for_approach,red_duration_s,estimated_density_k_veh_per_km,observed_flow_veh_per_hour,estimated_queue_front_propagation_m_per_s,estimated_hidden_queue_extension_m
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.25,,,0.0,,,,,,,0.0,0.0,,
5,1i,150.0,0,0.0,0,0.0,False,2,27.0433,373.25,377.09,scenario_very_high_demand_OOD,ood,ood,0.25,,,0.0,,,0.0,4.0,True,,0.0,0.0,,
10,1i,150.0,0,0.0,0,0.0,False,2,26.8255,239.16,242.71,scenario_very_high_demand_OOD,ood,ood,0.25,,,0.0,,,0.0,9.0,True,,0.0,0.0,,
15,1i,150.0,3,25.3402,0,0.0,False,2,25.1352,107.21,110.6,scenario_very_high_demand_OOD,ood,ood,0.25,,,0.0,,,0.0,14.0,True,,20.0,1824.4944,,
20,1i,150.0,3,12.2903,0,0.0,False,2,12.1744,18.81,20.65,scenario_very_high_demand_OOD,ood,ood,0.25,,,0.0,,,0.0,19.0,True,,20.0,884.9016,,
25,1i,150.0,3,0.0,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.25,,,0.006666666666666667,,,0.0,24.0,True,,20.0,0.0,,
30,1i,150.0,5,9.7895,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.25,1.0,9.7895,0.006666666666666667,2.0,,1.0,4.0,False,5,33.333333333333336,1174.7400000000002,0.03333333333333333,
35,1i,150.0,6,7.0337,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.25,1.0,7.0337,0.006666666666666667,0.0,-376.09,2.0,2.0,True,,40.0,1012.8528,0.03333333333333333,
40,1i,150.0,6,2.0469,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.25,1.0,2.0469,0.006666666666666667,0.0,-241.71,3.0,1.0,False,5,40.0,294.7536,0.03333333333333333,
45,1i,150.0,7,3.9133,5,5.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.25,5.0,-21.4269,0.03333333333333333,0.0,-109.6,3.0,6.0,False,10,46.66666666666667,657.4344000000001,0.16666666666666666,
50,1i,150.0,5,7.501,2,5.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.25,5.0,-4.7893,0.03333333333333333,-2.0,,4.0,4.0,False,15,33.333333333333336,900.1200000000001,0.16666666666666666,
55,1i,150.0,5,6.3907,3,12.05,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.25,11.05,6.3907,0.08033333333333334,-2.0,,4.0,9.0,False,20,33.333333333333336,766.884,0.36833333333333335,
60,1i,150.0,6,10.4284,3,12.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.25,11.0,0.6388999999999996,0.08,-2.0,,4.0,14.0,False,25,40.0,1501.6896,0.36666666666666664,
65,1i,150.0,5,4.5609,3,12.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.25,11.0,-2.4727999999999994,0.08,-2.0,,4.0,19.0,False,30,33.333333333333336,547.3080000000001,0.36666666666666664,
70,1i,150.0,5,5.2758,4,16.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.25,15.0,3.2289000000000003,0.10666666666666667,-2.0,,4.0,24.0,False,35,33.333333333333336,633.0960000000001,0.5,
75,1i,150.0,7,7.9067,4,16.0,False,1,27.6603,427.96,427.96,scenario_very_high_demand_OOD,ood,ood,0.25,11.0,3.9934,0.10666666666666667,-1.0,426.96,5.0,4.0,False,40,46.66666666666667,1328.3256000000001,0.36666666666666664,
80,1i,150.0,5,3.9586,1,16.0,False,1,27.3633,293.57,293.57,scenario_very_high_demand_OOD,ood,ood,0.25,11.0,-3.5424,0.10666666666666667,1.0,,6.0,2.0,False,45,33.333333333333336,475.03200000000004,0.36666666666666664,
