timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested,visible_queue_length_m_change_30s,visible_mean_speed_mps_change_30s,visible_occupancy_fraction,probe_count_change_30s,probe_max_distance_to_stopline_m_change_30s,current_phase,phase_elapsed_s,is_green_for_approach,red_duration_s,estimated_density_k_veh_per_km,observed_flow_veh_per_hour,estimated_queue_front_propagation_m_per_s,estimated_hidden_queue_extension_m
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,,,0.0,,,,,,,0.0,0.0,,
5,1i,150.0,0,0.0,0,0.0,False,2,27.0433,373.25,377.09,scenario_very_high_demand_OOD,ood,ood,0.11,,,0.0,,,0.0,4.0,True,,0.0,0.0,,
10,1i,150.0,0,0.0,0,0.0,False,2,26.8255,239.16,242.71,scenario_very_high_demand_OOD,ood,ood,0.11,,,0.0,,,0.0,9.0,True,,0.0,0.0,,
15,1i,150.0,3,25.3402,0,0.0,False,2,25.1352,107.21,110.6,scenario_very_high_demand_OOD,ood,ood,0.11,,,0.0,,,0.0,14.0,True,,20.0,1824.4944,,
20,1i,150.0,3,12.2903,0,0.0,False,2,12.1744,18.81,20.65,scenario_very_high_demand_OOD,ood,ood,0.11,,,0.0,,,0.0,19.0,True,,20.0,884.9016,,
25,1i,150.0,3,0.0,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.11,,,0.006666666666666667,,,0.0,24.0,True,,20.0,0.0,,
30,1i,150.0,5,9.7895,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.11,1.0,9.7895,0.006666666666666667,2.0,,1.0,4.0,False,5,33.333333333333336,1174.7400000000002,0.03333333333333333,
35,1i,150.0,6,7.0337,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.11,1.0,7.0337,0.006666666666666667,0.0,-376.09,2.0,2.0,True,,40.0,1012.8528,0.03333333333333333,
40,1i,150.0,6,2.0469,3,1.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.11,1.0,2.0469,0.006666666666666667,0.0,-241.71,3.0,1.0,False,5,40.0,294.7536,0.03333333333333333,
45,1i,150.0,7,3.9133,5,5.0,False,2,0.0,1.0,1.0,scenario_very_high_demand_OOD,ood,ood,0.11,5.0,-21.4269,0.03333333333333333,0.0,-109.6,3.0,6.0,False,10,46.66666666666667,657.4344000000001,0.16666666666666666,
50,1i,150.0,5,7.501,2,5.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,5.0,-4.7893,0.03333333333333333,-2.0,,4.0,4.0,False,15,33.333333333333336,900.1200000000001,0.16666666666666666,
55,1i,150.0,5,6.3907,3,12.05,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,11.05,6.3907,0.08033333333333334,-2.0,,4.0,9.0,False,20,33.333333333333336,766.884,0.36833333333333335,
60,1i,150.0,6,10.4284,3,12.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,11.0,0.6388999999999996,0.08,-2.0,,4.0,14.0,False,25,40.0,1501.6896,0.36666666666666664,
65,1i,150.0,5,4.5609,3,12.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,11.0,-2.4727999999999994,0.08,-2.0,,4.0,19.0,False,30,33.333333333333336,547.3080000000001,0.36666666666666664,
70,1i,150.0,5,5.2758,4,16.0,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,15.0,3.2289000000000003,0.10666666666666667,-2.0,,4.0,24.0,False,35,33.333333333333336,633.0960000000001,0.5,
75,1i,150.0,7,7.9067,4,16.0,False,1,27.6603,427.96,427.96,scenario_very_high_demand_OOD,ood,ood,0.11,11.0,3.9934,0.10666666666666667,-1.0,426.96,5.0,4.0,False,40,46.66666666666667,1328.3256000000001,0.36666666666666664,
80,1i,150.0,5,3.9586,1,16.0,False,1,27.3633,293.57,293.57,scenario_very_high_demand_OOD,ood,ood,0.11,11.0,-3.5424,0.10666666666666667,1.0,,6.0,2.0,False,45,33.333333333333336,475.03200000000004,0.36666666666666664,
85,1i,150.0,5,6.3343,2,1.01,False,1,27.6622,157.31,157.31,scenario_very_high_demand_OOD,ood,ood,0.11,-11.040000000000001,-0.056400000000000006,0.006733333333333333,1.0,,7.0,1.0,False,50,33.333333333333336,760.1160000000001,-0.36800000000000005,
90,1i,150.0,7,6.7868,4,5.07,False,1,15.6323,52.42,52.42,scenario_very_high_demand_OOD,ood,ood,0.11,-6.93,-3.6415999999999995,0.033800000000000004,1.0,,7.0,6.0,False,55,46.66666666666667,1140.1824000000001,-0.23099999999999998,
95,1i,150.0,7,1.5561,4,5.0,False,1,4.0323,6.35,6.35,scenario_very_high_demand_OOD,ood,ood,0.11,-7.0,-3.0048000000000004,0.03333333333333333,1.0,,0.0,4.0,True,,46.66666666666667,261.4248,-0.23333333333333334,
100,1i,150.0,8,2.6471,7,12.01,False,2,11.8031,5.0,456.69,scenario_very_high_demand_OOD,ood,ood,0.11,-3.99,-2.6287000000000003,0.08006666666666666,2.0,,0.0,9.0,True,,53.333333333333336,508.2432,-0.133,
105,1i,150.0,8,1.044,7,12.0,False,2,12.1653,5.0,336.17,scenario_very_high_demand_OOD,ood,ood,0.11,-4.0,-6.8627,0.08,1.0,-91.78999999999996,0.0,14.0,True,,53.333333333333336,200.44800000000004,-0.13333333333333333,
110,1i,150.0,10,2.3754,8,12.0,False,2,12.4419,5.0,215.56,scenario_very_high_demand_OOD,ood,ood,0.11,-4.0,-1.5832000000000002,0.08,1.0,-78.00999999999999,0.0,19.0,True,,66.66666666666667,570.096,-0.13333333333333333,
115,1i,150.0,12,4.6441,8,12.0,False,2,9.0591,5.0,107.77,scenario_very_high_demand_OOD,ood,ood,0.11,10.99,-1.6902,0.08,1.0,-49.540000000000006,0.0,24.0,True,,80.0,1337.5008,0.36633333333333334,
120,1i,150.0,13,3.4638,8,12.0,False,2,5.6108,5.0,33.56,scenario_very_high_demand_OOD,ood,ood,0.11,6.93,-3.3230000000000004,0.08,1.0,-18.86,1.0,4.0,False,5,86.66666666666667,1080.7056,0.23099999999999998,
125,1i,150.0,13,0.4929,10,19.0,False,2,0.0688,5.0,13.02,scenario_very_high_demand_OOD,ood,ood,0.11,14.0,-1.0632000000000001,0.12666666666666668,1.0,6.67,2.0,2.0,True,,86.66666666666667,153.78480000000002,0.4666666666666667,
130,1i,150.0,15,2.595,13,33.05,False,2,0.0,5.0,13.0,scenario_very_high_demand_OOD,ood,ood,0.11,21.04,-0.05209999999999981,0.22033333333333333,0.0,-443.69,3.0,1.0,False,5,100.0,934.2,0.7013333333333333,
135,1i,150.0,16,1.8207,13,33.05,False,2,0.0,5.0,13.0,scenario_very_high_demand_OOD,ood,ood,0.11,21.049999999999997,0.7767,0.22033333333333333,0.0,-323.17,3.0,6.0,False,10,106.66666666666667,699.1488,0.7016666666666665,
140,1i,150.0,12,3.5648,7,37.05,False,1,3.4441,8.54,8.54,scenario_very_high_demand_OOD,ood,ood,0.11,25.049999999999997,1.1894,0.24699999999999997,-1.0,-207.02,4.0,4.0,False,15,80.0,1026.6624,0.8349999999999999,
145,1i,150.0,9,4.7501,6,37.05,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,25.049999999999997,0.10599999999999987,0.24699999999999997,-2.0,,4.0,9.0,False,20,60.0,1026.0215999999998,0.8349999999999999,
150,1i,150.0,8,3.5268,6,37.05,False,0,,,,scenario_very_high_demand_OOD,ood,ood,0.11,25.049999999999997,0.06300000000000017,0.24699999999999997,-2.0,,4.0,14.0,False,25,53.333333333333336,677.1456000000001,0.8349999999999999,
