timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
5,1i,150.0,0,0.0,0,0.0,False,3,24.9346,375.41,385.79,0.5
10,1i,150.0,0,0.0,0,0.0,False,3,25.1459,238.87,265.41,0.5
15,1i,150.0,3,24.3495,0,0.0,False,3,24.3495,106.04,146.84,0.5
20,1i,150.0,3,14.7548,0,0.0,False,3,14.7548,18.56,41.03,0.5
25,1i,150.0,3,1.4286,1,1.0,False,4,7.3215,1.0,480.3,0.5
30,1i,150.0,3,0.0,3,1.0,False,4,5.8899,1.0,360.59,0.5
35,1i,150.0,3,0.0,3,1.0,False,4,6.2495,1.0,239.02,0.5
40,1i,150.0,4,5.8319,3,1.0,False,5,8.5535,1.0,474.59,0.5
45,1i,150.0,4,3.0979,3,1.0,False,5,6.1803,1.0,381.02,0.5
50,1i,150.0,2,0.0498,1,1.0,False,3,6.2515,1.0,287.53,0.5
55,1i,150.0,2,0.0,2,5.0,False,3,6.4517,1.0,193.38,0.5
60,1i,150.0,3,5.7114,2,5.0,False,4,11.03,1.0,456.31,0.5
65,1i,150.0,4,8.0544,2,5.0,False,4,10.6883,1.0,321.8,0.5
70,1i,150.0,3,0.7474,2,5.0,False,3,9.2479,1.0,187.76,0.5
75,1i,150.0,4,5.2238,3,12.0,False,4,11.3697,1.0,383.52,0.5
80,1i,150.0,2,4.0188,0,0.0,False,3,18.9563,3.9,456.06,0.5
85,1i,150.0,2,12.3721,1,1.0,False,3,17.4863,1.0,321.53,0.5
90,1i,150.0,2,8.0292,1,1.0,False,3,14.3672,1.0,187.82,0.5
95,1i,150.0,3,6.9772,1,1.0,False,4,11.0625,1.0,456.98,0.5
100,1i,150.0,3,2.3474,2,1.0,False,4,7.6102,1.0,335.42,0.5
105,1i,150.0,3,0.0,3,1.0,False,4,6.0916,1.0,214.76,0.5
110,1i,150.0,4,5.5838,3,1.0,False,4,5.5838,1.0,96.69,0.5
115,1i,150.0,4,2.4959,3,1.0,False,4,2.4959,1.0,21.66,0.5
120,1i,150.0,4,0.0162,4,8.06,False,7,8.9641,1.0,416.18,0.5
125,1i,150.0,4,0.0,4,8.0,False,7,9.0281,1.0,321.44,0.5
130,1i,150.0,4,0.0,4,8.0,False,7,9.0543,1.0,225.45,0.5
135,1i,150.0,7,6.9489,4,8.0,False,7,6.9489,1.0,138.55,0.5
140,1i,150.0,4,5.8413,2,8.0,False,4,5.8413,1.0,75.36,0.5
145,1i,150.0,4,4.0494,2,8.0,False,5,8.7135,1.0,376.23,0.5
150,1i,150.0,3,0.6129,2,8.0,False,4,7.2051,1.0,242.89,0.5
155,1i,150.0,4,5.4382,3,15.01,False,4,5.4382,1.0,114.88,0.5
160,1i,150.0,4,2.3134,3,15.0,False,4,2.3134,1.0,43.42,0.5
165,1i,150.0,4,0.0542,4,29.09,False,5,5.4907,1.0,456.06,0.5
170,1i,150.0,4,7.076,1,29.04,False,4,8.0053,2.29,322.25,0.5
175,1i,150.0,3,6.2407,0,0.0,False,3,10.2703,1.0,189.25,0.5
180,1i,150.0,4,4.7242,2,15.04,False,3,6.1762,1.0,73.64,0.5
185,1i,150.0,4,1.2058,3,15.04,False,3,1.6077,1.0,22.31,0.5
190,1i,150.0,4,0.0005,4,19.04,False,4,6.7705,1.0,403.24,0.5
195,1i,150.0,5,3.579,4,19.04,False,5,10.9532,1.0,483.3,0.5
200,1i,150.0,6,6.507,4,19.04,False,5,10.6258,1.0,348.78,0.5
205,1i,150.0,6,2.0338,5,19.04,False,5,7.8615,1.0,213.56,0.5
210,1i,150.0,7,2.9032,5,19.04,False,6,7.5537,1.0,480.3,0.5
215,1i,150.0,7,1.4311,6,23.04,False,6,5.7313,1.0,358.39,0.5
220,1i,150.0,7,0.0194,7,23.04,False,6,4.027,1.0,238.17,0.5
225,1i,150.0,8,2.8043,7,23.04,False,6,3.7391,1.0,117.95,0.5
230,1i,150.0,5,1.9462,4,23.04,False,5,1.9462,1.0,41.53,0.5
235,1i,150.0,5,0.0207,5,27.06,False,7,6.6976,1.0,437.06,0.5
240,1i,150.0,5,0.0,5,27.05,False,7,6.602,1.0,343.49,0.5
245,1i,150.0,5,0.0,5,27.05,False,7,6.4643,1.0,249.63,0.5
