timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge
0,1i,150.0,0,0.0,0,0.0,False
0,2i,150.0,0,0.0,0,0.0,False
0,3i,150.0,0,0.0,0,0.0,False
0,4i,150.0,0,0.0,0,0.0,False
5,1i,150.0,0,0.0,0,0.0,False
5,2i,150.0,0,0.0,0,0.0,False
5,3i,150.0,0,0.0,0,0.0,False
5,4i,150.0,0,0.0,0,0.0,False
10,1i,150.0,0,0.0,0,0.0,False
10,2i,150.0,0,0.0,0,0.0,False
10,3i,150.0,0,0.0,0,0.0,False
10,4i,150.0,0,0.0,0,0.0,False
15,1i,150.0,3,24.3495,0,0.0,False
15,2i,150.0,2,25.2411,0,0.0,False
15,3i,150.0,3,25.6804,0,0.0,False
15,4i,150.0,2,24.8104,0,0.0,False
20,1i,150.0,3,14.7548,0,0.0,False
20,2i,150.0,3,14.2214,0,0.0,False
20,3i,150.0,2,14.1994,0,0.0,False
20,4i,150.0,3,19.6128,0,0.0,False
25,1i,150.0,3,1.4286,1,1.0,False
25,2i,150.0,3,5.0103,2,1.0,False
25,3i,150.0,1,1.7658,0,0.0,False
25,4i,150.0,2,16.2913,0,0.0,False
30,1i,150.0,3,0.0,3,1.0,False
30,2i,150.0,3,0.2437,2,1.0,False
30,3i,150.0,1,0.0044,1,1.0,False
30,4i,150.0,4,10.683,0,0.0,False
35,1i,150.0,3,0.0,3,1.0,False
35,2i,150.0,3,0.0,3,1.0,False
35,3i,150.0,0,0.0,0,0.0,False
35,4i,150.0,5,12.4301,0,0.0,False
40,1i,150.0,4,5.8319,3,1.0,False
40,2i,150.0,4,6.0832,3,1.0,False
40,3i,150.0,0,0.0,0,0.0,False
40,4i,150.0,5,13.4653,0,0.0,False
45,1i,150.0,4,3.0979,3,1.0,False
45,2i,150.0,4,2.891,3,1.0,False
45,3i,150.0,1,18.53,0,0.0,False
45,4i,150.0,5,3.3979,2,1.0,False
50,1i,150.0,2,0.0498,1,1.0,False
50,2i,150.0,2,0.0274,2,5.03,False
50,3i,150.0,1,11.7104,0,0.0,False
50,4i,150.0,8,6.3133,4,15.04,False
55,1i,150.0,2,0.0,2,5.0,False
55,2i,150.0,3,7.397,2,5.0,False
55,3i,150.0,2,10.7301,1,1.0,False
55,4i,150.0,9,3.6862,5,15.04,False
60,1i,150.0,3,5.7114,2,5.0,False
60,2i,150.0,2,0.0,2,5.0,False
60,3i,150.0,2,4.8256,1,1.0,False
60,4i,150.0,11,4.5438,8,19.05,False
65,1i,150.0,4,8.0544,2,5.0,False
65,2i,150.0,3,5.4377,2,5.0,False
65,3i,150.0,3,5.3888,2,1.08,False
65,4i,150.0,12,3.3673,9,19.04,False
70,1i,150.0,3,0.7474,2,5.0,False
70,2i,150.0,3,0.9349,2,5.0,False
70,3i,150.0,3,0.9947,2,1.0,False
70,4i,150.0,14,3.3016,11,26.04,False
75,1i,150.0,4,5.2238,3,12.0,False
75,2i,150.0,4,6.0167,3,9.0,False
75,3i,150.0,4,5.046,3,13.71,False
75,4i,150.0,15,1.7316,11,26.04,False
80,1i,150.0,2,4.0188,0,0.0,False
80,2i,150.0,2,6.2159,0,0.0,False
80,3i,150.0,4,1.6835,3,13.71,False
80,4i,150.0,17,2.774,14,33.05,False
85,1i,150.0,2,12.3721,1,1.0,False
85,2i,150.0,2,11.7443,1,1.0,False
85,3i,150.0,5,4.5894,4,13.71,False
85,4i,150.0,19,2.7458,15,33.05,False
90,1i,150.0,2,8.0292,1,1.0,False
90,2i,150.0,2,8.0018,1,1.0,False
90,3i,150.0,5,2.0934,4,13.71,False
90,4i,150.0,21,2.747,17,40.06,False
95,1i,150.0,3,6.9772,1,1.0,False
95,2i,150.0,3,6.9828,1,1.0,False
95,3i,150.0,4,5.5266,3,17.94,False
95,4i,150.0,18,2.8472,12,40.05,False
100,1i,150.0,3,2.3474,2,1.0,False
100,2i,150.0,3,2.3565,2,1.0,False
100,3i,150.0,4,4.7355,3,17.71,False
100,4i,150.0,17,4.0147,10,43.23,False
105,1i,150.0,3,0.0,3,1.0,False
105,2i,150.0,3,0.0,3,1.0,False
105,3i,150.0,3,0.0,3,17.71,False
105,4i,150.0,14,2.1461,10,43.01,False
110,1i,150.0,4,5.5838,3,1.0,False
110,2i,150.0,3,0.0,3,1.0,False
110,3i,150.0,4,4.3931,3,17.71,False
110,4i,150.0,13,1.6783,11,47.04,False
115,1i,150.0,4,2.4959,3,1.0,False
115,2i,150.0,4,3.2643,3,1.0,False
115,3i,150.0,4,1.1372,3,17.71,False
115,4i,150.0,15,3.5825,11,47.01,False
120,1i,150.0,4,0.0162,4,8.06,False
120,2i,150.0,4,2.1393,3,1.0,False
120,3i,150.0,4,0.0012,4,21.72,False
120,4i,150.0,16,3.0178,11,47.01,False
125,1i,150.0,4,0.0,4,8.0,False
125,2i,150.0,4,1.0143,3,1.0,False
125,3i,150.0,3,1.4294,1,21.71,False
125,4i,150.0,16,2.7069,10,54.02,False
130,1i,150.0,4,0.0,4,8.0,False
130,2i,150.0,6,8.61,4,8.0,False
130,3i,150.0,3,19.2109,0,0.0,False
130,4i,150.0,17,3.2201,8,68.09,False
135,1i,150.0,7,6.9489,4,8.0,False
135,2i,150.0,7,6.152,4,8.0,False
135,3i,150.0,4,11.7258,1,1.02,False
