timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.25
5,1i,150.0,0,0.0,0,0.0,False,1,27.3733,375.41,375.41,0.25
10,1i,150.0,0,0.0,0,0.0,False,1,27.269,238.87,238.87,0.25
15,1i,150.0,3,24.3495,0,0.0,False,1,25.6347,106.04,106.04,0.25
20,1i,150.0,3,14.7548,0,0.0,False,1,11.8523,18.56,18.56,0.25
25,1i,150.0,3,1.4286,1,1.0,False,1,0.0,1.0,1.0,0.25
30,1i,150.0,3,0.0,3,1.0,False,1,0.0,1.0,1.0,0.25
35,1i,150.0,3,0.0,3,1.0,False,1,0.0,1.0,1.0,0.25
40,1i,150.0,4,5.8319,3,1.0,False,2,9.72,1.0,474.59,0.25
45,1i,150.0,4,3.0979,3,1.0,False,2,9.2551,1.0,381.02,0.25
50,1i,150.0,2,0.0498,1,1.0,False,2,9.3274,1.0,287.53,0.25
55,1i,150.0,2,0.0,2,5.0,False,2,9.6776,1.0,193.38,0.25
60,1i,150.0,3,5.7114,2,5.0,False,3,14.7067,1.0,456.31,0.25
65,1i,150.0,4,8.0544,2,5.0,False,3,14.251,1.0,321.8,0.25
70,1i,150.0,3,0.7474,2,5.0,False,2,13.8718,1.0,187.76,0.25
75,1i,150.0,4,5.2238,3,12.0,False,2,10.4474,1.0,63.37,0.25
80,1i,150.0,2,4.0188,0,0.0,False,1,5.8948,3.9,3.9,0.25
85,1i,150.0,2,12.3721,1,1.0,False,1,0.0,1.0,1.0,0.25
90,1i,150.0,2,8.0292,1,1.0,False,1,0.0,1.0,1.0,0.25
95,1i,150.0,3,6.9772,1,1.0,False,1,0.0,1.0,1.0,0.25
100,1i,150.0,3,2.3474,2,1.0,False,1,0.0,1.0,1.0,0.25
105,1i,150.0,3,0.0,3,1.0,False,1,0.0,1.0,1.0,0.25
110,1i,150.0,4,5.5838,3,1.0,False,1,0.0,1.0,1.0,0.25
115,1i,150.0,4,2.4959,3,1.0,False,1,0.0,1.0,1.0,0.25
120,1i,150.0,4,0.0162,4,8.06,False,2,9.4473,1.0,416.18,0.25
125,1i,150.0,4,0.0,4,8.0,False,2,9.5768,1.0,321.44,0.25
130,1i,150.0,4,0.0,4,8.0,False,2,9.6823,1.0,225.45,0.25
135,1i,150.0,7,6.9489,4,8.0,False,2,7.9375,1.0,137.87,0.25
140,1i,150.0,4,5.8413,2,8.0,False,1,12.5266,69.18,69.18,0.25
145,1i,150.0,4,4.0494,2,8.0,False,1,9.8588,11.32,11.32,0.25
150,1i,150.0,3,0.6129,2,8.0,False,0,,,,0.25
155,1i,150.0,4,5.4382,3,15.01,False,0,,,,0.25
160,1i,150.0,4,2.3134,3,15.0,False,0,,,,0.25
165,1i,150.0,4,0.0542,4,29.09,False,1,27.237,456.06,456.06,0.25
170,1i,150.0,4,7.076,1,29.04,False,1,26.4955,322.25,322.25,0.25
