timestamp,approach_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m
0,1i,0,,,
0,2i,0,,,
0,3i,0,,,
0,4i,0,,,
5,1i,0,,,
5,2i,0,,,
5,3i,1,26.8452,376.18,376.18
5,4i,0,,,
10,1i,0,,,
10,2i,0,,,
10,3i,1,26.6952,240.65,240.65
10,4i,0,,,
15,1i,0,,,
15,2i,0,,,
15,3i,1,26.9901,106.52,106.52
15,4i,0,,,
20,1i,0,,,
20,2i,0,,,
20,3i,1,14.3737,12.19,12.19
20,4i,0,,,
25,1i,0,,,
25,2i,0,,,
25,3i,0,,,
25,4i,0,,,
30,1i,0,,,
30,2i,0,,,
30,3i,0,,,
30,4i,0,,,
35,1i,0,,,
35,2i,0,,,
35,3i,0,,,
35,4i,0,,,
40,1i,0,,,
40,2i,0,,,
40,3i,0,,,
40,4i,0,,,
45,1i,0,,,
45,2i,0,,,
45,3i,0,,,
45,4i,0,,,
50,1i,0,,,
50,2i,0,,,
50,3i,0,,,
50,4i,0,,,
55,1i,0,,,
55,2i,0,,,
55,3i,0,,,
55,4i,0,,,
60,1i,0,,,
60,2i,0,,,
60,3i,0,,,
60,4i,0,,,
65,1i,0,,,
65,2i,0,,,
65,3i,0,,,
65,4i,0,,,
70,1i,0,,,
70,2i,0,,,
70,3i,0,,,
70,4i,0,,,
75,1i,0,,,
75,2i,0,,,
75,3i,0,,,
75,4i,0,,,
80,1i,0,,,
80,2i,0,,,
80,3i,0,,,
80,4i,0,,,
85,1i,0,,,
85,2i,0,,,
85,3i,0,,,
85,4i,0,,,
90,1i,0,,,
90,2i,0,,,
90,3i,0,,,
90,4i,0,,,
95,1i,0,,,
95,2i,0,,,
95,3i,0,,,
95,4i,0,,,
100,1i,0,,,
100,2i,0,,,
100,3i,0,,,
100,4i,0,,,
105,1i,0,,,
105,2i,2,26.9393,456.33,456.39
105,3i,2,23.6326,384.09,456.47
105,4i,0,,,
110,1i,0,,,
110,2i,2,26.9626,320.03,322.76
110,3i,2,23.672,264.51,335.75
110,4i,0,,,
115,1i,0,,,
115,2i,2,27.4016,184.45,186.74
115,3i,2,24.132,142.97,216.57
115,4i,0,,,
120,1i,0,,,
120,2i,2,19.2597,65.69,65.91
120,3i,2,18.1364,44.9,96.86
120,4i,0,,,
125,1i,0,,,
125,2i,2,5.9716,8.88,9.19
125,3i,2,7.3131,2.12,18.68
125,4i,0,,,
130,1i,0,,,
130,2i,2,0.0089,5.01,5.01
130,3i,2,0.0008,1.0,1.0
130,4i,0,,,
135,1i,0,,,
135,2i,3,9.2003,5.0,455.7
135,3i,2,0.0,1.0,1.0
135,4i,0,,,
140,1i,0,,,
140,2i,2,13.7881,5.0,318.89
140,3i,2,0.0,1.0,1.0
140,4i,0,,,
145,1i,0,,,
145,2i,2,13.3795,5.0,183.11
145,3i,2,0.0,1.0,1.0
145,4i,0,,,
150,1i,0,,,
150,2i,2,9.5175,5.0,64.41
150,3i,2,0.0,1.0,1.0
150,4i,0,,,
155,1i,0,,,
155,2i,1,0.0,5.0,5.0
155,3i,2,0.0,1.0,1.0
155,4i,0,,,
160,1i,0,,,
160,2i,1,0.0,5.0,5.0
160,3i,2,0.0,1.0,1.0
160,4i,0,,,
165,1i,0,,,
165,2i,1,0.0,5.0,5.0
165,3i,2,0.0,1.0,1.0
165,4i,0,,,
170,1i,0,,,
170,2i,0,,,
170,3i,2,0.0,1.0,1.0
170,4i,0,,,
175,1i,0,,,
175,2i,1,23.7589,408.28,408.28
175,3i,2,0.0,1.0,1.0
175,4i,0,,,
180,1i,0,,,
180,2i,1,24.1426,285.07,285.07
180,3i,2,0.0,1.0,1.0
180,4i,0,,,
185,1i,1,26.8534,429.49,429.49
185,2i,1,23.3145,166.36,166.36
185,3i,0,,,
185,4i,0,,,
190,1i,1,26.65,295.11,295.11
190,2i,1,17.9958,56.58,56.58
190,3i,0,,,
190,4i,0,,,
195,1i,1,26.451,159.37,159.37
195,2i,1,5.4327,3.91,3.91
195,3i,0,,,
195,4i,0,,,
200,1i,1,17.5481,47.47,47.47
200,2i,1,0.0163,1.01,1.01
200,3i,0,,,
200,4i,0,,,
205,1i,1,3.5481,1.73,1.73
205,2i,1,0.0,1.0,1.0
205,3i,0,,,
205,4i,0,,,
210,1i,1,0.0,1.0,1.0
210,2i,1,0.0,1.0,1.0
210,3i,0,,,
210,4i,0,,,
215,1i,1,0.0,1.0,1.0
215,2i,1,0.0,1.0,1.0
215,3i,0,,,
215,4i,0,,,
220,1i,1,0.0,1.0,1.0
220,2i,1,0.0,1.0,1.0
220,3i,0,,,
220,4i,0,,,
