timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested,visible_queue_length_m_change_30s,visible_mean_speed_mps_change_30s,visible_occupancy_fraction,probe_count_change_30s,probe_max_distance_to_stopline_m_change_30s,current_phase,phase_elapsed_s,is_green_for_approach,red_duration_s,estimated_density_k_veh_per_km,observed_flow_veh_per_hour,estimated_queue_front_propagation_m_per_s,estimated_hidden_queue_extension_m
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_high_demand,train,development,0.5,,,0.0,,,,,,,0.0,0.0,,
5,1i,150.0,0,0.0,0,0.0,False,1,26.54,377.07,377.07,scenario_high_demand,train,development,0.5,,,0.0,,,0.0,4.0,True,,0.0,0.0,,
10,1i,150.0,0,0.0,0,0.0,False,1,26.7216,243.79,243.79,scenario_high_demand,train,development,0.5,,,0.0,,,0.0,9.0,True,,0.0,0.0,,
15,1i,150.0,3,25.079,0,0.0,False,1,25.4214,111.0,111.0,scenario_high_demand,train,development,0.5,,,0.0,,,0.0,14.0,True,,20.0,1805.688,,
20,1i,150.0,3,13.5306,0,0.0,False,1,12.2233,19.89,19.89,scenario_high_demand,train,development,0.5,,,0.0,,,0.0,19.0,True,,20.0,974.2032,,
25,1i,150.0,3,0.5526,2,1.0,False,2,13.4233,1.0,403.27,scenario_high_demand,train,development,0.5,,,0.006666666666666667,,,0.0,24.0,True,,20.0,39.7872,,
30,1i,150.0,3,0.0,3,1.0,False,2,12.3108,1.0,271.74,scenario_high_demand,train,development,0.5,1.0,0.0,0.006666666666666667,2.0,,1.0,4.0,False,5,20.0,0.0,0.03333333333333333,
35,1i,150.0,5,10.6083,3,1.0,False,2,13.2405,1.0,140.48,scenario_high_demand,train,development,0.5,1.0,10.6083,0.006666666666666667,1.0,-236.59,2.0,2.0,True,,33.333333333333336,1272.996,0.03333333333333333,
40,1i,150.0,6,7.8864,3,1.0,False,2,7.5987,1.0,39.69,scenario_high_demand,train,development,0.5,1.0,7.8864,0.006666666666666667,1.0,-204.1,3.0,1.0,False,5,40.0,1135.6416,0.03333333333333333,
45,1i,150.0,6,1.2331,3,1.0,False,5,16.5315,1.0,429.74,scenario_high_demand,train,development,0.5,1.0,-23.8459,0.006666666666666667,4.0,318.74,3.0,6.0,False,10,40.0,177.56640000000002,0.03333333333333333,
50,1i,150.0,2,0.0,2,5.0,False,3,27.1499,265.67,296.98,scenario_high_demand,train,development,0.5,5.0,-13.5306,0.03333333333333333,2.0,277.09000000000003,4.0,4.0,False,15,13.333333333333334,0.0,0.16666666666666666,
55,1i,150.0,3,8.69,2,5.0,False,3,26.8452,130.39,162.53,scenario_high_demand,train,development,0.5,4.0,8.1374,0.03333333333333333,1.0,-240.73999999999998,4.0,9.0,False,20,20.0,625.68,0.13333333333333333,
60,1i,150.0,5,10.2897,2,5.0,False,3,17.1495,29.98,54.4,scenario_high_demand,train,development,0.5,4.0,10.2897,0.03333333333333333,1.0,-217.34,4.0,14.0,False,25,33.333333333333336,1234.7640000000001,0.13333333333333333,
65,1i,150.0,3,1.0281,2,5.0,False,2,13.9188,10.98,455.55,scenario_high_demand,train,development,0.5,4.0,-9.5802,0.03333333333333333,0.0,315.07000000000005,4.0,19.0,False,30,20.0,74.0232,0.13333333333333333,
70,1i,150.0,3,0.0004,3,9.0,False,2,11.7706,9.0,334.13,scenario_high_demand,train,development,0.5,8.0,-7.886,0.06,0.0,294.44,4.0,24.0,False,35,20.0,0.028800000000000003,0.26666666666666666,
75,1i,150.0,3,0.0,3,9.0,False,2,11.6945,9.0,215.46,scenario_high_demand,train,development,0.5,8.0,-1.2331,0.06,-3.0,-214.28,5.0,4.0,False,40,20.0,0.0,0.26666666666666666,
80,1i,150.0,4,14.788,0,0.0,False,2,12.0038,7.48,96.05,scenario_high_demand,train,development,0.5,-5.0,14.788,0.0,-1.0,-200.93,6.0,2.0,False,45,26.666666666666668,1419.6480000000001,-0.16666666666666666,
85,1i,150.0,3,7.7414,0,0.0,False,3,22.213,16.3,483.3,scenario_high_demand,train,development,0.5,-5.0,-0.9485999999999999,0.0,0.0,320.77,7.0,1.0,False,50,20.0,557.3807999999999,-0.16666666666666666,
90,1i,150.0,3,0.0,3,1.0,False,3,15.1939,1.0,370.84,scenario_high_demand,train,development,0.5,-4.0,-10.2897,0.006666666666666667,0.0,316.44,7.0,6.0,False,55,20.0,0.0,-0.13333333333333333,
95,1i,150.0,3,0.0,3,1.0,False,3,15.5194,1.0,275.67,scenario_high_demand,train,development,0.5,-4.0,-1.0281,0.006666666666666667,1.0,-179.88,0.0,4.0,True,,20.0,0.0,-0.13333333333333333,
100,1i,150.0,4,5.587,3,1.0,False,3,13.2997,1.0,182.63,scenario_high_demand,train,development,0.5,-8.0,5.5866,0.006666666666666667,1.0,-151.5,0.0,9.0,True,,26.666666666666668,536.352,-0.26666666666666666,
105,1i,150.0,6,6.2304,3,1.0,False,3,8.3988,1.0,99.42,scenario_high_demand,train,development,0.5,-8.0,6.2304,0.006666666666666667,1.0,-116.04,0.0,14.0,True,,40.0,897.1776000000001,-0.26666666666666666,
110,1i,150.0,6,2.9827,4,5.01,False,3,3.3979,1.0,26.46,scenario_high_demand,train,development,0.5,5.01,-11.8053,0.0334,1.0,-69.59,0.0,19.0,True,,40.0,429.50879999999995,0.16699999999999998,
115,1i,150.0,6,0.6048,5,8.14,False,3,0.1167,1.0,8.14,scenario_high_demand,train,development,0.5,8.14,-7.1366,0.05426666666666667,0.0,-475.16,0.0,24.0,True,,40.0,87.0912,0.27133333333333337,
120,1i,150.0,9,7.192,6,8.0,False,3,0.0,1.0,8.0,scenario_high_demand,train,development,0.5,7.0,7.192,0.05333333333333334,0.0,-362.84,1.0,4.0,False,5,60.0,1553.472,0.23333333333333334,
125,1i,150.0,9,3.273,6,8.0,False,3,0.0,1.0,8.0,scenario_high_demand,train,development,0.5,7.0,3.273,0.05333333333333334,0.0,-267.67,2.0,2.0,True,,60.0,706.968,0.23333333333333334,
130,1i,150.0,9,0.1628,7,19.04,False,5,9.0763,1.0,418.97,scenario_high_demand,train,development,0.5,18.04,-5.4242,0.12693333333333331,2.0,236.34000000000003,3.0,1.0,False,5,60.0,35.1648,0.6013333333333333,
135,1i,150.0,9,0.0002,9,19.04,False,5,8.9712,1.0,324.93,scenario_high_demand,train,development,0.5,18.04,-6.2302,0.12693333333333331,2.0,225.51,3.0,6.0,False,10,60.0,0.0432,0.6013333333333333,
140,1i,150.0,6,8.0334,3,9.0,False,3,14.5126,5.0,230.41,scenario_high_demand,train,development,0.5,3.99,5.050700000000001,0.06,0.0,203.95,4.0,4.0,False,15,40.0,1156.8096,0.133,
145,1i,150.0,6,8.2551,3,9.0,False,4,15.5408,5.0,456.2,scenario_high_demand,train,development,0.5,0.8599999999999994,7.6503000000000005,0.06,1.0,448.06,4.0,9.0,False,20,40.0,1188.7344000000003,0.02866666666666665,
150,1i,150.0,4,3.0825,3,9.0,False,5,17.1546,5.0,431.73,scenario_high_demand,train,development,0.5,1.0,-4.109500000000001,0.06,2.0,423.73,4.0,14.0,False,25,26.666666666666668,295.92,0.03333333333333333,
155,1i,150.0,4,1.297,3,9.0,False,5,15.5435,5.0,311.98,scenario_high_demand,train,development,0.5,1.0,-1.9760000000000002,0.06,2.0,303.98,4.0,19.0,False,30,26.666666666666668,124.512,0.03333333333333333,
160,1i,150.0,5,4.3207,4,13.01,False,5,13.725,5.0,191.71,scenario_high_demand,train,development,0.5,-6.029999999999999,4.157900000000001,0.08673333333333333,0.0,-227.26000000000002,4.0,24.0,False,35,33.333333333333336,518.4840000000002,-0.20099999999999998,
165,1i,150.0,7,7.1021,4,13.0,False,6,12.4269,5.0,455.45,scenario_high_demand,train,development,0.5,-6.039999999999999,7.1019,0.08666666666666667,1.0,130.51999999999998,5.0,4.0,False,40,46.66666666666667,1193.1528,-0.2013333333333333,
170,1i,150.0,5,2.8402,2,13.0,False,7,13.0398,1.0,456.73,scenario_high_demand,train,development,0.5,4.0,-5.193200000000001,0.08666666666666667,4.0,226.32000000000002,6.0,2.0,False,45,33.333333333333336,340.824,0.13333333333333333,
175,1i,150.0,4,0.9096,2,1.0,False,7,11.6639,1.0,322.83,scenario_high_demand,train,development,0.5,-8.0,-7.3455,0.006666666666666667,3.0,-133.37,7.0,1.0,False,50,26.666666666666668,87.3216,-0.26666666666666666,
180,1i,150.0,5,4.3933,4,13.71,False,7,10.8234,1.0,188.57,scenario_high_demand,train,development,0.5,4.710000000000001,1.3108,0.09140000000000001,2.0,-243.16000000000003,7.0,6.0,False,55,33.333333333333336,527.196,0.15700000000000003,
185,1i,150.0,7,6.6239,4,13.71,False,8,9.2672,1.0,483.3,scenario_high_demand,train,development,0.5,4.710000000000001,5.3269,0.09140000000000001,3.0,171.32,0.0,4.0,True,,46.66666666666667,1112.8152,0.15700000000000003,
190,1i,150.0,7,1.6063,4,13.71,False,9,6.9384,1.0,480.3,scenario_high_demand,train,development,0.5,0.7000000000000011,-2.7144000000000004,0.09140000000000001,4.0,288.59000000000003,0.0,9.0,True,,46.66666666666667,269.8584,0.02333333333333337,
195,1i,150.0,7,0.0022,7,20.71,False,9,5.8273,1.0,358.11,scenario_high_demand,train,development,0.5,7.710000000000001,-7.0999,0.13806666666666667,3.0,-97.33999999999997,0.0,14.0,True,,46.66666666666667,0.36960000000000004,0.257,
200,1i,150.0,8,2.5844,7,20.71,False,9,5.0345,1.0,237.22,scenario_high_demand,train,development,0.5,7.710000000000001,-0.2557999999999998,0.13806666666666667,2.0,-219.51000000000002,0.0,19.0,True,,53.333333333333336,496.2048000000001,0.257,
205,1i,150.0,10,5.2804,7,20.71,False,9,3.5474,1.0,117.46,scenario_high_demand,train,development,0.5,19.71,4.3708,0.13806666666666667,2.0,-205.37,0.0,24.0,True,,66.66666666666667,1267.2960000000003,0.657,
