timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.15
5,1i,150.0,0,0.0,0,0.0,False,1,26.3382,375.64,375.64,0.15
10,1i,150.0,0,0.0,0,0.0,False,1,26.419,242.1,242.1,0.15
15,1i,150.0,3,25.0035,0,0.0,False,1,26.1187,109.83,109.83,0.15
20,1i,150.0,3,13.5027,0,0.0,False,1,12.1187,21.24,21.24,0.15
25,1i,150.0,4,4.2232,2,1.0,False,1,0.0,1.0,1.0,0.15
30,1i,150.0,5,5.0342,3,1.0,False,1,0.0,1.0,1.0,0.15
35,1i,150.0,7,7.0786,3,1.0,False,1,0.0,1.0,1.0,0.15
40,1i,150.0,9,5.4607,3,1.0,False,1,0.0,1.0,1.0,0.15
45,1i,150.0,10,3.8137,5,8.02,False,2,12.0142,1.0,382.62,0.15
50,1i,150.0,8,5.5167,3,29.65,False,1,21.5426,270.18,270.18,0.15
55,1i,150.0,8,7.7657,2,8.0,False,2,20.7473,166.81,437.22,0.15
60,1i,150.0,6,7.2193,2,8.0,False,2,18.0406,88.9,325.97,0.15
65,1i,150.0,5,6.6788,2,8.0,False,2,16.4526,26.29,217.19,0.15
70,1i,150.0,6,9.7,3,12.03,False,1,20.0975,106.65,106.65,0.15
75,1i,150.0,7,7.2842,3,12.0,False,1,12.6246,23.05,23.05,0.15
80,1i,150.0,7,5.1914,1,24.77,False,1,0.0,1.0,1.0,0.15
85,1i,150.0,7,8.0276,2,1.0,False,1,0.0,1.0,1.0,0.15
90,1i,150.0,8,4.0979,5,12.28,False,1,0.0,1.0,1.0,0.15
95,1i,150.0,10,4.8377,7,19.01,False,1,0.0,1.0,1.0,0.15
100,1i,150.0,11,3.7618,7,19.0,False,1,0.0,1.0,1.0,0.15
105,1i,150.0,13,3.5061,9,23.01,False,2,11.6687,1.0,456.96,0.15
110,1i,150.0,14,1.5414,11,37.04,False,3,17.0574,1.0,483.3,0.15
115,1i,150.0,15,1.2933,13,37.01,False,3,17.0151,1.0,348.91,0.15
120,1i,150.0,18,3.2506,14,41.01,False,3,14.4474,1.0,215.53,0.15
125,1i,150.0,19,2.0407,15,45.01,False,3,9.0643,1.0,105.53,0.15
