timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge
0,1i,150.0,0,0.0,0,0.0,False
0,2i,150.0,0,0.0,0,0.0,False
0,3i,150.0,0,0.0,0,0.0,False
0,4i,150.0,0,0.0,0,0.0,False
5,1i,150.0,0,0.0,0,0.0,False
5,2i,150.0,0,0.0,0,0.0,False
5,3i,150.0,0,0.0,0,0.0,False
5,4i,150.0,0,0.0,0,0.0,False
10,1i,150.0,0,0.0,0,0.0,False
10,2i,150.0,0,0.0,0,0.0,False
10,3i,150.0,0,0.0,0,0.0,False
10,4i,150.0,0,0.0,0,0.0,False
15,1i,150.0,3,25.7732,0,0.0,False
15,2i,150.0,3,25.7572,0,0.0,False
15,3i,150.0,3,25.4723,0,0.0,False
15,4i,150.0,3,25.1434,0,0.0,False
20,1i,150.0,3,12.0987,0,0.0,False
20,2i,150.0,3,12.161,0,0.0,False
20,3i,150.0,2,14.416,0,0.0,False
20,4i,150.0,3,13.778,0,0.0,False
25,1i,150.0,3,0.0,3,1.0,False
25,2i,150.0,3,0.0,3,1.0,False
25,3i,150.0,1,1.8638,0,0.0,False
25,4i,150.0,1,0.0,1,1.0,False
30,1i,150.0,4,5.6581,3,1.0,False
30,2i,150.0,4,4.774,3,1.0,False
30,3i,150.0,1,0.0,1,1.0,False
30,4i,150.0,1,0.0,1,1.0,False
35,1i,150.0,4,2.3954,3,1.0,False
35,2i,150.0,4,1.5708,3,1.0,False
35,3i,150.0,0,0.0,0,0.0,False
35,4i,150.0,0,0.0,0,0.0,False
40,1i,150.0,5,5.3176,4,5.0,False
40,2i,150.0,6,7.2366,4,5.02,False
40,3i,150.0,0,0.0,0,0.0,False
40,4i,150.0,0,0.0,0,0.0,False
45,1i,150.0,6,4.7097,4,5.0,False
45,2i,150.0,6,2.8844,4,5.0,False
45,3i,150.0,1,24.9633,0,0.0,False
45,4i,150.0,1,25.7159,0,0.0,False
50,1i,150.0,5,6.1726,2,5.0,False
50,2i,150.0,4,5.7974,2,5.0,False
50,3i,150.0,1,11.971,0,0.0,False
50,4i,150.0,1,12.5895,0,0.0,False
55,1i,150.0,4,2.3444,3,12.0,False
55,2i,150.0,4,5.4252,3,9.0,False
55,3i,150.0,1,0.0,1,1.0,False
55,4i,150.0,1,0.0,1,1.0,False
60,1i,150.0,5,6.6194,3,12.0,False
60,2i,150.0,5,5.3703,3,9.0,False
60,3i,150.0,1,0.0,1,1.0,False
60,4i,150.0,1,0.0,1,1.0,False
65,1i,150.0,5,4.9713,3,12.0,False
65,2i,150.0,4,0.0059,4,13.01,False
65,3i,150.0,2,12.2591,1,1.0,False
65,4i,150.0,2,12.4876,1,1.0,False
70,1i,150.0,5,3.6933,3,12.0,False
70,2i,150.0,5,3.0276,4,13.0,False
70,3i,150.0,2,7.6242,1,1.0,False
70,4i,150.0,2,7.6806,1,1.0,False
75,1i,150.0,5,0.8729,4,16.01,False
75,2i,150.0,5,0.3581,4,13.0,False
75,3i,150.0,3,8.8949,1,1.0,False
75,4i,150.0,2,1.572,1,1.0,False
80,1i,150.0,6,8.5082,2,30.05,False
80,2i,150.0,6,12.5968,2,17.01,False
80,3i,150.0,3,3.8809,2,1.0,False
80,4i,150.0,3,4.9299,2,1.0,False
85,1i,150.0,5,9.284,0,0.0,False
85,2i,150.0,4,12.9538,0,0.0,False
85,3i,150.0,3,0.0595,3,5.1,False
85,4i,150.0,3,3.4833,2,1.0,False
90,1i,150.0,5,3.5762,2,15.06,False
90,2i,150.0,4,2.2148,1,1.01,False
90,3i,150.0,3,0.0,3,5.0,False
90,4i,150.0,3,1.9986,2,1.0,False
95,1i,150.0,6,3.6287,4,19.04,False
95,2i,150.0,5,3.816,4,5.0,False
95,3i,150.0,3,6.2826,2,5.0,False
95,4i,150.0,3,6.651,1,1.0,False
100,1i,150.0,6,1.3882,5,19.04,False
100,2i,150.0,6,5.3085,4,5.0,False
100,3i,150.0,3,4.6722,2,5.0,False
100,4i,150.0,3,4.3752,2,5.0,False
105,1i,150.0,8,4.6805,6,23.05,False
105,2i,150.0,7,5.421,5,12.0,False
105,3i,150.0,3,7.9384,2,5.0,False
105,4i,150.0,3,7.9673,2,5.0,False
110,1i,150.0,8,1.8329,6,23.04,False
110,2i,150.0,7,1.568,5,12.0,False
110,3i,150.0,3,3.6476,2,5.0,False
110,4i,150.0,3,3.34,2,5.0,False
115,1i,150.0,9,2.1388,8,30.05,False
115,2i,150.0,7,0.011,7,16.04,False
115,3i,150.0,4,6.3094,3,9.09,False
115,4i,150.0,3,0.1422,3,19.21,False
120,1i,150.0,10,2.3207,8,30.05,False
120,2i,150.0,9,3.3728,7,16.0,False
120,3i,150.0,4,3.5781,3,9.0,False
120,4i,150.0,4,4.0318,3,19.04,False
125,1i,150.0,11,1.7405,9,30.05,False
125,2i,150.0,10,2.9938,7,16.0,False
125,3i,150.0,2,2.2036,0,0.0,False
125,4i,150.0,3,6.1927,1,18.55,False
130,1i,150.0,12,2.6007,10,34.05,False
130,2i,150.0,11,3.0554,8,20.01,False
130,3i,150.0,1,0.0012,1,1.0,False
130,4i,150.0,2,3.1992,0,0.0,False
135,1i,150.0,12,0.9075,11,34.05,False
135,2i,150.0,11,1.1138,10,20.01,False
135,3i,150.0,2,13.177,1,1.0,False
