timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested,visible_queue_length_m_change_30s,visible_mean_speed_mps_change_30s,visible_occupancy_fraction,probe_count_change_30s,probe_max_distance_to_stopline_m_change_30s,current_phase,phase_elapsed_s,is_green_for_approach,red_duration_s,estimated_density_k_veh_per_km,observed_flow_veh_per_hour,estimated_queue_front_propagation_m_per_s,estimated_hidden_queue_extension_m
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_east_west_heavy,test,development,0.05,,,0.0,,,,,,,0.0,0.0,,
5,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_east_west_heavy,test,development,0.05,,,0.0,,,0.0,4.0,True,,0.0,0.0,,
10,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_east_west_heavy,test,development,0.05,,,0.0,,,0.0,9.0,True,,0.0,0.0,,
15,1i,150.0,2,24.67,0,0.0,False,0,,,,scenario_east_west_heavy,test,development,0.05,,,0.0,,,0.0,14.0,True,,13.333333333333334,1184.1600000000003,,
20,1i,150.0,3,15.5407,0,0.0,False,1,27.77,483.3,483.3,scenario_east_west_heavy,test,development,0.05,,,0.0,,,0.0,19.0,True,,20.0,1118.9304,,
25,1i,150.0,3,5.5591,1,1.0,False,3,23.4942,350.72,399.48,scenario_east_west_heavy,test,development,0.05,,,0.006666666666666667,,,0.0,24.0,True,,20.0,400.2552,,
30,1i,150.0,3,0.2076,2,1.0,False,3,23.4556,215.17,304.42,scenario_east_west_heavy,test,development,0.05,1.0,0.2076,0.006666666666666667,3.0,,1.0,4.0,False,5,20.0,14.9472,0.03333333333333333,
35,1i,150.0,5,8.9131,3,1.0,False,3,21.0936,91.57,210.88,scenario_east_west_heavy,test,development,0.05,1.0,8.9131,0.006666666666666667,3.0,,2.0,2.0,True,,33.333333333333336,1069.5720000000001,0.03333333333333333,
40,1i,150.0,6,6.836,3,1.0,False,4,16.2201,24.29,456.44,scenario_east_west_heavy,test,development,0.05,1.0,6.836,0.006666666666666667,4.0,,3.0,1.0,False,5,40.0,984.384,0.03333333333333333,
45,1i,150.0,6,2.3628,4,13.71,False,4,9.4861,8.02,336.59,scenario_east_west_heavy,test,development,0.05,13.71,-22.3072,0.09140000000000001,4.0,,3.0,6.0,False,10,40.0,340.2432,0.457,
50,1i,150.0,2,2.1429,1,1.0,False,2,14.4398,9.42,216.43,scenario_east_west_heavy,test,development,0.05,1.0,-13.3978,0.006666666666666667,1.0,-266.87,4.0,4.0,False,15,13.333333333333334,102.85920000000002,0.03333333333333333,
55,1i,150.0,4,11.3278,2,5.0,False,2,11.9669,5.0,95.2,scenario_east_west_heavy,test,development,0.05,4.0,5.7687,0.03333333333333333,-1.0,-304.28000000000003,4.0,9.0,False,20,26.666666666666668,1087.4688,0.13333333333333333,
60,1i,150.0,5,7.656,2,5.0,False,2,7.2982,5.0,8.39,scenario_east_west_heavy,test,development,0.05,4.0,7.4483999999999995,0.03333333333333333,-1.0,-296.03000000000003,4.0,14.0,False,25,33.333333333333336,918.72,0.13333333333333333,
65,1i,150.0,4,2.9336,3,17.71,False,1,0.0,5.0,5.0,scenario_east_west_heavy,test,development,0.05,16.71,-5.9795,0.11806666666666667,-2.0,-205.88,4.0,19.0,False,30,26.666666666666668,281.6256000000001,0.557,
70,1i,150.0,3,0.0,3,17.71,False,1,0.0,5.0,5.0,scenario_east_west_heavy,test,development,0.05,16.71,-6.836,0.11806666666666667,-3.0,-451.44,4.0,24.0,False,35,20.0,0.0,0.557,
75,1i,150.0,5,8.0157,3,17.71,False,1,0.0,5.0,5.0,scenario_east_west_heavy,test,development,0.05,4.0,5.652900000000001,0.11806666666666667,-3.0,-331.59,5.0,4.0,False,40,33.333333333333336,961.8840000000001,0.13333333333333333,
80,1i,150.0,5,7.2971,1,16.95,False,1,2.814,0.88,0.88,scenario_east_west_heavy,test,development,0.05,15.95,5.1542,0.11299999999999999,-1.0,-215.55,6.0,2.0,False,45,33.333333333333336,875.6520000000002,0.5316666666666666,
85,1i,150.0,3,5.6924,1,1.01,False,0,,,,scenario_east_west_heavy,test,development,0.05,-3.99,-5.6354,0.006733333333333333,-2.0,,7.0,1.0,False,50,20.0,409.8528,-0.133,
90,1i,150.0,3,0.0083,3,1.02,False,0,,,,scenario_east_west_heavy,test,development,0.05,-3.98,-7.6476999999999995,0.0068000000000000005,-2.0,,7.0,6.0,False,55,20.0,0.5976,-0.13266666666666665,
95,1i,150.0,6,9.8819,3,1.0,False,0,,,,scenario_east_west_heavy,test,development,0.05,-16.71,6.9483,0.006666666666666667,-1.0,,0.0,4.0,True,,40.0,1422.9936,-0.557,
100,1i,150.0,6,3.2298,3,1.0,False,0,,,,scenario_east_west_heavy,test,development,0.05,-16.71,3.2298,0.006666666666666667,-1.0,,0.0,9.0,True,,40.0,465.0912,-0.557,
105,1i,150.0,6,0.0068,6,15.07,False,0,,,,scenario_east_west_heavy,test,development,0.05,-2.6400000000000006,-8.0089,0.10046666666666666,-1.0,,0.0,14.0,True,,40.0,0.9792,-0.08800000000000002,
110,1i,150.0,7,3.4332,6,15.04,False,0,,,,scenario_east_west_heavy,test,development,0.05,-1.9100000000000001,-3.8639000000000006,0.10026666666666666,-1.0,,0.0,19.0,True,,46.66666666666667,576.7776,-0.06366666666666668,
115,1i,150.0,9,6.0135,6,15.04,False,0,,,,scenario_east_west_heavy,test,development,0.05,14.03,0.3210999999999995,0.10026666666666666,0.0,,0.0,24.0,True,,60.0,1298.916,0.4676666666666666,
120,1i,150.0,9,1.7803,6,15.04,False,0,,,,scenario_east_west_heavy,test,development,0.05,14.02,1.772,0.10026666666666666,0.0,,1.0,4.0,False,5,60.0,384.5448,0.4673333333333333,
