timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested,visible_queue_length_m_change_30s,visible_mean_speed_mps_change_30s,visible_occupancy_fraction,probe_count_change_30s,probe_max_distance_to_stopline_m_change_30s,current_phase,phase_elapsed_s,is_green_for_approach,red_duration_s,estimated_density_k_veh_per_km,observed_flow_veh_per_hour,estimated_queue_front_propagation_m_per_s,estimated_hidden_queue_extension_m
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_left_turn_heavy,train,development,0.25,,,0.0,,,,,,,0.0,0.0,,
5,1i,150.0,0,0.0,0,0.0,False,1,26.1393,376.65,376.65,scenario_left_turn_heavy,train,development,0.25,,,0.0,,,0.0,4.0,True,,0.0,0.0,,
10,1i,150.0,0,0.0,0,0.0,False,1,26.0862,241.94,241.94,scenario_left_turn_heavy,train,development,0.25,,,0.0,,,0.0,9.0,True,,0.0,0.0,,
15,1i,150.0,3,24.4235,0,0.0,False,1,26.6297,108.87,108.87,scenario_left_turn_heavy,train,development,0.25,,,0.0,,,0.0,14.0,True,,20.0,1758.492,,
20,1i,150.0,3,14.6513,0,0.0,False,2,15.4808,19.02,454.3,scenario_left_turn_heavy,train,development,0.25,,,0.0,,,0.0,19.0,True,,20.0,1054.8936,,
25,1i,150.0,3,0.9853,1,1.0,False,2,9.4793,1.0,358.69,scenario_left_turn_heavy,train,development,0.25,,,0.006666666666666667,,,0.0,24.0,True,,20.0,70.9416,,
30,1i,150.0,3,0.0001,3,1.0,False,2,9.5218,1.0,262.99,scenario_left_turn_heavy,train,development,0.25,1.0,0.0001,0.006666666666666667,2.0,,1.0,4.0,False,5,20.0,0.007200000000000001,0.03333333333333333,
35,1i,150.0,3,0.0,3,1.0,False,2,8.6587,1.0,170.22,scenario_left_turn_heavy,train,development,0.25,1.0,0.0,0.006666666666666667,1.0,-206.42999999999998,2.0,2.0,True,,20.0,0.0,0.03333333333333333,
40,1i,150.0,4,3.2448,3,1.0,False,2,6.4896,1.0,96.53,scenario_left_turn_heavy,train,development,0.25,1.0,3.2448,0.006666666666666667,1.0,-145.41,3.0,1.0,False,5,26.666666666666668,311.5008,0.03333333333333333,
45,1i,150.0,5,6.3771,3,1.0,False,2,4.2518,1.0,45.01,scenario_left_turn_heavy,train,development,0.25,1.0,-18.0464,0.006666666666666667,1.0,-63.86000000000001,3.0,6.0,False,10,33.333333333333336,765.2520000000001,0.03333333333333333,
