timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,scenario_id,split,design_method,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,scenario_normal_balanced,train,development,0.11
5,1i,150.0,0,0.0,0,0.0,False,2,24.935,378.1,384.92,scenario_normal_balanced,train,development,0.11
10,1i,150.0,0,0.0,0,0.0,False,2,26.3316,242.68,262.97,scenario_normal_balanced,train,development,0.11
15,1i,150.0,3,25.0237,0,0.0,False,2,25.2267,109.46,143.75,scenario_normal_balanced,train,development,0.11
20,1i,150.0,3,15.0493,0,0.0,False,2,14.0816,19.21,38.14,scenario_normal_balanced,train,development,0.11
25,1i,150.0,3,1.1476,1,1.0,False,2,0.7289,1.0,1.0,scenario_normal_balanced,train,development,0.11
30,1i,150.0,3,0.0,3,1.0,False,3,8.8764,1.0,456.67,scenario_normal_balanced,train,development,0.11
35,1i,150.0,3,0.0,3,1.0,False,3,9.0424,1.0,320.88,scenario_normal_balanced,train,development,0.11
40,1i,150.0,3,0.0,3,1.0,False,3,8.9842,1.0,188.19,scenario_normal_balanced,train,development,0.11
45,1i,150.0,6,9.7554,3,1.0,False,3,6.4078,1.0,68.63,scenario_normal_balanced,train,development,0.11
50,1i,150.0,3,6.4892,1,1.0,False,2,3.1759,1.0,10.74,scenario_normal_balanced,train,development,0.11
55,1i,150.0,2,0.0474,2,5.0,False,3,6.3463,1.0,454.32,scenario_normal_balanced,train,development,0.11
60,1i,150.0,2,0.0,2,5.0,False,3,6.3529,1.0,358.91,scenario_normal_balanced,train,development,0.11
65,1i,150.0,2,0.0,2,5.0,False,3,6.3734,1.0,263.35,scenario_normal_balanced,train,development,0.11
70,1i,150.0,3,7.7678,2,5.0,False,3,6.4467,1.0,167.75,scenario_normal_balanced,train,development,0.11
75,1i,150.0,5,10.3478,2,5.0,False,3,6.0428,1.0,73.23,scenario_normal_balanced,train,development,0.11
80,1i,150.0,3,8.1247,0,0.0,False,1,7.7343,7.47,7.47,scenario_normal_balanced,train,development,0.11
85,1i,150.0,2,0.0,1,1.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
90,1i,150.0,2,0.0,2,1.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
95,1i,150.0,3,8.0814,2,1.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
100,1i,150.0,4,7.9368,2,1.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
105,1i,150.0,5,5.2986,2,1.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
110,1i,150.0,5,1.2012,4,15.04,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
115,1i,150.0,5,0.0,5,15.04,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
120,1i,150.0,5,0.0,5,15.04,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
125,1i,150.0,8,7.9333,5,15.04,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
130,1i,150.0,8,3.5515,5,15.04,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
135,1i,150.0,8,0.2748,6,22.04,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
140,1i,150.0,4,1.0568,2,13.71,False,1,24.2685,432.68,432.68,scenario_normal_balanced,train,development,0.11
145,1i,150.0,2,0.0,2,13.71,False,1,24.8948,312.98,312.98,scenario_normal_balanced,train,development,0.11
150,1i,150.0,3,7.304,2,13.71,False,1,23.4006,192.32,192.32,scenario_normal_balanced,train,development,0.11
155,1i,150.0,4,10.2618,2,13.71,False,1,21.8848,73.81,73.81,scenario_normal_balanced,train,development,0.11
160,1i,150.0,4,5.4732,2,13.71,False,1,10.4066,0.58,0.58,scenario_normal_balanced,train,development,0.11
165,1i,150.0,3,2.3621,2,13.71,False,1,27.77,483.3,483.3,scenario_normal_balanced,train,development,0.11
170,1i,150.0,2,2.3968,0,0.0,False,1,26.7215,350.09,350.09,scenario_normal_balanced,train,development,0.11
175,1i,150.0,2,13.2261,0,0.0,False,1,27.145,214.31,214.31,scenario_normal_balanced,train,development,0.11
180,1i,150.0,4,13.4864,1,1.0,False,1,20.8759,89.87,89.87,scenario_normal_balanced,train,development,0.11
185,1i,150.0,4,4.1985,2,1.0,False,1,7.6219,24.16,24.16,scenario_normal_balanced,train,development,0.11
190,1i,150.0,4,0.0466,4,15.05,False,1,0.0616,15.05,15.05,scenario_normal_balanced,train,development,0.11
195,1i,150.0,4,0.0,4,15.04,False,2,13.4943,15.04,402.6,scenario_normal_balanced,train,development,0.11
200,1i,150.0,5,5.2135,4,15.04,False,2,13.8433,15.04,267.52,scenario_normal_balanced,train,development,0.11
205,1i,150.0,7,9.6021,4,15.04,False,2,13.0945,15.04,132.75,scenario_normal_balanced,train,development,0.11
210,1i,150.0,7,3.9814,4,15.04,False,2,6.9088,15.04,37.09,scenario_normal_balanced,train,development,0.11
215,1i,150.0,7,0.1783,5,15.04,False,3,6.8298,5.62,436.95,scenario_normal_balanced,train,development,0.11
220,1i,150.0,7,0.0004,7,19.04,False,3,6.0778,5.0,342.43,scenario_normal_balanced,train,development,0.11
225,1i,150.0,7,0.0,7,19.04,False,3,6.2483,5.0,248.65,scenario_normal_balanced,train,development,0.11
230,1i,150.0,3,0.0,3,19.04,False,2,9.6093,15.04,153.62,scenario_normal_balanced,train,development,0.11
235,1i,150.0,6,9.8289,3,19.04,False,2,8.5215,15.04,65.65,scenario_normal_balanced,train,development,0.11
240,1i,150.0,5,4.5673,3,19.04,False,1,0.0,15.04,15.04,scenario_normal_balanced,train,development,0.11
245,1i,150.0,4,0.0047,4,23.05,False,1,0.0,15.04,15.04,scenario_normal_balanced,train,development,0.11
250,1i,150.0,4,0.0,4,23.04,False,1,0.0,15.04,15.04,scenario_normal_balanced,train,development,0.11
255,1i,150.0,5,4.7395,4,23.04,False,1,0.0,15.04,15.04,scenario_normal_balanced,train,development,0.11
260,1i,150.0,4,3.9807,3,23.04,False,1,0.9385,13.34,13.34,scenario_normal_balanced,train,development,0.11
265,1i,150.0,6,6.8361,0,0.0,False,1,0.8635,1.47,1.47,scenario_normal_balanced,train,development,0.11
270,1i,150.0,6,1.7865,4,9.04,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
275,1i,150.0,6,0.0172,6,13.01,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
280,1i,150.0,7,3.3833,6,13.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
285,1i,150.0,7,1.6448,6,13.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
290,1i,150.0,9,4.2086,6,13.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
295,1i,150.0,9,1.1468,7,13.0,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
300,1i,150.0,9,0.0022,9,20.01,False,1,0.0,1.0,1.0,scenario_normal_balanced,train,development,0.11
305,1i,150.0,9,0.0,9,20.01,False,2,12.417,1.0,406.34,scenario_normal_balanced,train,development,0.11
310,1i,150.0,10,1.8663,9,20.01,False,2,11.7098,1.0,286.9,scenario_normal_balanced,train,development,0.11
315,1i,150.0,10,0.7288,9,20.01,False,2,12.2715,1.0,165.38,scenario_normal_balanced,train,development,0.11
320,1i,150.0,7,4.8657,5,20.01,False,2,7.8416,1.0,63.48,scenario_normal_balanced,train,development,0.11
325,1i,150.0,6,0.332,5,20.01,False,2,0.9961,1.0,26.44,scenario_normal_balanced,train,development,0.11
330,1i,150.0,6,0.0003,6,24.01,False,2,0.0009,1.0,24.01,scenario_normal_balanced,train,development,0.11
335,1i,150.0,6,0.0,6,24.01,False,2,0.0,1.0,24.01,scenario_normal_balanced,train,development,0.11
340,1i,150.0,7,2.4737,6,24.01,False,2,0.0,1.0,24.01,scenario_normal_balanced,train,development,0.11
345,1i,150.0,9,5.91,6,24.01,False,2,0.0,1.0,24.01,scenario_normal_balanced,train,development,0.11
350,1i,150.0,7,3.0214,4,24.01,False,1,0.0,24.01,24.01,scenario_normal_balanced,train,development,0.11
355,1i,150.0,5,2.4043,2,1.0,False,1,4.1683,16.62,16.62,scenario_normal_balanced,train,development,0.11
360,1i,150.0,6,4.221,4,5.03,False,2,13.607,5.03,374.66,scenario_normal_balanced,train,development,0.11
365,1i,150.0,6,1.8089,5,12.0,False,2,13.6365,5.0,240.17,scenario_normal_balanced,train,development,0.11
370,1i,150.0,7,3.454,5,12.0,False,2,11.9919,5.0,109.17,scenario_normal_balanced,train,development,0.11
375,1i,150.0,8,3.6321,6,13.71,False,2,5.9198,5.0,28.94,scenario_normal_balanced,train,development,0.11
380,1i,150.0,8,1.3897,6,13.71,False,2,0.1761,5.0,8.01,scenario_normal_balanced,train,development,0.11
385,1i,150.0,8,0.4082,7,13.71,False,2,0.0,5.0,8.0,scenario_normal_balanced,train,development,0.11
390,1i,150.0,9,2.0423,8,19.01,False,2,0.0,5.0,8.0,scenario_normal_balanced,train,development,0.11
395,1i,150.0,9,1.3581,8,19.0,False,2,0.0,5.0,8.0,scenario_normal_balanced,train,development,0.11
400,1i,150.0,10,1.8972,8,19.0,False,2,0.0,5.0,8.0,scenario_normal_balanced,train,development,0.11
405,1i,150.0,11,1.1301,9,19.0,False,2,0.0,5.0,8.0,scenario_normal_balanced,train,development,0.11
410,1i,150.0,7,1.999,5,31.72,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11
415,1i,150.0,6,2.8484,5,31.72,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11
420,1i,150.0,5,0.0,5,31.72,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11
425,1i,150.0,7,6.8963,5,31.72,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11
430,1i,150.0,7,3.1143,5,31.72,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11
435,1i,150.0,6,0.0023,6,35.72,False,1,0.0,5.0,5.0,scenario_normal_balanced,train,development,0.11
440,1i,150.0,5,4.7367,4,35.72,False,1,26.0357,430.99,430.99,scenario_normal_balanced,train,development,0.11
445,1i,150.0,4,6.3177,0,0.0,False,1,26.1661,296.79,296.79,scenario_normal_balanced,train,development,0.11
450,1i,150.0,4,0.808,2,13.74,False,1,26.9288,162.16,162.16,scenario_normal_balanced,train,development,0.11
455,1i,150.0,6,5.3047,4,17.71,False,1,14.9504,61.95,61.95,scenario_normal_balanced,train,development,0.11
460,1i,150.0,6,1.374,4,17.71,False,1,2.8776,22.51,22.51,scenario_normal_balanced,train,development,0.11
465,1i,150.0,7,3.7652,6,21.71,False,1,0.0078,21.71,21.71,scenario_normal_balanced,train,development,0.11
470,1i,150.0,7,2.1649,6,21.71,False,1,0.0,21.71,21.71,scenario_normal_balanced,train,development,0.11
475,1i,150.0,7,0.3864,6,21.71,False,1,0.0,21.71,21.71,scenario_normal_balanced,train,development,0.11
480,1i,150.0,8,2.5354,7,21.71,False,1,0.0,21.71,21.71,scenario_normal_balanced,train,development,0.11
485,1i,150.0,9,2.5882,7,21.71,False,1,0.0,21.71,21.71,scenario_normal_balanced,train,development,0.11
490,1i,150.0,9,1.1426,8,25.72,False,1,0.0,21.71,21.71,scenario_normal_balanced,train,development,0.11
495,1i,150.0,10,2.0833,8,25.72,False,2,13.643,21.71,403.12,scenario_normal_balanced,train,development,0.11
500,1i,150.0,6,1.9807,5,25.72,False,2,13.6265,21.71,267.79,scenario_normal_balanced,train,development,0.11
505,1i,150.0,6,4.5214,5,25.72,False,2,13.5641,21.71,132.09,scenario_normal_balanced,train,development,0.11
510,1i,150.0,7,4.9015,5,25.72,False,2,8.1667,21.71,24.89,scenario_normal_balanced,train,development,0.11
